Temperature,Simulations,Return,Discounted Return,Map
1,54,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HHFH', 'HFFG']"
1,16,0,1.0,0.884100203995605,"['SFFF', 'FFFH', 'HFFH', 'FHFG']"
1,69,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FHFG']"
1,74,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,73,0,1.0,0.8225935318117279,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,57,0,1.0,0.9445131481500655,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'FFHF', 'HFHG']"
1,24,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FHFG']"
1,79,0,1.0,0.9791880578299021,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,30,0,1.0,0.8325391341551359,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
1,77,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFFG']"
1,28,0,1.0,0.8553586117313603,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,54,0,1.0,0.8921050870283477,"['SFFF', 'HHFH', 'FHFH', 'FHFG']"
1,47,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHFH', 'FFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FHFF', 'HFHF', 'FFHG']"
1,8,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,61,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FHHH', 'FFFG']"
1,31,0,1.0,0.9138075656044898,"['SFFH', 'FHFF', 'FFHF', 'HHFG']"
1,96,0,1.0,0.9559328248389055,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,30,0,1.0,0.9416796087056153,"['SFFF', 'FHFH', 'FFHH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'HFFG']"
1,66,0,1.0,0.9762504936564125,"['SHFF', 'FHFF', 'FFFF', 'FFFG']"
1,51,0,1.0,0.857932408958235,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,16,0,1.0,0.8502341582884777,"['SFFH', 'HFFF', 'FHHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFH', 'HHFG']"
1,47,0,1.0,0.7746195551602378,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'HFHG']"
1,54,0,1.0,0.9616943356035061,"['SFHH', 'FFHF', 'FFHF', 'FFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,71,0,1.0,0.9056079456455165,"['SFFF', 'HHFH', 'HHFH', 'FFFG']"
1,57,0,1.0,0.90289112180858,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,38,0,1.0,0.9332298921513504,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,47,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,98,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,53,0,1.0,0.9530650263643888,"['SFHH', 'FHFH', 'FFFF', 'FFHG']"
1,12,0,1.0,0.8502341582884777,"['SFFF', 'HHHF', 'HHHF', 'FFFG']"
1,33,0,1.0,0.8250687380258053,"['SFFF', 'HFHH', 'FFFF', 'HFHG']"
1,64,0,1.0,0.9733217421754432,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,83,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,66,0,1.0,0.9762504936564125,"['SFFF', 'FHFH', 'FHFF', 'FFFG']"
1,48,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,40,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHH', 'HFFG']"
1,86,0,1.0,0.90289112180858,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,87,0,1.0,0.9559328248389055,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,49,0,1.0,0.8631032605924442,"['SHFH', 'FFFF', 'HFFF', 'HFHG']"
1,60,0,1.0,0.9138075656044898,"['SFHF', 'FFHH', 'HFHH', 'HFFG']"
1,18,0,1.0,0.9588092525966956,"['SFFH', 'HHFH', 'HHFF', 'FFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FFFG']"
1,77,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'HFHG']"
1,57,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFFH', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFH', 'FHFG']"
1,75,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFFF', 'HHFG']"
1,56,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,96,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHHG']"
1,36,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'HHFH', 'HFFG']"
1,76,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHFF', 'HHHG']"
1,39,0,1.0,0.9138075656044898,"['SFFH', 'HHFH', 'HHFH', 'FHFG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,83,0,1.0,0.8325391341551359,"['SHFF', 'FFFF', 'HFHH', 'HFFG']"
1,82,0,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'FFFF', 'FHFG']"
1,87,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'HFFH', 'HHFG']"
1,36,0,1.0,0.8921050870283477,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,94,0,1.0,0.9674905716180701,"['SFFF', 'FHFH', 'FHFF', 'HHHG']"
1,75,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFFF', 'HHFG']"
1,87,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'HFFF', 'HFFG']"
1,28,0,1.0,0.9388545698794984,"['SFHH', 'FFHF', 'FFHF', 'FFFG']"
1,24,0,1.0,0.860513950810667,"['SFFH', 'HHFH', 'FFFF', 'FHFG']"
1,62,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFFG']"
1,93,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'FFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'HFFG']"
1,39,0,1.0,0.8300415167526705,"['SFHF', 'HFFF', 'HFHF', 'FHHG']"
1,95,0,1.0,0.9733217421754432,"['SHHF', 'FHFF', 'FFHF', 'FFFG']"
1,89,0,1.0,0.9530650263643888,"['SFFH', 'HFFH', 'FFHH', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HFFG']"
1,53,0,1.0,0.9332298921513504,"['SFFH', 'FHFH', 'HFFH', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'HFHG']"
1,88,0,1.0,0.9821344612135428,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,61,0,1.0,0.9791880578299021,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,71,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'HFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFF', 'HHFG']"
1,65,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFHF', 'FHFG']"
1,75,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'FHHF', 'HHHG']"
1,60,0,1.0,0.9559328248389055,"['SFHF', 'HFFH', 'HFFF', 'FHFG']"
1,100,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,82,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FHFH', 'HHFG']"
1,100,0,1.0,0.9165572373164391,"['SFHF', 'HFHF', 'FFFF', 'HHHG']"
1,85,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'HFFF', 'FHFG']"
1,38,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HFHF', 'HFFG']"
1,55,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FFFF', 'FHFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,22,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,23,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HHHG']"
1,57,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHF', 'HFFG']"
1,79,0,1.0,0.8127667407072335,"['SFFH', 'FHHH', 'FFHH', 'HFFG']"
1,25,0,0.0,0.0,"['SFHH', 'FHHH', 'FHHF', 'FFFG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,39,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,51,0,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,91,0,1.0,0.9704017769489168,"['SHHF', 'FFHH', 'FHFF', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'FFHG']"
1,30,0,1.0,0.8527925358961662,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
1,17,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,46,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,26,0,1.0,0.9056079456455165,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,56,0,1.0,0.9165572373164391,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,37,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'HHHF', 'FFHG']"
1,58,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'FHFG']"
1,42,0,1.0,0.8867604854519608,"['SHFH', 'FHFF', 'FFFF', 'FHFG']"
1,16,0,1.0,0.8152123778407558,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,49,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,80,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,40,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'HFFG']"
1,20,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9332298921513504,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,70,0,1.0,0.9559328248389055,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFHF', 'HFHF', 'FFFG']"
1,99,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFFF', 'HHFG']"
1,39,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHF', 'HFFG']"
1,46,0,1.0,0.9138075656044898,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
1,45,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HFHF', 'HHHG']"
1,86,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,15,0,1.0,0.8814479033836181,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,99,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'HFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,74,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,22,0,1.0,0.9588092525966956,"['SHFF', 'FFFH', 'FFFF', 'HFFG']"
1,7,0,0.0,0.0,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,64,0,1.0,0.9001824484431542,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,44,0,1.0,0.9416796087056153,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,78,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,78,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,87,0,1.0,0.9445131481500655,"['SHHF', 'FFFF', 'HHFH', 'HFFG']"
1,93,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFF', 'HFFH', 'HFFF', 'FHHG']"
1,29,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,32,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'HFFG']"
1,24,0,1.0,0.90289112180858,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,30,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,65,0,1.0,0.9165572373164391,"['SFFF', 'FFFH', 'FHFH', 'FHFG']"
1,89,0,1.0,0.9821344612135428,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,12,0,1.0,0.7699788094052729,"['SFHF', 'HFFH', 'FFFH', 'HFFG']"
1,97,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,89,0,1.0,0.9762504936564125,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHF', 'HFFG']"
1,8,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,61,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,40,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'HHFG']"
1,23,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHFG']"
1,61,0,1.0,0.9530650263643888,"['SFHF', 'FFHH', 'FFHF', 'HFFG']"
1,49,0,1.0,0.9674905716180701,"['SHFH', 'FHFF', 'FFFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,32,0,1.0,0.8300415167526705,"['SFFF', 'FFFF', 'FHHH', 'FFFG']"
1,15,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFF', 'HHHG']"
1,72,0,1.0,0.9248559951318693,"['SFHF', 'FHFH', 'FFFH', 'HFFG']"
1,96,0,1.0,0.9821344612135428,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,49,0,1.0,0.9674905716180701,"['SHHF', 'FHFF', 'FFFF', 'FHFG']"
1,50,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHFF', 'HFFG']"
1,52,0,1.0,0.8103284404851119,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,6,0,1.0,0.9056079456455165,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,30,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,69,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,55,0,1.0,0.8631032605924442,"['SFFH', 'HHFH', 'HFFF', 'FFHG']"
1,51,0,1.0,0.90289112180858,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,61,0,1.0,0.9332298921513504,"['SFHH', 'FFFH', 'HFHH', 'HFFG']"
1,99,0,1.0,0.9445131481500655,"['SHHF', 'FFHF', 'HFFF', 'FFHG']"
1,36,0,1.0,0.9588092525966956,"['SFHH', 'FFHF', 'HFHH', 'HFFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,72,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,39,0,1.0,0.8761671489944468,"['SFFF', 'HHFH', 'HHFF', 'HHHG']"
1,82,0,1.0,0.9304302024748964,"['SHFF', 'FFFF', 'HFHF', 'FHHG']"
1,76,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHFF', 'FHFG']"
1,49,0,1.0,0.8250687380258053,"['SFFH', 'HHFF', 'HFHF', 'FHHG']"
1,94,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'HHFF', 'HFHG']"
1,56,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,47,0,1.0,0.9502058312852957,"['SFHF', 'HFHH', 'HFFH', 'HFFG']"
1,68,0,1.0,0.8709180316048211,"['SFFH', 'FHFF', 'HFFH', 'FFFG']"
1,90,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FHFH', 'FFFG']"
1,21,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'FHFF', 'HHHG']"
1,54,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,81,0,1.0,0.9304302024748964,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,87,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,62,0,1.0,0.8761671489944468,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,66,0,1.0,0.8788035596734672,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,3,0,0.0,0.0,"['SHHF', 'FFHF', 'FHFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,84,0,1.0,0.9110661429076764,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,5,0,1.0,0.8300415167526705,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,74,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HFHG']"
1,72,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,49,0,1.0,0.9001824484431542,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,55,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFF', 'HHHG']"
1,72,0,1.0,0.9559328248389055,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,82,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'HHHG']"
1,35,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'HHFG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FFFG']"
1,26,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHF', 'HFFG']"
1,86,0,1.0,0.9388545698794984,"['SFHH', 'HFFH', 'FHFH', 'HFFG']"
1,44,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,40,0,1.0,0.9332298921513504,"['SFHH', 'FFFH', 'HHFH', 'FHFG']"
1,82,0,1.0,0.9388545698794984,"['SFFH', 'FFHF', 'HFFH', 'HHFG']"
1,51,0,1.0,0.9388545698794984,"['SFHF', 'FHFH', 'FFHH', 'FFFG']"
1,96,0,1.0,0.9276389118674717,"['SFFH', 'HFFH', 'HHFH', 'HFFG']"
1,21,0,1.0,0.9332298921513504,"['SFFF', 'FHHF', 'FFHF', 'HFFG']"
1,13,0,1.0,0.9001824484431542,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,25,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,58,0,1.0,0.776950406379376,"['SFHF', 'FHFF', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'FFHF', 'FHFG']"
1,87,0,1.0,0.8275513922024125,"['SFFH', 'HFHH', 'HFHF', 'FFFG']"
1,47,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHHF', 'FFHG']"
1,25,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFFH', 'FFFG']"
1,66,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,67,0,1.0,0.9304302024748964,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,64,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,82,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,79,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FFHG']"
1,60,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,79,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,39,0,1.0,0.9674905716180701,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHH', 'FFFG']"
1,52,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFH', 'FHFG']"
1,73,0,1.0,0.9193151828650342,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,3,0,1.0,0.8527925358961662,"['SFFF', 'HFFF', 'HFFF', 'HFHG']"
1,61,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFFH', 'FFFG']"
1,88,0,1.0,0.9588092525966956,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,80,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,62,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HHFF', 'HFFG']"
1,13,0,1.0,0.7816331707050701,"['SFHH', 'FFFH', 'HFFH', 'HFFG']"
1,88,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFH', 'HHFG']"
1,60,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FHHF', 'HHFG']"
1,98,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,42,0,1.0,0.7449472384453084,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,69,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFH', 'HHFG']"
1,78,0,1.0,0.9110661429076764,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,82,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHFG']"
1,45,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,41,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,68,0,1.0,0.9530650263643888,"['SHHH', 'FHFF', 'FFHH', 'FFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HHFG']"
1,14,0,1.0,0.9276389118674717,"['SFFH', 'HFFF', 'FHFF', 'FHHG']"
1,16,0,1.0,0.8735386475474635,"['SFFF', 'FFHF', 'HFFF', 'HHHG']"
1,100,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'FHFF', 'FHFG']"
1,99,0,1.0,0.9001824484431542,"['SHHF', 'FFFH', 'FFHH', 'HFFG']"
1,80,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,23,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFFF', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,49,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'FFHG']"
1,21,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,68,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFF', 'FHFG']"
1,13,0,1.0,0.9193151828650342,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,3,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFH', 'HHFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,42,0,1.0,0.857932408958235,"['SFHF', 'FFFF', 'FFHF', 'FFHG']"
1,75,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,31,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HFFF', 'FFHG']"
1,9,0,1.0,0.9530650263643888,"['SHFH', 'FHFH', 'FFHF', 'FFFG']"
1,30,0,1.0,0.9304302024748964,"['SFHF', 'FFHF', 'FFHH', 'HFFG']"
1,46,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,32,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,29,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'HHFF', 'HFFG']"
1,70,0,1.0,0.9733217421754432,"['SHFF', 'FFHH', 'FHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,49,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,55,0,1.0,0.9704017769489168,"['SHHF', 'FHFF', 'FFHF', 'HFFG']"
1,91,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FFHF', 'HHFG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,100,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,90,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFFF', 'FHFG']"
1,39,0,1.0,0.8657003616774767,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,68,0,1.0,0.9821344612135428,"['SHHF', 'FHFF', 'FFFH', 'FFFG']"
1,12,0,1.0,0.8867604854519608,"['SFFF', 'HHFF', 'FFHF', 'FHHG']"
1,63,0,1.0,0.8867604854519608,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'FHFF', 'FFHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HFHG']"
1,45,0,1.0,0.9193151828650342,"['SFFF', 'FHHF', 'FHHF', 'FFHG']"
1,53,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHFF', 'FHFG']"
1,72,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HFFF', 'HFHG']"
1,13,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'FFHG']"
