Temperature,Simulations,Return,Discounted Return,Map
1,56,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFFH', 'FFFG']"
1,18,0,1.0,0.8250687380258053,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,18,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFHH', 'FFFG']"
1,56,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,96,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFFF', 'FHHG']"
1,43,0,1.0,0.9416796087056153,"['SFFF', 'FHFF', 'FHHF', 'FHFG']"
1,39,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,82,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFF', 'HHFG']"
1,98,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFH', 'HHFG']"
1,59,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'HFFF', 'HFHG']"
1,32,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,84,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'FHHF', 'FFHG']"
1,23,0,1.0,0.8947894553945313,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFH', 'HFFF', 'FHHG']"
1,42,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9248559951318693,"['SFHF', 'HFHH', 'FFHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHHF', 'HFHG']"
1,7,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,10,0,0.0,0.0,"['SFHF', 'HFHH', 'FFHH', 'FFFG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'HFFF', 'FFFG']"
1,52,0,1.0,0.8735386475474635,"['SFHH', 'FFFH', 'HHFH', 'HHFG']"
1,32,0,1.0,0.7958514863018556,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,48,0,1.0,0.884100203995605,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FHHF', 'FFFG']"
1,45,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FHFG']"
1,10,0,1.0,0.8631032605924442,"['SFFF', 'HHFF', 'HFHF', 'FFFG']"
1,26,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFF', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'HFFG']"
1,22,0,1.0,0.9616943356035061,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,31,0,1.0,0.9056079456455165,"['SFHF', 'FHFF', 'FHFF', 'FFFG']"
1,18,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFF', 'FHFG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,14,0,1.0,0.8225935318117279,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,60,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,36,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,40,0,1.0,0.9821344612135428,"['SFHH', 'FHFH', 'FFFH', 'FHFG']"
1,47,0,1.0,0.9674905716180701,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,96,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHFF', 'HFHG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'HFFG']"
1,88,0,1.0,0.8657003616774767,"['SHFF', 'FFFF', 'HHHF', 'FFFG']"
1,27,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHF', 'HFFG']"
1,22,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,36,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HHFF', 'FHHG']"
1,16,0,0.0,0.0,"['SFHH', 'FHFF', 'FHHF', 'FFFG']"
1,18,0,1.0,0.8947894553945313,"['SFFF', 'FHFH', 'HFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HFFF', 'FHHF', 'HHFG']"
1,45,0,1.0,0.8947894553945313,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,50,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'HHFF', 'FFFG']"
1,28,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFF', 'HHHG']"
1,36,0,1.0,0.8152123778407558,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,12,0,1.0,0.9388545698794984,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,57,0,1.0,0.9220814271464737,"['SFFH', 'HHFF', 'HHHF', 'FHHG']"
1,74,0,1.0,0.9332298921513504,"['SFFH', 'HFFH', 'FHFH', 'HFFG']"
1,85,0,1.0,0.9791880578299021,"['SFFH', 'HFHF', 'FFFF', 'FFFG']"
1,41,0,1.0,0.9791880578299021,"['SHFF', 'FFHF', 'FFFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHHG']"
1,24,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'HHFF', 'HFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,58,0,1.0,0.9416796087056153,"['SFHF', 'FHHH', 'FHFF', 'FFFG']"
1,95,0,1.0,0.90289112180858,"['SFHH', 'FFFH', 'HHFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'FFFG']"
1,55,0,1.0,0.7792882711929549,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,89,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HFHG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHH', 'FFFG']"
1,47,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,59,0,1.0,0.9220814271464737,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,86,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFH', 'FFFG']"
1,87,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'FFFG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,58,0,1.0,0.9762504936564125,"['SFHH', 'HFHH', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HHHF', 'FHHG']"
1,36,0,1.0,0.9791880578299021,"['SHFH', 'FHFH', 'FFFF', 'FFFG']"
1,86,0,1.0,0.9193151828650342,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,20,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'HFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FFFG']"
1,93,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,50,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHHG']"
1,53,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HHHG']"
1,44,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'HFHG']"
1,84,0,1.0,0.9445131481500655,"['SHHF', 'FFFH', 'FHFF', 'FFFG']"
1,71,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,11,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFH', 'HHFG']"
1,98,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'HFFF', 'FFFG']"
1,65,0,1.0,0.9276389118674717,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,83,0,1.0,0.857932408958235,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,30,0,1.0,0.8201257512162927,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,79,0,1.0,0.9530650263643888,"['SFFF', 'FHFH', 'FHFF', 'FHFG']"
1,65,0,1.0,0.8527925358961662,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,48,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFF', 'HHFG']"
1,56,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHFF', 'FFHG']"
1,16,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFH', 'HHFG']"
1,53,0,1.0,0.8502341582884777,"['SFFH', 'FHFF', 'HHHF', 'HHFG']"
1,7,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHFF', 'FFFG']"
1,14,0,1.0,0.9083329444789534,"['SFHH', 'FFFF', 'HFFF', 'HHFG']"
1,87,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HHFF', 'HFHG']"
1,16,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FHFG']"
1,7,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'FHHG']"
1,73,0,1.0,0.9110661429076764,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,83,0,1.0,0.9559328248389055,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,49,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'HFHF', 'FHFG']"
1,35,0,1.0,0.9733217421754432,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,54,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,66,0,1.0,0.9304302024748964,"['SFHF', 'HFFF', 'FFFH', 'HHFG']"
1,33,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,28,0,1.0,0.78398512608332,"['SFFH', 'FFFH', 'HHFH', 'HHFG']"
1,68,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FHFF', 'HHFG']"
1,22,0,0.0,0.0,"['SHHF', 'FHHF', 'FFHH', 'HFFG']"
1,45,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FFFH', 'HHFG']"
1,20,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,52,0,1.0,0.9616943356035061,"['SFFF', 'FFHH', 'FFFH', 'FHFG']"
1,31,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,51,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FHHF', 'HHHG']"
1,73,0,1.0,0.8709180316048211,"['SFHF', 'FFHH', 'FFFH', 'FHFG']"
1,20,0,1.0,0.776950406379376,"['SFFF', 'HHHF', 'FHHF', 'HHFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,85,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HHFF', 'HHFG']"
1,83,0,1.0,0.9791880578299021,"['SFHH', 'HFFH', 'FFFF', 'FHHG']"
1,51,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,59,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,35,0,1.0,0.9193151828650342,"['SFHH', 'FFFF', 'FHHF', 'HHFG']"
1,12,0,1.0,0.7863441585589971,"['SFFH', 'HFHH', 'HFHF', 'HFFG']"
1,17,0,1.0,0.8078974551636565,"['SFHF', 'HFFH', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'HFFG']"
1,75,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFFF', 'FHHG']"
1,38,0,1.0,0.9304302024748964,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,49,0,1.0,0.9445131481500655,"['SFHF', 'HFHH', 'HFFF', 'FHHG']"
1,60,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHHG']"
1,17,0,1.0,0.8814479033836181,"['SFFF', 'FHFH', 'HFFF', 'FFFG']"
1,83,0,1.0,0.9473552137914398,"['SFFH', 'FHHF', 'FFFH', 'HFFG']"
1,47,0,1.0,0.9588092525966956,"['SHFF', 'FFHF', 'FFFH', 'HFFG']"
1,14,0,1.0,0.8078974551636565,"['SFFH', 'HHFF', 'HFHF', 'HFHG']"
1,58,0,1.0,0.8103284404851119,"['SFHH', 'FFFF', 'HFHF', 'FFHG']"
1,95,0,1.0,0.9821344612135428,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'FHFF', 'HHHG']"
1,83,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,75,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHFF', 'HFFG']"
1,82,0,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFF', 'HFFG']"
1,35,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHFF', 'FFHG']"
1,85,0,1.0,0.9704017769489168,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,100,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'HFFF', 'HHFG']"
1,26,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'HFFG']"
1,94,0,1.0,0.7816331707050701,"['SFFH', 'FFHH', 'HFFF', 'FHHG']"
1,44,0,1.0,0.93603800616986,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,100,0,1.0,0.9502058312852957,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,40,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'HHFF', 'HFHG']"
1,37,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HFFF', 'HFHG']"
1,23,0,0.0,0.0,"['SFFF', 'FFFF', 'FHHH', 'FFFG']"
1,48,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HHHG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHF', 'HHFG']"
1,3,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FHFF', 'HFFG']"
1,41,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,100,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,99,0,1.0,0.9616943356035061,"['SFFH', 'FFHF', 'FFFH', 'HFFG']"
1,80,0,1.0,0.9220814271464737,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,59,0,1.0,0.803057341509771,"['SHHH', 'FHHF', 'FFFF', 'HHFG']"
1,12,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'FFFF', 'HHFG']"
1,47,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHHG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,48,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,76,0,1.0,0.8974819010978248,"['SFFH', 'HFHF', 'HFHH', 'HFFG']"
1,88,0,1.0,0.9138075656044898,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,69,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HHFF', 'FHHG']"
1,66,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'FFHF', 'FHFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,62,0,1.0,0.9704017769489168,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,57,0,1.0,0.985089730404757,"['SFHF', 'FHHF', 'FFFF', 'HFFG']"
1,63,0,1.0,0.9276389118674717,"['SHHH', 'FFFH', 'HFFF', 'FFFG']"
1,66,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HFFF', 'FFFG']"
1,61,0,1.0,0.9193151828650342,"['SFHF', 'HFFF', 'FHHF', 'HHHG']"
1,60,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HFHF', 'FFHG']"
1,78,0,1.0,0.93603800616986,"['SFFH', 'FHFH', 'HFFH', 'HHFG']"
1,92,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,96,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'FHFH', 'HFFG']"
1,22,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHH', 'FFFG']"
1,26,0,1.0,0.9388545698794984,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,58,0,1.0,0.9559328248389055,"['SHHF', 'FFFH', 'FFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFH', 'FHFG']"
1,84,0,1.0,0.9704017769489168,"['SHHF', 'FFHF', 'FFFF', 'HHFG']"
1,29,0,1.0,0.93603800616986,"['SFFF', 'FHHF', 'HFHF', 'HHFG']"
1,46,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,11,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHF', 'FFFG']"
1,93,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,81,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,28,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'HHFF', 'FHFG']"
1,17,0,0.0,0.0,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,20,0,1.0,0.9193151828650342,"['SFFH', 'FHFH', 'FFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'FHFG']"
1,35,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FHFF', 'HFFG']"
1,82,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,10,0,1.0,0.9001824484431542,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,97,0,1.0,0.9388545698794984,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,27,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,72,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FFHG']"
1,31,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHHG']"
1,71,0,1.0,0.9674905716180701,"['SHFF', 'FHFF', 'FFFF', 'FFHG']"
1,48,0,1.0,0.8761671489944468,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,20,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'FFFF', 'FFFG']"
1,66,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'FHFF', 'HFFG']"
1,65,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FHHG']"
1,56,0,1.0,0.9791880578299021,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,91,0,1.0,0.9502058312852957,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'HHFG']"
1,35,0,1.0,0.8921050870283477,"['SFFH', 'HFFH', 'HFHH', 'FFFG']"
1,23,0,1.0,0.837556937769312,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,58,0,1.0,0.9248559951318693,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,83,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFF', 'FHHG']"
1,91,0,1.0,0.9110661429076764,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,30,0,1.0,0.93603800616986,"['SHFF', 'FFFH', 'FFFF', 'HFFG']"
1,93,0,1.0,0.9110661429076764,"['SFHF', 'HFHH', 'FFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HFHG']"
1,73,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFF', 'HHHG']"
1,60,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,92,0,1.0,0.9445131481500655,"['SHFH', 'FFFF', 'FFHF', 'HFHG']"
1,88,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,21,0,1.0,0.7722956964947572,"['SFFF', 'FHHH', 'FHFF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFH', 'HHFG']"
1,18,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'HFHF', 'HFFG']"
1,89,0,1.0,0.9559328248389055,"['SHFH', 'FFFF', 'FFHF', 'HHFG']"
1,75,0,1.0,0.9416796087056153,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,7,0,1.0,0.747188804859888,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFF', 'HFFG']"
1,90,0,1.0,0.9304302024748964,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'FHFG']"
1,76,0,1.0,0.9193151828650342,"['SFFH', 'FFHF', 'FFFF', 'HHHG']"
1,31,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,95,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,80,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'HHFG']"
1,42,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,17,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,66,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FFFF', 'HHHG']"
1,85,0,1.0,0.9559328248389055,"['SFFH', 'FFHF', 'FHFH', 'FFFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FFHG']"
1,48,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'HHFF', 'HHFG']"
1,41,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFHG']"
1,67,0,1.0,0.9645880999032158,"['SHFF', 'FFFH', 'HFFH', 'FFFG']"
1,50,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'FFFH', 'HFFG']"
1,84,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,61,0,1.0,0.9733217421754432,"['SHFF', 'FFHH', 'FFFH', 'HFFG']"
1,43,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,36,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,63,0,1.0,0.884100203995605,"['SFFF', 'HHFH', 'FHFH', 'FFFG']"
1,92,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,60,0,1.0,0.8683052775100066,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HFFG']"
1,14,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'FFHG']"
1,9,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FFFF', 'FFFG']"
1,62,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'HFFG']"
1,74,0,1.0,0.9165572373164391,"['SFFF', 'HFFF', 'FFHH', 'FFFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFF', 'FHHG']"
1,14,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHH', 'FFFG']"
1,84,0,1.0,0.8947894553945313,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,38,0,1.0,0.8894287717672626,"['SFHH', 'HFFF', 'FFHF', 'HFFG']"
1,16,0,1.0,0.9304302024748964,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,33,0,1.0,0.803057341509771,"['SFFF', 'FFFH', 'FFFF', 'HHHG']"
1,43,0,1.0,0.7699788094052729,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,80,0,1.0,0.9733217421754432,"['SHFH', 'FHHF', 'FFFF', 'HHFG']"
1,20,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,41,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'FFFF', 'FHHG']"
1,75,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFH', 'FHFG']"
1,2,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,77,0,1.0,0.9733217421754432,"['SHFF', 'FHHH', 'FHHF', 'FFFG']"
1,82,0,1.0,0.9193151828650342,"['SFHF', 'HFHH', 'FFFH', 'HHFG']"
1,45,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,56,0,1.0,0.9220814271464737,"['SFFH', 'HFHH', 'HFHH', 'FFFG']"
1,75,0,1.0,0.9193151828650342,"['SHFF', 'FFFH', 'HFFH', 'HHFG']"
1,21,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'HFFG']"
1,66,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HHFF', 'FFHG']"
1,79,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,89,0,1.0,0.90289112180858,"['SFFF', 'FHFH', 'FFHH', 'HFFG']"
1,20,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HHHG']"
1,69,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,17,0,0.0,0.0,"['SFFH', 'FHFF', 'FHHF', 'HFHG']"
1,15,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HHHG']"
1,32,0,1.0,0.9416796087056153,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,86,0,1.0,0.9248559951318693,"['SFHF', 'FHHH', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'HFHG']"
1,57,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,30,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'HHFF', 'FFHG']"
1,94,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
