Temperature,Simulations,Return,Discounted Return,Map
1,40,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,32,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,78,0,1.0,0.9530650263643888,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,23,0,1.0,0.8426049842298329,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFF', 'FFHG']"
1,39,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,80,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,95,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,27,0,1.0,0.860513950810667,"['SHFF', 'FFFF', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'HFFG']"
1,67,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'HHFG']"
1,55,0,1.0,0.9616943356035061,"['SFFF', 'FHHH', 'FFFH', 'FFFG']"
1,38,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,69,0,1.0,0.9193151828650342,"['SFFH', 'FFHH', 'FFHH', 'HFFG']"
1,66,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHH', 'HFFG']"
1,17,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,55,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,41,0,1.0,0.7494371162085136,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,34,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,25,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFFG']"
1,28,0,0.0,0.0,"['SFHF', 'FFHH', 'FHHH', 'FFFG']"
1,31,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FHFF', 'HHFG']"
1,91,0,1.0,0.9165572373164391,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,70,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FFHF', 'FFFG']"
1,54,0,1.0,0.9332298921513504,"['SFFH', 'HFHH', 'FFFH', 'FFFG']"
1,72,0,1.0,0.9559328248389055,"['SFFH', 'HFHF', 'FFHF', 'FFFG']"
1,64,0,1.0,0.9056079456455165,"['SFHF', 'HFHF', 'HFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFH', 'HFFG']"
1,45,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FFFF', 'HFFG']"
1,52,0,1.0,0.9193151828650342,"['SHFH', 'FFHH', 'FFFF', 'FFHG']"
1,58,0,1.0,0.798246224976786,"['SFHH', 'FFHF', 'FFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFH', 'HFFG']"
1,72,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HFHF', 'HHFG']"
1,42,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'HHFF', 'FFHG']"
1,38,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,25,0,1.0,0.9388545698794984,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,36,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'FHHG']"
1,58,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFH', 'FFFG']"
1,81,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FFFF', 'HFHG']"
1,13,0,1.0,0.8527925358961662,"['SFHF', 'HFFF', 'HHFF', 'FFFG']"
1,22,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'HFFF', 'FHFG']"
1,62,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'HFFF', 'FFFG']"
1,39,0,1.0,0.9304302024748964,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,83,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFF', 'HFFG']"
1,73,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,93,0,1.0,0.9674905716180701,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,51,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'FFFF', 'HFFG']"
1,18,0,0.0,0.0,"['SFHH', 'HFFH', 'FFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFF', 'HFHG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHHG']"
1,91,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,50,0,1.0,0.93603800616986,"['SFHF', 'FFHF', 'FFFF', 'FHHG']"
1,44,0,1.0,0.9248559951318693,"['SHFH', 'FHHF', 'FHFF', 'FFFG']"
1,80,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FHHG']"
1,98,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHHG']"
1,75,0,1.0,0.9616943356035061,"['SHHF', 'FHFF', 'FFFF', 'FHFG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FHHH', 'FFFG']"
1,53,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,88,0,1.0,0.9704017769489168,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,78,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,31,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,31,0,1.0,0.8709180316048211,"['SFFH', 'FFFH', 'FFHF', 'HFFG']"
1,78,0,1.0,0.9674905716180701,"['SFHF', 'HFFH', 'HFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,60,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FHFF', 'FHFG']"
1,3,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'FFFG']"
1,48,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,53,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HHFF', 'HFFG']"
1,78,0,1.0,0.747188804859888,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,50,0,1.0,0.9616943356035061,"['SFFH', 'FFHH', 'HFFF', 'FHFG']"
1,67,0,1.0,0.9704017769489168,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFHH', 'FFFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HFHG']"
1,91,0,1.0,0.9733217421754432,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,99,0,1.0,0.8553586117313603,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,52,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'HFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'FHHG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'FHFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HHFG']"
1,68,0,1.0,0.93603800616986,"['SFFF', 'FFHH', 'HFHF', 'FFFG']"
1,44,0,1.0,0.9220814271464737,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,39,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,61,0,1.0,0.7910835400474212,"['SHFF', 'FFHH', 'HFHF', 'HFFG']"
1,65,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFFH', 'FFFG']"
1,98,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFFF', 'HFFG']"
1,82,0,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,62,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFH', 'FFFG']"
1,43,0,1.0,0.8735386475474635,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,17,0,1.0,0.9001824484431542,"['SFFH', 'HHFF', 'HFFF', 'FHHG']"
1,9,0,1.0,0.8225935318117279,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,32,0,1.0,0.9165572373164391,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,58,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,53,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,16,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'HFHG']"
1,18,0,1.0,0.8502341582884777,"['SFFH', 'FFFF', 'FHFH', 'HHFG']"
1,79,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SHFH', 'FHHH', 'FFHH', 'HFFG']"
1,20,0,1.0,0.9588092525966956,"['SFHF', 'FFHF', 'HFFH', 'HFFG']"
1,64,0,1.0,0.8921050870283477,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,44,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,77,0,1.0,0.9733217421754432,"['SHHH', 'FHFH', 'FFFH', 'HFFG']"
1,75,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,82,0,1.0,0.9645880999032158,"['SHFF', 'FFHH', 'FFFF', 'FHFG']"
1,55,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HHHG']"
1,12,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,50,0,1.0,0.9165572373164391,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,49,0,1.0,0.9502058312852957,"['SHHH', 'FFHF', 'FFFF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'FHFG']"
1,43,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHF', 'FFFG']"
1,75,0,1.0,0.9165572373164391,"['SFHH', 'HFFF', 'HFHH', 'HFFG']"
1,71,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,54,0,1.0,0.9416796087056153,"['SFHH', 'FHHH', 'FHHF', 'FFFG']"
1,27,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FHHG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,69,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,14,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,56,0,1.0,0.9733217421754432,"['SFFH', 'HFHF', 'HFFF', 'HHFG']"
1,82,0,1.0,0.9388545698794984,"['SFFF', 'FHFH', 'HFFF', 'HHHG']"
1,45,0,1.0,0.9559328248389055,"['SHHH', 'FFHH', 'FFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,69,0,1.0,0.93603800616986,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,85,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,29,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,94,0,1.0,0.9704017769489168,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,48,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'HHFF', 'FHHG']"
1,20,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FHHG']"
1,4,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'FHFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFFF', 'FHHG']"
1,95,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'FFFF', 'HFHG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFH', 'FHFG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'HHHF', 'HFHG']"
1,78,0,1.0,0.9083329444789534,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,51,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,26,0,1.0,0.9248559951318693,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,16,0,1.0,0.776950406379376,"['SFFF', 'HHFF', 'FFFH', 'HFFG']"
1,10,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FFFF', 'FHFG']"
1,34,0,1.0,0.9193151828650342,"['SFHH', 'HFFF', 'FFHH', 'FFFG']"
1,94,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,77,0,1.0,0.9559328248389055,"['SFFH', 'FHFH', 'FFFF', 'HFHG']"
1,10,0,1.0,0.8553586117313603,"['SFHF', 'HFFF', 'FFHF', 'HHHG']"
1,20,0,1.0,0.9165572373164391,"['SHFF', 'FFFF', 'FFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SHFF', 'FHFF', 'FFHF', 'FFFG']"
1,42,0,1.0,0.9110661429076764,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,90,0,1.0,0.9138075656044898,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,97,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFH', 'FHFG']"
1,19,0,1.0,0.7910835400474212,"['SFHF', 'HFFH', 'FFFF', 'FFHG']"
1,53,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HHFG']"
1,67,0,1.0,0.985089730404757,"['SFFH', 'FHHH', 'FFFH', 'FFFG']"
1,98,0,1.0,0.8400771692771434,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,16,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHH', 'HFFG']"
1,78,0,1.0,0.767668872977057,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,55,0,1.0,0.9530650263643888,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,55,0,1.0,0.8225935318117279,"['SHHF', 'FFHF', 'FFHF', 'HFFG']"
1,80,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,53,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'FHFH', 'FFFG']"
1,52,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHFF', 'FFFG']"
1,94,0,1.0,0.9502058312852957,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,17,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'FHFG']"
1,21,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,32,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'FFFF', 'FFFG']"
1,45,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'HFFG']"
1,41,0,1.0,0.9220814271464737,"['SFFH', 'FFFH', 'FFHF', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,40,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FHHF', 'FHFG']"
1,100,0,1.0,0.9762504936564125,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,62,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,56,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHF', 'HFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHHG']"
1,32,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'HFHG']"
1,9,0,1.0,0.8709180316048211,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,54,0,1.0,0.9559328248389055,"['SHHH', 'FFHH', 'FFFF', 'HFFG']"
1,26,0,1.0,0.9445131481500655,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,40,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,87,0,1.0,0.8127667407072335,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,75,0,1.0,0.8476834558136123,"['SFHF', 'FHFH', 'FFFH', 'HHFG']"
1,93,0,1.0,0.8275513922024125,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFF', 'HFFG']"
1,63,0,1.0,0.9821344612135428,"['SHFF', 'FFHH', 'FFFH', 'FFFG']"
1,30,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,38,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'HFFF', 'FFFG']"
1,61,0,1.0,0.8867604854519608,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,33,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,64,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,48,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'HHFF', 'HFFG']"
1,36,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'HFFG']"
1,15,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,46,0,1.0,0.9276389118674717,"['SHFH', 'FFHH', 'FFFH', 'HHFG']"
1,18,0,1.0,0.7816331707050701,"['SHHF', 'FHHH', 'FFHF', 'FFFG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FFHG']"
1,14,0,1.0,0.8814479033836181,"['SHHF', 'FFFF', 'HHFF', 'FHHG']"
1,39,0,1.0,0.8974819010978248,"['SFFF', 'HFFH', 'HHFF', 'HFHG']"
1,58,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHHG']"
1,55,0,1.0,0.8078974551636565,"['SFHF', 'FHHF', 'FFHF', 'HFFG']"
1,86,0,1.0,0.9083329444789534,"['SFFH', 'HFHF', 'FFFF', 'HHHG']"
1,95,0,1.0,0.9791880578299021,"['SFFH', 'FHHH', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HHHG']"
1,69,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FFHF', 'HFFG']"
1,41,0,1.0,0.8657003616774767,"['SFHH', 'HFFF', 'FFHF', 'FFHG']"
1,9,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,38,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'HFFG']"
1,37,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHFG']"
1,86,0,1.0,0.9821344612135428,"['SFHF', 'HFHH', 'HFHF', 'HFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,81,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFF', 'FFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'FFHF', 'FFFG']"
1,97,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,100,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'HFFF', 'HFFG']"
1,48,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'HFFG']"
1,57,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,20,0,1.0,0.9193151828650342,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,61,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HHFF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFH', 'FHHF', 'FFFG']"
1,48,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,79,0,1.0,0.7699788094052729,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,72,0,1.0,0.7699788094052729,"['SHFH', 'FFFH', 'HFHF', 'FFFG']"
1,59,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'HHHG']"
1,95,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,77,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFHF', 'FHFG']"
1,43,0,1.0,0.9588092525966956,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,86,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,9,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,68,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHFF', 'FFHG']"
1,97,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFFF', 'HFFG']"
1,38,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'HFHG']"
1,78,0,1.0,0.9762504936564125,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,30,0,1.0,0.8894287717672626,"['SFFF', 'HHFH', 'HHFH', 'HFFG']"
1,42,0,1.0,0.9332298921513504,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,36,0,1.0,0.8476834558136123,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,32,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'FHFF', 'FHFG']"
1,96,0,1.0,0.9588092525966956,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,36,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FHHG']"
1,31,0,1.0,0.798246224976786,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,80,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,98,0,1.0,0.835044266956004,"['SFFH', 'FHHH', 'FFFF', 'HHHG']"
1,54,0,1.0,0.8814479033836181,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,50,0,1.0,0.9388545698794984,"['SFHH', 'FFFH', 'HFHH', 'FFFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,62,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFFH', 'HFFG']"
1,49,0,1.0,0.8894287717672626,"['SFFF', 'HFFH', 'FFFF', 'HFHG']"
1,67,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHF', 'HFHG']"
1,21,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FFHG']"
1,69,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HFHF', 'HHFG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFFF', 'FHFG']"
1,25,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFH', 'FHFG']"
1,55,0,1.0,0.9276389118674717,"['SFFH', 'HFFH', 'HHFF', 'HFFG']"
1,44,0,1.0,0.9001824484431542,"['SFFH', 'HFHH', 'FFHF', 'FFFG']"
1,36,0,1.0,0.9138075656044898,"['SFHF', 'HFHH', 'FFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,32,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FHHG']"
1,51,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,13,0,1.0,0.8426049842298329,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,18,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HFHF', 'HHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FFFG']"
1,55,0,1.0,0.9762504936564125,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,19,0,1.0,0.9332298921513504,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,71,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,44,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,61,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FHHG']"
1,13,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,49,0,1.0,0.8300415167526705,"['SFHF', 'FHFF', 'FHHH', 'FFFG']"
1,51,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'FHFF', 'FFFG']"
1,26,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HHFH', 'FHFG']"
1,59,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HFFG']"
1,19,0,1.0,0.8553586117313603,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,97,0,1.0,0.9473552137914398,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,34,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'FFHG']"
1,98,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,92,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'HFHF', 'FFHG']"
1,80,0,1.0,0.9530650263643888,"['SHHH', 'FFFF', 'FHHH', 'FFFG']"
1,98,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HHHG']"
1,59,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FHFF', 'HFFG']"
1,48,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'HHFF', 'HHFG']"
1,26,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HFHG']"
1,35,0,1.0,0.9220814271464737,"['SFFF', 'FFHH', 'FFHH', 'FFFG']"
