Temperature,Simulations,Return,Discounted Return,Map
1,67,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'HHFF', 'FHHG']"
1,91,0,1.0,0.9821344612135428,"['SHHH', 'FHHF', 'FFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,36,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HFFF', 'FHFG']"
1,25,0,1.0,0.798246224976786,"['SFFF', 'HFFH', 'FHFH', 'FHFG']"
1,39,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HFHG']"
1,89,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFHF', 'HHFG']"
1,41,0,1.0,0.837556937769312,"['SFHF', 'FHFH', 'FFHH', 'HFFG']"
1,83,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFF', 'FFFG']"
1,38,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFFF', 'HHFG']"
1,20,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'HHFF', 'FFFG']"
1,13,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HHFG']"
1,29,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,59,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHFF', 'FHFG']"
1,73,0,1.0,0.9530650263643888,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,81,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFFF', 'HFFG']"
1,83,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,99,0,1.0,0.9559328248389055,"['SFHH', 'FFHF', 'FFFF', 'FHFG']"
1,38,0,1.0,0.93603800616986,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,35,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHFH', 'FFFG']"
1,51,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FFFF', 'HHFG']"
1,78,0,1.0,0.9704017769489168,"['SHFH', 'FHHH', 'FFFF', 'HFFG']"
1,68,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,37,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,52,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,84,0,1.0,0.8814479033836181,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,29,0,1.0,0.8476834558136123,"['SFFH', 'FFFF', 'HHHF', 'HHFG']"
1,39,0,1.0,0.7584982177744161,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,33,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,26,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FFFG']"
1,10,0,1.0,0.985089730404757,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,31,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HHFG']"
1,26,0,1.0,0.8974819010978248,"['SFFH', 'HFFF', 'HFFH', 'FHFG']"
1,26,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HFHF', 'HFHG']"
1,35,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,26,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFF', 'HHHG']"
1,77,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'FFFH', 'HFFG']"
1,47,0,1.0,0.9674905716180701,"['SFHF', 'HFHF', 'HFHF', 'HFFG']"
1,74,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,19,0,1.0,0.90289112180858,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,64,0,1.0,0.9704017769489168,"['SFFF', 'FHHH', 'FHHF', 'FFFG']"
1,35,0,1.0,0.8974819010978248,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,73,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'HFFG']"
1,25,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,36,0,1.0,0.9388545698794984,"['SHHF', 'FHFH', 'FFHH', 'FFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'HHFG']"
1,72,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,36,0,1.0,0.9616943356035061,"['SHFH', 'FHHF', 'FFFF', 'FFFG']"
1,69,0,1.0,0.8426049842298329,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,40,0,1.0,0.9445131481500655,"['SFHH', 'HFFH', 'HFFF', 'HHFG']"
1,82,0,1.0,0.8735386475474635,"['SFHF', 'FHFH', 'FHHH', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFHG']"
1,70,0,1.0,0.8054737627981655,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,68,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FHFG']"
1,28,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,60,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'HFHF', 'HFFG']"
1,58,0,1.0,0.9559328248389055,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,64,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HHFF', 'FFHG']"
1,36,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,34,0,1.0,0.8631032605924442,"['SFFH', 'HFHH', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FFFF', 'HHFG']"
1,40,0,1.0,0.9220814271464737,"['SFHH', 'FHFH', 'FHHF', 'FFFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,28,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,93,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HHFF', 'HHHG']"
1,64,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,19,0,1.0,0.8735386475474635,"['SFFH', 'FHFF', 'HFFF', 'HFHG']"
1,20,0,1.0,0.9674905716180701,"['SHFH', 'FHFF', 'FFFF', 'FFFG']"
1,42,0,1.0,0.9388545698794984,"['SHHF', 'FFFH', 'HFFF', 'HHFG']"
1,52,0,1.0,0.9704017769489168,"['SHHF', 'FHFH', 'FHFF', 'FFFG']"
1,88,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,97,0,1.0,0.9704017769489168,"['SFFF', 'FHHH', 'FFFF', 'FFFG']"
1,49,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFFF', 'FFFG']"
1,44,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,12,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFF', 'HFFG']"
1,56,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HHFH', 'FFFG']"
1,36,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'HFFG']"
1,96,0,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'FHFF', 'HHFG']"
1,37,0,1.0,0.8974819010978248,"['SFHF', 'FHFH', 'FFFH', 'HFFG']"
1,49,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,76,0,1.0,0.8974819010978248,"['SFHH', 'FFFH', 'FFHF', 'HFFG']"
1,76,0,1.0,0.8631032605924442,"['SFFH', 'FFFH', 'FFHF', 'HFFG']"
1,45,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,73,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFHH', 'HFFG']"
1,20,0,1.0,0.8325391341551359,"['SFHH', 'HFFH', 'HHFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,32,0,1.0,0.9276389118674717,"['SFFF', 'FFFH', 'FHFF', 'FFHG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'FFFF', 'FHFG']"
1,77,0,1.0,0.9138075656044898,"['SFFH', 'HHFF', 'HFHF', 'FFFG']"
1,27,0,1.0,0.8683052775100066,"['SFFF', 'HHFH', 'HHFH', 'HHFG']"
1,77,0,1.0,0.7863441585589971,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,95,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'HFFF', 'FFHG']"
1,76,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,50,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,24,0,1.0,0.8735386475474635,"['SHHH', 'FFHF', 'FFFH', 'HFFG']"
1,77,0,1.0,0.9704017769489168,"['SFFH', 'HFHH', 'HFFH', 'HFFG']"
1,81,0,1.0,0.8683052775100066,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,24,0,1.0,0.8300415167526705,"['SFHH', 'FFHH', 'HFFH', 'HFFG']"
1,81,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHH', 'HFFG']"
1,40,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HFHG']"
1,72,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'FFFG']"
1,79,0,1.0,0.9704017769489168,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,95,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,98,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,56,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'FHFF', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'FFFG']"
1,13,0,1.0,0.9083329444789534,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,35,0,1.0,0.8006481694852418,"['SFFH', 'FFFH', 'FHFF', 'HHHG']"
1,24,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFFG']"
1,80,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FHHH', 'FFFG']"
1,33,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'FFFF', 'FHFG']"
1,35,0,1.0,0.9733217421754432,"['SFHH', 'FHHH', 'FHHF', 'FFFG']"
1,93,0,1.0,0.9616943356035061,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,65,0,1.0,0.93603800616986,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,15,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,56,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,62,0,1.0,0.9445131481500655,"['SHHF', 'FFFH', 'HFFF', 'HFHG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FFFG']"
1,72,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,42,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HHHF', 'HFFG']"
1,40,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HHFF', 'HFFG']"
1,16,0,1.0,0.9083329444789534,"['SFFH', 'HHFH', 'HFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHF', 'HFFG']"
1,38,0,1.0,0.8947894553945313,"['SFFF', 'FHFH', 'HFFF', 'HHFG']"
1,77,0,1.0,0.9704017769489168,"['SFHF', 'HFHF', 'HFFH', 'FFFG']"
1,35,0,1.0,0.9791880578299021,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,19,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHH', 'FFFG']"
1,28,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFH', 'FFFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FHHG']"
1,44,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,57,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,69,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,60,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FFHF', 'FHHG']"
1,5,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FFHG']"
1,90,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'HFFF', 'FFFG']"
1,42,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,50,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHHF', 'HFFG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,52,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,35,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,7,0,1.0,0.8921050870283477,"['SFHH', 'HFFF', 'FFFH', 'FFFG']"
1,62,0,1.0,0.9276389118674717,"['SFHH', 'HFHH', 'HFFF', 'HFFG']"
1,69,0,1.0,0.9704017769489168,"['SHFF', 'FFHF', 'HFFF', 'FFFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FHFG']"
1,56,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HHFG']"
1,78,0,1.0,0.9332298921513504,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,66,0,1.0,0.9416796087056153,"['SHFF', 'FFFH', 'HFHF', 'FFFG']"
1,10,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFHF', 'HHHG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,81,0,1.0,0.9110661429076764,"['SFHF', 'FFFF', 'HHHF', 'FFFG']"
1,24,0,1.0,0.9083329444789534,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,98,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,98,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'HFFH', 'FFFG']"
1,66,0,1.0,0.8400771692771434,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,74,0,1.0,0.9762504936564125,"['SHHH', 'FHFH', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,19,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FFHF', 'FFFG']"
1,96,0,1.0,0.93603800616986,"['SFFH', 'HHFF', 'FFFH', 'FFFG']"
1,41,0,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'FFFF', 'FFFG']"
1,17,0,1.0,0.8476834558136123,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,39,0,1.0,0.9220814271464737,"['SHHH', 'FHFH', 'FFFH', 'HFFG']"
1,65,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,12,0,1.0,0.8527925358961662,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,90,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHHF', 'FFHG']"
1,50,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'HHFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,67,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,91,0,1.0,0.9821344612135428,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,39,0,1.0,0.9473552137914398,"['SHHF', 'FFFH', 'HHFF', 'HHFG']"
1,53,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'HHFF', 'HHFG']"
1,82,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFH', 'HFFG']"
1,98,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HHFF', 'HFFG']"
1,34,0,1.0,0.884100203995605,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFH', 'HHFG']"
1,60,0,1.0,0.9165572373164391,"['SFFH', 'FFHH', 'FFFF', 'HHHG']"
1,28,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'FFFG']"
1,70,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HFFF', 'FHHG']"
1,52,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,17,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,76,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FHHH', 'FFFG']"
1,39,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FHHF', 'FFFG']"
1,61,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHFG']"
1,37,0,1.0,0.7792882711929549,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,40,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,9,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,70,0,1.0,0.9138075656044898,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,40,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,95,0,1.0,0.9616943356035061,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,34,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FHHF', 'FHFG']"
1,83,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,93,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,41,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,35,0,1.0,0.857932408958235,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,52,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,16,0,1.0,0.8127667407072335,"['SFFF', 'HFFF', 'FFFH', 'HHFG']"
1,100,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,99,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HHFG']"
1,78,0,1.0,0.8974819010978248,"['SHFF', 'FFFF', 'HFHF', 'FFFG']"
1,81,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFF', 'FHFG']"
1,84,0,1.0,0.9559328248389055,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFH', 'FHFG']"
1,98,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'FFHH', 'HFFG']"
1,97,0,1.0,0.9445131481500655,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHF', 'FFFG']"
1,12,0,1.0,0.9001824484431542,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,11,0,1.0,0.8867604854519608,"['SFFF', 'HFHF', 'HHFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,88,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,58,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHFG']"
1,50,0,1.0,0.8476834558136123,"['SFFH', 'HHFF', 'FHHF', 'FFHG']"
1,51,0,0.0,0.0,"['SFFF', 'FHHF', 'FHFH', 'FFFG']"
1,18,0,1.0,0.9001824484431542,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,43,0,1.0,0.9138075656044898,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,21,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,99,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,32,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FFHG']"
1,75,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,64,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'FFHF', 'HHFG']"
1,39,0,1.0,0.9388545698794984,"['SFFH', 'HFHH', 'HFFH', 'HFFG']"
1,76,0,1.0,0.9276389118674717,"['SHHH', 'FHFF', 'FFFH', 'FHFG']"
1,13,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,37,0,1.0,0.9388545698794984,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFH', 'HFFG']"
1,3,0,0.0,0.0,"['SFFF', 'FHFF', 'FFFH', 'FFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'FHFG']"
1,43,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'HFFH', 'FFFG']"
1,18,0,1.0,0.9083329444789534,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,13,0,0.0,0.0,"['SFHH', 'HFHH', 'HFHF', 'HFFG']"
1,24,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,54,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'HFFH', 'HHFG']"
1,30,0,1.0,0.9445131481500655,"['SHHH', 'FHFF', 'FFHH', 'FFFG']"
1,53,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,30,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHHG']"
1,37,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,99,0,1.0,0.9733217421754432,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,36,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFHG']"
1,6,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFF', 'FHFG']"
1,65,0,1.0,0.9165572373164391,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,40,0,1.0,0.93603800616986,"['SFFH', 'HFFH', 'HFFH', 'HHFG']"
1,43,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'FHHH', 'FFFG']"
1,76,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,29,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FFHG']"
1,19,0,0.0,0.0,"['SFFF', 'HFFF', 'HFHH', 'HFFG']"
1,64,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'FFFH', 'FHFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FFFG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,43,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FHFG']"
1,65,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'FFFG']"
1,18,0,1.0,0.8553586117313603,"['SFHF', 'FFFF', 'FFHF', 'HFFG']"
1,45,0,1.0,0.9502058312852957,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFF', 'FFHG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'HFHG']"
1,92,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FHHF', 'HFFG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,58,0,1.0,0.9165572373164391,"['SFHF', 'HFHH', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'HFFF', 'HFFG']"
1,11,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,85,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,32,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,35,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,35,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'FFFH', 'FFFG']"
1,63,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFFF', 'FFHG']"
1,50,0,1.0,0.9502058312852957,"['SFHF', 'FHHF', 'FFFH', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'FHHG']"
1,32,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,1,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,58,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'HHFF', 'HHHG']"
1,20,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HHFF', 'FHFG']"
1,92,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HHFF', 'HFHG']"
1,84,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,63,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HFHG']"
1,70,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FFHF', 'HHFG']"
1,93,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'HFFH', 'FFFG']"
1,99,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,71,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
