Temperature,Simulations,Return,Discounted Return,Map
1,67,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FFFH', 'HFFG']"
1,98,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,30,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'HHFG']"
1,64,0,1.0,0.8788035596734672,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,39,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,30,0,1.0,0.884100203995605,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,61,0,1.0,0.8631032605924442,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,75,0,1.0,0.9502058312852957,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,92,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,28,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFHF', 'HFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFHF', 'HFHG']"
1,100,0,1.0,0.8947894553945313,"['SHHF', 'FFFF', 'HFHF', 'HHHG']"
1,62,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'HFFG']"
1,73,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,42,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,36,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,73,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,51,0,1.0,0.9276389118674717,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,48,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FFFF', 'FFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FHFH', 'FHFH', 'FFFG']"
1,75,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FFFF', 'HFFG']"
1,21,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'FFFG']"
1,68,0,1.0,0.7427123967299725,"['SFFF', 'HFHF', 'FFHH', 'HFFG']"
1,75,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHFG']"
1,88,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,27,0,1.0,0.9791880578299021,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,65,0,1.0,0.9559328248389055,"['SFFF', 'FHHH', 'FHFF', 'FFFG']"
1,41,0,1.0,0.9704017769489168,"['SHHF', 'FFHH', 'HFFF', 'FFFG']"
1,51,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FFFF', 'FFHG']"
1,32,0,1.0,0.7792882711929549,"['SHHH', 'FHFH', 'FHFH', 'FFFG']"
1,67,0,1.0,0.8502341582884777,"['SFFH', 'HFHF', 'FFFF', 'HFHG']"
1,84,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,43,0,1.0,0.9110661429076764,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,31,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,59,0,1.0,0.93603800616986,"['SFFH', 'HFHH', 'HFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'HFFG']"
1,54,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HFHF', 'HHFG']"
1,60,0,1.0,0.9416796087056153,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,15,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,62,0,1.0,0.9416796087056153,"['SFHH', 'FHHH', 'FFHH', 'HFFG']"
1,61,0,0.0,0.0,"['SHFF', 'FFHH', 'FHFF', 'FFFG']"
1,63,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,47,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,74,0,1.0,0.9645880999032158,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,25,0,1.0,0.9332298921513504,"['SFFH', 'FHFF', 'FHFF', 'FHFG']"
1,26,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HHHG']"
1,49,0,1.0,0.8921050870283477,"['SHHF', 'FFFH', 'HHFF', 'FHFG']"
1,80,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFHG']"
1,63,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,96,0,1.0,0.93603800616986,"['SFHH', 'HFFH', 'HFFH', 'FHFG']"
1,26,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HFHF', 'HFHG']"
1,89,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,80,0,1.0,0.8631032605924442,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,45,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,78,0,1.0,0.9762504936564125,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,12,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFFF', 'HFFG']"
1,28,0,1.0,0.9388545698794984,"['SFFF', 'HFHF', 'HHFF', 'FHHG']"
1,34,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,38,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HHFF', 'FHHG']"
1,30,0,1.0,0.9388545698794984,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,54,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HHFG']"
1,46,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,43,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHFF', 'HHHG']"
1,54,0,1.0,0.9733217421754432,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,83,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,32,0,1.0,0.9674905716180701,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HFFF', 'HFFH', 'FFFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHFG']"
1,21,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFH', 'FHFG']"
1,43,0,1.0,0.9332298921513504,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,64,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'FFHF', 'FHFG']"
1,73,0,1.0,0.985089730404757,"['SHHH', 'FHFH', 'FHFF', 'FFFG']"
1,57,0,1.0,0.9276389118674717,"['SHFH', 'FFFH', 'HHFF', 'HHFG']"
1,75,0,1.0,0.8761671489944468,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,94,0,1.0,0.9821344612135428,"['SHFH', 'FHHF', 'FFFF', 'HHFG']"
1,35,0,1.0,0.7887102894272789,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,11,0,0.0,0.0,"['SHFF', 'FHHH', 'FHHF', 'FFFG']"
1,33,0,1.0,0.860513950810667,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,64,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,91,0,1.0,0.857932408958235,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,61,0,1.0,0.9248559951318693,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,49,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HFFF', 'HFHG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FHFG']"
1,83,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFHH', 'FFFG']"
1,22,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.8947894553945313,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,80,0,1.0,0.9220814271464737,"['SFFH', 'HFFF', 'FFHF', 'FFHG']"
1,26,0,1.0,0.93603800616986,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,41,0,1.0,0.8894287717672626,"['SFFH', 'HHFH', 'FHFH', 'FFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFHG']"
1,66,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HFHG']"
1,22,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFHG']"
1,88,0,1.0,0.9733217421754432,"['SHHF', 'FFFH', 'FFHF', 'FFFG']"
1,59,0,1.0,0.9332298921513504,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,27,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFH', 'FHFG']"
1,58,0,1.0,0.8683052775100066,"['SFFF', 'FHFH', 'HHFH', 'FFFG']"
1,27,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HFHF', 'FFFG']"
1,85,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFH', 'HFHF', 'FFFG']"
1,61,0,1.0,0.9559328248389055,"['SFHH', 'HFFH', 'FFFF', 'HHFG']"
1,69,0,1.0,0.9791880578299021,"['SFHH', 'FHFF', 'FHFH', 'FFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,29,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'HHFG']"
1,23,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,18,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FFHG']"
1,70,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFH', 'HHFG']"
1,11,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,64,0,1.0,0.8054737627981655,"['SHHF', 'FHHF', 'FFHF', 'HFFG']"
1,63,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFHF', 'HHHG']"
1,68,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,66,0,1.0,0.8761671489944468,"['SHHH', 'FHHF', 'FFFH', 'HHFG']"
1,63,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,98,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FHFF', 'HHFG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHFG']"
1,20,0,1.0,0.9276389118674717,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,30,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HHFG']"
1,69,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FHFF', 'FHFG']"
1,82,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HHFG']"
1,55,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHFF', 'FHHG']"
1,33,0,1.0,0.7816331707050701,"['SHFF', 'FHHH', 'FHFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,96,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFHF', 'FHFG']"
1,33,0,1.0,0.8709180316048211,"['SFFF', 'HFHH', 'FFFF', 'FHFG']"
1,23,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'FHHG']"
1,12,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9530650263643888,"['SFHH', 'HFHF', 'HFFF', 'FFFG']"
1,83,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'FHHF', 'HHHG']"
1,77,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,50,0,1.0,0.9276389118674717,"['SFFH', 'FHFH', 'FFFF', 'FFHG']"
1,66,0,1.0,0.7562227231210928,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,98,0,1.0,0.9645880999032158,"['SFHF', 'FFHH', 'HFFH', 'FFFG']"
1,62,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'HFFF', 'HHFG']"
1,27,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'HFFF', 'FFFG']"
1,80,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FHFF', 'FFFG']"
1,7,0,1.0,0.8476834558136123,"['SFFH', 'HFFH', 'HFFF', 'HHFG']"
1,75,0,1.0,0.8201257512162927,"['SFHF', 'FFHF', 'HFFH', 'HHFG']"
1,50,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,41,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHFF', 'HHFG']"
1,60,0,1.0,0.9762504936564125,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,42,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,7,0,0.0,0.0,"['SFHF', 'FHFF', 'FHHF', 'FFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,12,0,1.0,0.8735386475474635,"['SFHH', 'FFHH', 'FFFF', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'HFFG']"
1,60,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,59,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'FHFF', 'FFHG']"
1,35,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHHF', 'HHFG']"
1,58,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'HFFF', 'FFFG']"
1,11,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,37,0,1.0,0.9388545698794984,"['SFFH', 'HFHF', 'FFFF', 'HFFG']"
1,31,0,1.0,0.7699788094052729,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,29,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HHFF', 'HFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,39,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'FHFG']"
1,70,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,61,0,1.0,0.9762504936564125,"['SFHF', 'FHFH', 'FFFH', 'FFFG']"
1,45,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,54,0,0.0,0.0,"['SFFF', 'HFHF', 'FFHH', 'HFFG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFHF', 'FHHG']"
1,43,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HHFF', 'FHFG']"
1,98,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,75,0,1.0,0.9001824484431542,"['SHFF', 'FFFF', 'HFHF', 'HFHG']"
1,5,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'HFFG']"
1,21,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'HHFG']"
1,19,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,18,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,31,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,57,0,1.0,0.93603800616986,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,58,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FHHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFFF', 'HFHH', 'FFFG']"
1,80,0,1.0,0.8788035596734672,"['SFHH', 'HFFF', 'HHFH', 'HFFG']"
1,32,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHHG']"
1,64,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,73,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,43,0,1.0,0.9332298921513504,"['SHHH', 'FFFF', 'HFFH', 'HHFG']"
1,25,0,1.0,0.7427123967299725,"['SFFH', 'HHFF', 'FHFH', 'HFFG']"
1,62,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFFG']"
1,95,0,1.0,0.8201257512162927,"['SFFH', 'FFHF', 'HFFF', 'FFHG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'HHFH', 'HFFF', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FHFF', 'FFFG']"
1,89,0,1.0,0.884100203995605,"['SFFF', 'HFHH', 'FFFH', 'HHFG']"
1,31,0,1.0,0.9559328248389055,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,53,0,1.0,0.8275513922024125,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,42,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HFFG']"
1,49,0,1.0,0.9588092525966956,"['SHHH', 'FHHH', 'FHFF', 'FFFG']"
1,25,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHFF', 'FFFG']"
1,80,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'HHFG']"
1,58,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'FFFH', 'FHFG']"
1,48,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'FFFG']"
1,82,0,1.0,0.90289112180858,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,13,0,1.0,0.8152123778407558,"['SHHF', 'FHFF', 'FFFH', 'FFFG']"
1,53,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'FFHF', 'HHHG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,48,0,1.0,0.9502058312852957,"['SFFF', 'HHFH', 'HFFF', 'HFHG']"
1,62,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,74,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,94,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'FHFF', 'FHFG']"
1,88,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,97,0,1.0,0.90289112180858,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,51,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,91,0,1.0,0.9473552137914398,"['SFHH', 'FFHF', 'HFHH', 'HFFG']"
1,44,0,1.0,0.9248559951318693,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,82,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,13,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FHHG']"
1,29,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
1,56,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'HHFG']"
1,29,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HFHG']"
1,51,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFFH', 'FFFG']"
1,34,0,1.0,0.9530650263643888,"['SFFF', 'HFHH', 'FFFH', 'FFFG']"
1,95,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FHFH', 'FHFG']"
1,91,0,1.0,0.9165572373164391,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,66,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFFF', 'FHFG']"
1,83,0,1.0,0.9220814271464737,"['SFHF', 'FFFF', 'FFFH', 'HHFG']"
1,28,0,1.0,0.8814479033836181,"['SFFH', 'FFFF', 'FFHF', 'FFHG']"
1,12,0,0.0,0.0,"['SFHH', 'FHHF', 'FHHF', 'FFFG']"
1,41,0,1.0,0.9502058312852957,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,47,0,1.0,0.9616943356035061,"['SFHH', 'FFHF', 'FFFF', 'HHHG']"
1,71,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFHH', 'FFFG']"
1,21,0,1.0,0.8761671489944468,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,58,0,1.0,0.9110661429076764,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,22,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,45,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,42,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,97,0,1.0,0.9473552137914398,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,32,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,22,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'HFFH', 'HFFG']"
1,71,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'HFFH', 'HHFG']"
1,42,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFFF', 'HFHG']"
1,98,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,83,0,1.0,0.9733217421754432,"['SHFH', 'FHFF', 'FFHF', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHFF', 'FFHG']"
1,41,0,1.0,0.9388545698794984,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'FHFF', 'HHHG']"
1,76,0,1.0,0.9674905716180701,"['SFHH', 'HFHH', 'FFHF', 'FFFG']"
1,19,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FHFG']"
1,39,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,89,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'FHHF', 'FHHG']"
1,97,0,1.0,0.9616943356035061,"['SFHF', 'FHHH', 'FFFH', 'HFFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,25,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FHFF', 'HFFG']"
1,36,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'FHFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'FFFG']"
1,47,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,49,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFFF', 'HFHG']"
1,58,0,1.0,0.9530650263643888,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,63,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FHFF', 'FFFG']"
1,52,0,1.0,0.9388545698794984,"['SFFH', 'HFFF', 'FFHF', 'FHFG']"
1,26,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'FHFF', 'HHHG']"
1,89,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FHFH', 'HFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,15,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,79,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'HFFG']"
1,57,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HHFG']"
1,20,0,1.0,0.9138075656044898,"['SFFF', 'FHHF', 'FFHF', 'FHHG']"
1,74,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'FFHH', 'FFFG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FFFF', 'HHFG']"
1,34,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'FFHF', 'HHHG']"
1,82,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'HFFG']"
1,22,0,1.0,0.9220814271464737,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,96,0,1.0,0.9248559951318693,"['SFHH', 'HFFH', 'HHFH', 'HHFG']"
1,50,0,1.0,0.8921050870283477,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,6,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FFFG']"
1,28,0,1.0,0.90289112180858,"['SFFF', 'FFHH', 'HFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HHFF', 'HHHF', 'FHHG']"
1,90,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,23,0,1.0,0.9821344612135428,"['SHFF', 'FHFF', 'FFFF', 'HFFG']"
1,22,0,1.0,0.9193151828650342,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,16,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFH', 'HFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'FHFF', 'FFFG']"
1,64,0,1.0,0.9445131481500655,"['SFHH', 'FFFH', 'HFFH', 'HHFG']"
1,21,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFH', 'HFFG']"
1,59,0,1.0,0.9616943356035061,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,36,0,1.0,0.9110661429076764,"['SHHF', 'FFHF', 'FFHF', 'HFFG']"
