Temperature,Simulations,Return,Discounted Return,Map
1,61,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFHF', 'HHHG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'HHHG']"
1,21,0,0.0,0.0,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFFF', 'HHFG']"
1,28,0,1.0,0.8631032605924442,"['SFFH', 'HHFF', 'FHFH', 'HFFG']"
1,37,0,1.0,0.9388545698794984,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,28,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFHG']"
1,67,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHFF', 'HFFG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HHFG']"
1,71,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,50,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,60,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHHG']"
1,94,0,1.0,0.860513950810667,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,25,0,1.0,0.8300415167526705,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,9,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,39,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'HHFF', 'HFFG']"
1,39,0,1.0,0.7887102894272789,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,88,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,74,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,56,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,81,0,1.0,0.8152123778407558,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,3,0,1.0,0.8735386475474635,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,18,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'HFFF', 'FFFG']"
1,90,0,1.0,0.9791880578299021,"['SHFH', 'FHFF', 'FFFH', 'HFFG']"
1,41,0,1.0,0.857932408958235,"['SFHH', 'HFHF', 'HFFH', 'FFFG']"
1,97,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FHFF', 'FHHG']"
1,28,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,26,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,50,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHHF', 'HFHG']"
1,20,0,1.0,0.9056079456455165,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,74,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFH', 'FFFG']"
1,15,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'FFHG']"
1,21,0,0.0,0.0,"['SHFF', 'FFHH', 'FHFH', 'FFFG']"
1,86,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,42,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFH', 'FHFG']"
1,32,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FFFG']"
1,15,0,1.0,0.776950406379376,"['SFFH', 'HFFF', 'HFHF', 'FFHG']"
1,92,0,1.0,0.9762504936564125,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,57,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'HFFG']"
1,58,0,1.0,0.8788035596734672,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,73,0,1.0,0.93603800616986,"['SFHF', 'FFHF', 'FFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,76,0,1.0,0.7958514863018556,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,89,0,1.0,0.9530650263643888,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,56,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'FHFH', 'HFFG']"
1,59,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,52,0,1.0,0.9588092525966956,"['SHHF', 'FFFF', 'HFFF', 'FFFG']"
1,67,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'FHHF', 'FFFG']"
1,65,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,27,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,22,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFFG']"
1,57,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHHF', 'HFFG']"
1,65,0,1.0,0.9276389118674717,"['SFFH', 'HFFH', 'HFHF', 'FFFG']"
1,45,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFF', 'HFFG']"
1,79,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,82,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,24,0,1.0,0.8152123778407558,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,91,0,1.0,0.8867604854519608,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,41,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'HHFG']"
1,60,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,36,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HFFH', 'FFFG']"
1,73,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,20,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,56,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,90,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,29,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,44,0,1.0,0.9473552137914398,"['SFHH', 'HFHH', 'FFFH', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,96,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,87,0,1.0,0.9821344612135428,"['SFFH', 'HFHF', 'FFFH', 'FFFG']"
1,73,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,87,0,1.0,0.7630697687590515,"['SFFF', 'HFHF', 'HFFH', 'FHFG']"
1,23,0,1.0,0.9616943356035061,"['SHHF', 'FHHF', 'FFFF', 'FFFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHFG']"
1,97,0,1.0,0.9056079456455165,"['SFFF', 'HFHF', 'FFHH', 'HFFG']"
1,57,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFFF', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,44,0,1.0,0.8054737627981655,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,73,0,1.0,0.9674905716180701,"['SHHH', 'FHFF', 'FHFF', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,55,0,1.0,0.9276389118674717,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,17,0,1.0,0.7699788094052729,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'FFFG']"
1,77,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFH', 'FFFG']"
1,58,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,34,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HHFF', 'FFFG']"
1,82,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HFFF', 'HFHG']"
1,93,0,1.0,0.9704017769489168,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,22,0,1.0,0.8709180316048211,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,11,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHH', 'FFFG']"
1,24,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FFHF', 'FFFG']"
1,12,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,48,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'HFHG']"
1,71,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HHFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,82,0,1.0,0.8103284404851119,"['SFHH', 'FHHF', 'FFFH', 'HHFG']"
1,84,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,22,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,78,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFHF', 'FHHG']"
1,83,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,47,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFH', 'FHFG']"
1,43,0,1.0,0.9473552137914398,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,49,0,1.0,0.9704017769489168,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,84,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'FFFF', 'FHFG']"
1,44,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,21,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHHG']"
1,67,0,1.0,0.9616943356035061,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,59,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HFHF', 'FFFG']"
1,67,0,1.0,0.9056079456455165,"['SHFH', 'FFFF', 'FFHF', 'FFHG']"
1,1,0,0.0,0.0,"['SFFH', 'HFHH', 'FFHH', 'HFFG']"
1,31,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,66,0,1.0,0.7722956964947572,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,55,0,1.0,0.8974819010978248,"['SFFH', 'FHFF', 'FHHF', 'HFHG']"
1,28,0,1.0,0.9445131481500655,"['SFFF', 'HHFF', 'HFFH', 'FFFG']"
1,85,0,1.0,0.9674905716180701,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,39,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFFF', 'FHFG']"
1,55,0,0.0,0.0,"['SHFH', 'FHHH', 'FFHF', 'HFFG']"
1,78,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HFHH', 'HFFG']"
1,81,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,91,0,1.0,0.9001824484431542,"['SHFH', 'FHFF', 'FFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,34,0,1.0,0.8451404054461714,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,53,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HHHG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FHFG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHHF', 'HHHG']"
1,68,0,1.0,0.9733217421754432,"['SHHH', 'FHHF', 'FFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFH', 'HHFG']"
1,93,0,1.0,0.8152123778407558,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,58,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'FFFG']"
1,30,0,1.0,0.8894287717672626,"['SFHF', 'FFFF', 'FHHF', 'FHHG']"
1,12,0,1.0,0.8300415167526705,"['SHFH', 'FFFH', 'HHFH', 'HHFG']"
1,85,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHH', 'FFFG']"
1,77,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'FFFG']"
1,28,0,1.0,0.8788035596734672,"['SHFF', 'FFFF', 'FHHF', 'HHFG']"
1,72,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,80,0,1.0,0.9821344612135428,"['SFHF', 'FHFF', 'FHFH', 'FFFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHFF', 'HFHG']"
1,44,0,1.0,0.9165572373164391,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,57,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFH', 'FHFG']"
1,62,0,1.0,0.8631032605924442,"['SFHF', 'HFFH', 'FHFH', 'HFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'FFFG']"
1,65,0,1.0,0.8325391341551359,"['SFHH', 'HFFH', 'FFHF', 'HFFG']"
1,61,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FHHH', 'FFFG']"
1,9,0,1.0,0.9559328248389055,"['SFFH', 'FFHH', 'HFFF', 'FFFG']"
1,13,0,1.0,0.9445131481500655,"['SHHH', 'FFFH', 'FHHF', 'FFFG']"
1,71,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FFFF', 'FHFG']"
1,91,0,1.0,0.9165572373164391,"['SFFF', 'FHFF', 'FHFH', 'HFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HFFG']"
1,40,0,1.0,0.9588092525966956,"['SHHF', 'FFFH', 'HFFF', 'HHFG']"
1,40,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,72,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,30,0,1.0,0.9733217421754432,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,78,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FHFH', 'FFFG']"
1,21,0,0.0,0.0,"['SHFF', 'FHHF', 'FHHF', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHFF', 'FHFG']"
1,61,0,1.0,0.9473552137914398,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,69,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,91,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,46,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHHF', 'FHFF', 'FFFG']"
1,76,0,1.0,0.9473552137914398,"['SFHH', 'HFHH', 'HFHH', 'HFFG']"
1,55,0,1.0,0.9791880578299021,"['SHFF', 'FHFH', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'FFFG']"
1,61,0,1.0,0.9674905716180701,"['SFFF', 'HHFH', 'FFFF', 'FHFG']"
1,95,0,1.0,0.9083329444789534,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,77,0,1.0,0.7494371162085136,"['SFHH', 'FHFF', 'FFFH', 'HHFG']"
1,97,0,1.0,0.9502058312852957,"['SHFF', 'FFFH', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,49,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,57,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FFHG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,32,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,53,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,43,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HFFF', 'FFFG']"
1,9,0,1.0,0.837556937769312,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,81,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,17,0,1.0,0.8631032605924442,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,97,0,1.0,0.9304302024748964,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,84,0,1.0,0.8400771692771434,"['SHFH', 'FFFF', 'FHHF', 'HFFG']"
1,37,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'HHFH', 'FFFG']"
1,38,0,1.0,0.9502058312852957,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,60,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'HHFG']"
1,22,0,1.0,0.78398512608332,"['SFFH', 'FHFH', 'HHFH', 'HHFG']"
1,85,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FHFF', 'FFHG']"
1,53,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'HHFG']"
1,31,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHF', 'HFFG']"
1,17,0,0.0,0.0,"['SHFH', 'FHHH', 'FHFH', 'FFFG']"
1,55,0,0.0,0.0,"['SHFF', 'FHFF', 'FFHF', 'HFFG']"
1,93,0,1.0,0.9445131481500655,"['SFFH', 'FHHF', 'FFFF', 'FHFG']"
1,47,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,63,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HFHG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'FFFF', 'HFHG']"
1,67,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HFFH', 'HFFG']"
1,44,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFFF', 'FHHG']"
1,79,0,1.0,0.8867604854519608,"['SHHH', 'FFFF', 'FHHF', 'FHFG']"
1,52,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,69,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,63,0,1.0,0.8974819010978248,"['SFHF', 'HFFH', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9674905716180701,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,55,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FFHF', 'FFFG']"
1,73,0,1.0,0.9248559951318693,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,45,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,72,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HFFF', 'FFHG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHHF', 'HHFG']"
1,49,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,67,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FFFG']"
1,98,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,56,0,1.0,0.8894287717672626,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,74,0,1.0,0.8867604854519608,"['SFHF', 'FHFH', 'FFFF', 'HHHG']"
1,85,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,21,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,68,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HFFF', 'HHFG']"
1,39,0,1.0,0.8451404054461714,"['SFHH', 'FFHH', 'FFFH', 'HHFG']"
1,43,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HHFG']"
1,31,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,5,0,1.0,0.9193151828650342,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFF', 'FFHG']"
1,100,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'HHFG']"
1,5,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,25,0,0.0,0.0,"['SHHF', 'FHFH', 'FHHF', 'FFFG']"
1,84,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'HHFF', 'HHFG']"
1,68,0,1.0,0.9645880999032158,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,23,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,39,0,1.0,0.7746195551602378,"['SHFF', 'FHHF', 'FHHH', 'FFFG']"
1,17,0,0.0,0.0,"['SFHH', 'FFHF', 'FHFH', 'FFFG']"
1,36,0,1.0,0.8709180316048211,"['SFHF', 'FHHF', 'FFFF', 'HFFG']"
1,11,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'HHHG']"
1,77,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,90,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'FFHF', 'HHFG']"
1,64,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'FHFF', 'HHHG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,67,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'HFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FFFG']"
1,66,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HFHH', 'FFFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,60,0,1.0,0.9762504936564125,"['SHFH', 'FHFH', 'FFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHHG']"
1,91,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,79,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,69,0,1.0,0.9110661429076764,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,48,0,1.0,0.9821344612135428,"['SHHF', 'FFHF', 'FFHF', 'FFFG']"
1,9,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'FHFF', 'HHFG']"
1,52,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'FFFG']"
1,58,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FFHG']"
1,77,0,1.0,0.9083329444789534,"['SFHF', 'HFHH', 'FFHH', 'HFFG']"
1,90,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFHF', 'HFFG']"
1,94,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,30,0,1.0,0.9445131481500655,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,25,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'FFHG']"
1,37,0,1.0,0.9502058312852957,"['SFHH', 'FFHH', 'FFHH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'HFHG']"
1,54,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FHFF', 'HFFG']"
1,51,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'HFFF', 'HHFG']"
1,26,0,1.0,0.860513950810667,"['SFFF', 'FHHF', 'HFHF', 'FHHG']"
1,69,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,36,0,1.0,0.8788035596734672,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,76,0,1.0,0.9674905716180701,"['SHHH', 'FHHH', 'FFFF', 'FFHG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,55,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FHFF', 'FHFG']"
1,86,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,79,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HHFF', 'FFHG']"
1,45,0,1.0,0.9473552137914398,"['SFHF', 'HFFH', 'FFFF', 'FFHG']"
1,61,0,0.0,0.0,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,48,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'HHFF', 'HHHG']"
1,46,0,1.0,0.8867604854519608,"['SFFF', 'HFFH', 'HHFH', 'FHFG']"
1,100,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFFF', 'FHFG']"
1,80,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,93,0,1.0,0.9473552137914398,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,69,0,1.0,0.9762504936564125,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,51,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,32,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFF', 'HHHG']"
1,24,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
