Temperature,Simulations,Return,Discounted Return,Map
1,82,0,1.0,0.8921050870283477,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,63,0,1.0,0.9559328248389055,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,46,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,56,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,61,0,1.0,0.9704017769489168,"['SFFH', 'HFHH', 'HFFF', 'FHFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'HFFG']"
1,69,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,22,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHF', 'HFFG']"
1,100,0,1.0,0.9193151828650342,"['SHHH', 'FFFH', 'HHFF', 'FFFG']"
1,69,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'HFHF', 'FFFG']"
1,79,0,1.0,0.9332298921513504,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,20,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,38,0,1.0,0.9332298921513504,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HHHG']"
1,77,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'FFFH', 'FHFG']"
1,50,0,1.0,0.9616943356035061,"['SHFF', 'FHFH', 'FHHF', 'FFFG']"
1,63,0,1.0,0.8657003616774767,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,49,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,44,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HHFF', 'FHHG']"
1,26,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'HHHF', 'HFHG']"
1,75,0,1.0,0.9473552137914398,"['SFHF', 'HFHH', 'FFHF', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,58,0,1.0,0.9791880578299021,"['SHFF', 'FHFF', 'FFFF', 'FFFG']"
1,50,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'HHHG']"
1,94,0,1.0,0.9502058312852957,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,78,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,15,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'FFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHFG']"
1,91,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,52,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFF', 'FHHG']"
1,58,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFHF', 'HFHG']"
1,94,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HFFF', 'HFHG']"
1,11,0,1.0,0.93603800616986,"['SFFH', 'FFFF', 'FHHF', 'FFFG']"
1,20,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,82,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,78,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HFHF', 'FHHG']"
1,3,0,1.0,0.8553586117313603,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,93,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,53,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,83,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'FHFF', 'FHHG']"
1,67,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,40,0,1.0,0.9502058312852957,"['SHHF', 'FHHH', 'FFFF', 'FFFG']"
1,39,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,50,0,1.0,0.9416796087056153,"['SHHH', 'FHHH', 'FHFH', 'FFFG']"
1,48,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FFHF', 'FFFG']"
1,88,0,1.0,0.9588092525966956,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,73,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,80,0,1.0,0.9821344612135428,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,24,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHH', 'HFFG']"
1,11,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHHF', 'HFFG']"
1,24,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,12,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'FHHF', 'FFFG']"
1,89,0,1.0,0.9733217421754432,"['SHFF', 'FHFH', 'FFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFHH', 'FHHF', 'FFFG']"
1,42,0,1.0,0.747188804859888,"['SHHH', 'FHHH', 'FFFH', 'HFFG']"
1,88,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FFFF', 'FFFG']"
1,88,0,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,16,0,0.0,0.0,"['SFHH', 'FHFH', 'FHHH', 'FFFG']"
1,46,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,29,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,65,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'HFFG']"
1,30,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'HFFG']"
1,26,0,1.0,0.7910835400474212,"['SFFF', 'HHFF', 'FHFH', 'HHFG']"
1,30,0,0.0,0.0,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,34,0,1.0,0.9674905716180701,"['SHFH', 'FHHF', 'FFFH', 'FFFG']"
1,48,0,1.0,0.9110661429076764,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,45,0,1.0,0.9821344612135428,"['SHHH', 'FFHH', 'FFFF', 'FFHG']"
1,21,0,1.0,0.9559328248389055,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,51,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'HHFG']"
1,13,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'FHHG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,61,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'HFFF', 'FHFG']"
1,30,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HHFG']"
1,38,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HFFF', 'FFHG']"
1,58,0,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,98,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,26,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'FHFG']"
1,32,0,1.0,0.9332298921513504,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,27,0,1.0,0.8502341582884777,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,23,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'FHFG']"
1,94,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFF', 'FHFG']"
1,54,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HHHG']"
1,82,0,1.0,0.9821344612135428,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFFF', 'HHFG']"
1,44,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'HFFG']"
1,99,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'HHFF', 'HFFG']"
1,81,0,1.0,0.9559328248389055,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,68,0,1.0,0.9416796087056153,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,9,0,1.0,0.8176653739626438,"['SFFF', 'HFHF', 'FHFF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HFHG']"
1,90,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,78,0,1.0,0.985089730404757,"['SFHH', 'FHHH', 'FHFH', 'FFFG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,35,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHFF', 'HFHG']"
1,30,0,1.0,0.8426049842298329,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,61,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,55,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'FHHF', 'FFHG']"
1,77,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SHHF', 'FHFF', 'FFFF', 'HHFG']"
1,61,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FHFG']"
1,98,0,1.0,0.9530650263643888,"['SFHF', 'FHHF', 'FFFF', 'HHFG']"
1,20,0,1.0,0.8974819010978248,"['SFFF', 'FFHF', 'HFFH', 'FFFG']"
1,35,0,1.0,0.7887102894272789,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,49,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HFHG']"
1,22,0,1.0,0.798246224976786,"['SFFH', 'HFFH', 'FHFH', 'FHFG']"
1,69,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,84,0,1.0,0.9762504936564125,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,48,0,1.0,0.8921050870283477,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,18,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'FHHG']"
1,35,0,1.0,0.798246224976786,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,22,0,1.0,0.8176653739626438,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,73,0,1.0,0.8502341582884777,"['SFHF', 'FFFF', 'FHHF', 'HHFG']"
1,14,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FFHG']"
1,71,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FFHF', 'FHFG']"
1,90,0,1.0,0.9588092525966956,"['SHHF', 'FFHH', 'FFFF', 'FHHG']"
1,31,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,54,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,44,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HFFF', 'HFFG']"
1,77,0,1.0,0.9138075656044898,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,45,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,95,0,1.0,0.9704017769489168,"['SHHH', 'FFHF', 'HFFF', 'HFFG']"
1,48,0,1.0,0.9304302024748964,"['SFFF', 'FFFH', 'HHFH', 'HFFG']"
1,77,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,76,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HHFG']"
1,56,0,1.0,0.8127667407072335,"['SHFH', 'FFFF', 'HFHH', 'HFFG']"
1,73,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFH', 'HFFG']"
1,11,0,0.0,0.0,"['SFFH', 'FFHF', 'FHHF', 'FFFG']"
1,50,0,1.0,0.9530650263643888,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHFG']"
1,26,0,1.0,0.8078974551636565,"['SHHF', 'FFHF', 'FHFF', 'FFFG']"
1,54,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FHFF', 'FFFG']"
1,16,0,1.0,0.8788035596734672,"['SFFH', 'HHFF', 'HFFF', 'FFHG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
1,16,0,1.0,0.8426049842298329,"['SFHF', 'FFFF', 'HFHF', 'HFHG']"
1,68,0,1.0,0.9445131481500655,"['SFFH', 'HFFH', 'HHFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,78,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,15,0,1.0,0.8788035596734672,"['SHFF', 'FFFF', 'HHFF', 'FFFG']"
1,21,0,1.0,0.8400771692771434,"['SFHF', 'HFFH', 'FFFF', 'FHFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HHFG']"
1,91,0,1.0,0.9559328248389055,"['SFFH', 'FFHF', 'FFHF', 'FFFG']"
1,69,0,1.0,0.8974819010978248,"['SFFH', 'HFHH', 'HFFF', 'FFHG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,72,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'HHFF', 'HFFG']"
1,27,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'HHFF', 'HHFG']"
1,89,0,0.0,0.0,"['SHHH', 'FHHH', 'FFHH', 'HFFG']"
1,85,0,1.0,0.8867604854519608,"['SFHF', 'FFFH', 'HHFF', 'HFHG']"
1,61,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,71,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFF', 'HFHG']"
1,90,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,57,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,31,0,1.0,0.9388545698794984,"['SFHF', 'HFFH', 'HFFF', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HHHF', 'HHHG']"
1,76,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,67,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,39,0,1.0,0.9821344612135428,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,74,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,34,0,1.0,0.8921050870283477,"['SFFF', 'HFFF', 'HFFH', 'HHFG']"
1,69,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FHFF', 'FHHG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFH', 'HFFG']"
1,46,0,1.0,0.9674905716180701,"['SHHF', 'FHHF', 'FFFH', 'FFFG']"
1,90,0,1.0,0.9616943356035061,"['SFHF', 'FFHH', 'HFFF', 'HFFG']"
1,21,0,0.0,0.0,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,59,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,57,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'HFFH', 'FFFG']"
1,46,0,1.0,0.8325391341551359,"['SFFH', 'HFFH', 'FHFH', 'HHFG']"
1,27,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'HFFF', 'HHFG']"
1,57,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,100,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'HHFF', 'HFFG']"
1,65,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'FFFH', 'HFFG']"
1,53,0,1.0,0.9733217421754432,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,31,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,29,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,56,0,1.0,0.9083329444789534,"['SFFF', 'FHFF', 'HFFH', 'HHFG']"
1,71,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'HFHH', 'FFFG']"
1,33,0,1.0,0.9502058312852957,"['SFFF', 'FHFF', 'HHFH', 'HFFG']"
1,57,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'FFFG']"
1,28,0,1.0,0.8631032605924442,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,57,0,1.0,0.8867604854519608,"['SFFH', 'HFHH', 'HFHH', 'FFFG']"
1,47,0,1.0,0.7910835400474212,"['SHFH', 'FFFH', 'HFHF', 'FFFG']"
1,29,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,14,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,45,0,1.0,0.9704017769489168,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,73,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,54,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,95,0,1.0,0.9645880999032158,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,65,0,1.0,0.9001824484431542,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,71,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'FFFH', 'FHFG']"
1,82,0,1.0,0.9473552137914398,"['SFHF', 'HFHH', 'HFFF', 'FFFG']"
1,39,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,68,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,52,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,30,0,1.0,0.9674905716180701,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,74,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FHHG']"
1,97,0,1.0,0.9445131481500655,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,15,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'HHHG']"
1,60,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,49,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHFF', 'FHHG']"
1,71,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,89,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FFFF', 'HHFG']"
1,83,0,1.0,0.884100203995605,"['SFHH', 'FFFF', 'FHFH', 'HFFG']"
1,34,0,1.0,0.8788035596734672,"['SFHH', 'HFFH', 'HFHH', 'HFFG']"
1,63,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,21,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'FHFF', 'FFFG']"
1,50,0,1.0,0.9502058312852957,"['SHFH', 'FFFH', 'FHHH', 'FFFG']"
1,8,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FFFH', 'FFFG']"
1,28,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,9,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'FFHG']"
1,63,0,1.0,0.9110661429076764,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,49,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'FFFH', 'FHHH', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FHFF', 'FHFH', 'FFFG']"
1,40,0,1.0,0.9138075656044898,"['SHHF', 'FFFF', 'HHFF', 'FFHG']"
1,5,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFH', 'HHFG']"
1,56,0,1.0,0.9304302024748964,"['SFFH', 'FHHF', 'FFFF', 'HHFG']"
1,57,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'HFHG']"
1,44,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,79,0,1.0,0.9110661429076764,"['SHHF', 'FHHH', 'FHHH', 'FFFG']"
1,42,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,46,0,1.0,0.9762504936564125,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'HHHG']"
1,87,0,1.0,0.9445131481500655,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,82,0,1.0,0.8709180316048211,"['SHFH', 'FFHF', 'HFHH', 'HFFG']"
1,32,0,1.0,0.884100203995605,"['SFFF', 'FHHF', 'FHFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,52,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HFFF', 'FFFG']"
1,43,0,1.0,0.93603800616986,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
1,76,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,12,0,1.0,0.9674905716180701,"['SFFH', 'FFHH', 'HFFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HFFG']"
1,47,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,55,0,1.0,0.9588092525966956,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,59,0,1.0,0.9304302024748964,"['SFFF', 'HFHF', 'HHFF', 'FFHG']"
1,3,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'HFFG']"
1,16,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'FHFG']"
1,93,0,1.0,0.9704017769489168,"['SFFH', 'HFHH', 'FFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,96,0,1.0,0.9388545698794984,"['SFHH', 'FFFF', 'FFHF', 'FFHG']"
1,89,0,1.0,0.9559328248389055,"['SFHH', 'FHHF', 'FFFF', 'FFHG']"
1,66,0,1.0,0.9304302024748964,"['SFHF', 'HFHH', 'HFFH', 'FHFG']"
1,76,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'FHFF', 'FHFG']"
1,82,0,1.0,0.9588092525966956,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,72,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHHG']"
1,14,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFFH', 'FFFG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,12,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'FHHF', 'HFFG']"
1,3,0,1.0,0.9248559951318693,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,14,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,54,0,1.0,0.7630697687590515,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,61,0,1.0,0.9674905716180701,"['SHFH', 'FHFF', 'FFFF', 'HFFG']"
1,84,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,62,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,50,0,1.0,0.8867604854519608,"['SHHF', 'FFFF', 'HFHF', 'FFFG']"
1,96,0,1.0,0.9588092525966956,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,44,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'HFFG']"
1,38,0,1.0,0.8735386475474635,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,66,0,1.0,0.9559328248389055,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFH', 'FFFG']"
1,98,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,31,0,1.0,0.8426049842298329,"['SFFH', 'FFFF', 'FHFH', 'FFFG']"
1,90,0,1.0,0.9083329444789534,"['SHFH', 'FFFF', 'HFHF', 'HFFG']"
1,37,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HHHG']"
1,76,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,94,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FFHF', 'HFFG']"
1,89,0,1.0,0.9220814271464737,"['SFHF', 'FFFF', 'FHHF', 'FFFG']"
1,56,0,1.0,0.7910835400474212,"['SFHH', 'HFHH', 'FFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HFHG']"
1,32,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FHFF', 'FFFG']"
1,47,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'FFFG']"
1,44,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'HHHG']"
1,75,0,1.0,0.9616943356035061,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,22,0,1.0,0.9276389118674717,"['SFFF', 'HFFF', 'HHFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
