Temperature,Simulations,Return,Discounted Return,Map
1,7,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,25,0,1.0,0.8078974551636565,"['SFHH', 'HFFH', 'HHFH', 'HFFG']"
1,46,0,1.0,0.8400771692771434,"['SFFF', 'HFFH', 'HFHF', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FHHG']"
1,45,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHFG']"
1,55,0,0.0,0.0,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,70,0,1.0,0.9193151828650342,"['SFHF', 'HFFH', 'FHFF', 'HFHG']"
1,87,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'FHFF', 'HHHG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'HHHG']"
1,65,0,1.0,0.9588092525966956,"['SFFH', 'FHHH', 'FFFH', 'FFFG']"
1,70,0,1.0,0.9733217421754432,"['SFFH', 'HFHH', 'HFHH', 'HFFG']"
1,15,0,1.0,0.860513950810667,"['SFFF', 'HFHF', 'HHFF', 'FFHG']"
1,4,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'HHHG']"
1,13,0,1.0,0.7910835400474212,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,7,0,1.0,0.884100203995605,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,91,0,1.0,0.9762504936564125,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,23,0,1.0,0.9645880999032158,"['SFFH', 'HFHH', 'HFFF', 'HFFG']"
1,90,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,81,0,1.0,0.9559328248389055,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,4,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFH', 'HHFG']"
1,93,0,1.0,0.9762504936564125,"['SHFH', 'FHHF', 'FFFF', 'FHFG']"
1,59,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,59,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,58,0,1.0,0.9704017769489168,"['SHFH', 'FFHH', 'FFFF', 'FFFG']"
1,28,0,1.0,0.7699788094052729,"['SFFF', 'FFFH', 'HHFF', 'HHHG']"
1,4,0,1.0,0.9001824484431542,"['SFFF', 'HFFF', 'FHFF', 'FHHG']"
1,50,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFFF', 'HHHG']"
1,90,0,1.0,0.9165572373164391,"['SHFH', 'FHFH', 'FFFF', 'FHFG']"
1,76,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'FHHG']"
1,9,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHH', 'FFFG']"
1,82,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FHHG']"
1,15,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FFFG']"
1,72,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'HHFF', 'FHFG']"
1,79,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,71,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HHFF', 'FHHG']"
1,26,0,1.0,0.9502058312852957,"['SFHH', 'FFFF', 'FHFF', 'FFFG']"
1,39,0,1.0,0.9220814271464737,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,34,0,1.0,0.8867604854519608,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,21,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,14,0,1.0,0.9220814271464737,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,54,0,1.0,0.9248559951318693,"['SHFH', 'FHHH', 'FFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,86,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,28,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,82,0,1.0,0.985089730404757,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,100,0,1.0,0.8683052775100066,"['SFFF', 'HFHF', 'FFHH', 'HFFG']"
1,39,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'FHFG']"
1,52,0,1.0,0.7449472384453084,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
1,83,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FFFF', 'HHFG']"
1,43,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,65,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'HFFF', 'FHHG']"
1,47,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,53,0,1.0,0.9220814271464737,"['SFFF', 'FFFH', 'FHFF', 'FFHG']"
1,46,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,29,0,1.0,0.776950406379376,"['SFFH', 'HFFH', 'HHFH', 'HHFG']"
1,58,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,51,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFHF', 'HFHG']"
1,6,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFH', 'HHFG']"
1,67,0,1.0,0.9220814271464737,"['SHFH', 'FHHH', 'FFHH', 'HFFG']"
1,98,0,1.0,0.8947894553945313,"['SFHH', 'HFFH', 'HHFF', 'HHHG']"
1,34,0,1.0,0.9588092525966956,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,45,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFF', 'HHFG']"
1,45,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FFHH', 'FFFG']"
1,77,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'FHFG']"
1,22,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,40,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'FHHG']"
1,34,0,1.0,0.9248559951318693,"['SFFF', 'FHHH', 'FHHF', 'FFFG']"
1,87,0,1.0,0.9733217421754432,"['SHFF', 'FHHF', 'FFHH', 'FFFG']"
1,78,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,52,0,1.0,0.8476834558136123,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFFG']"
1,55,0,1.0,0.9733217421754432,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,20,0,1.0,0.8657003616774767,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,50,0,1.0,0.8683052775100066,"['SFFH', 'HFHF', 'HFHH', 'FFFG']"
1,65,0,1.0,0.9138075656044898,"['SHFF', 'FFFH', 'HFHH', 'FFFG']"
1,9,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,1,0,1.0,0.9193151828650342,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,69,0,1.0,0.9473552137914398,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SFHF', 'FFHF', 'FHHH', 'FFFG']"
1,87,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,37,0,1.0,0.8683052775100066,"['SFFF', 'HFFH', 'FFFF', 'HFHG']"
1,44,0,1.0,0.9733217421754432,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFF', 'HFFG']"
1,85,0,1.0,0.9588092525966956,"['SFFF', 'FHHH', 'FHFF', 'FFFG']"
1,37,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HFFH', 'HFFG']"
1,47,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FHFF', 'HHFG']"
1,22,0,1.0,0.78398512608332,"['SFFH', 'FHFH', 'FHFF', 'HHHG']"
1,61,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,46,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,77,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,2,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FFFG']"
1,52,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,17,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,11,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,16,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFHH', 'FFFG']"
1,64,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFF', 'FFHG']"
1,38,0,1.0,0.9473552137914398,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,76,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,43,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FHFG']"
1,77,0,1.0,0.9704017769489168,"['SFHH', 'FHFF', 'FFFH', 'HFFG']"
1,18,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HFHF', 'HHFG']"
1,23,0,1.0,0.9704017769489168,"['SFHF', 'HFFH', 'FFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,5,0,1.0,0.9416796087056153,"['SFFF', 'HFFF', 'FFFF', 'FFFG']"
1,31,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,99,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'FHFF', 'HFHG']"
1,27,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFH', 'FHFG']"
1,27,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'HFFG']"
1,91,0,1.0,0.8325391341551359,"['SHFF', 'FHHH', 'FFFF', 'HHFG']"
1,80,0,1.0,0.8974819010978248,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,40,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFFF', 'FFFG']"
1,52,0,1.0,0.9416796087056153,"['SFFF', 'HHHF', 'FHHF', 'HFHG']"
1,70,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'HHFF', 'FFFG']"
1,77,0,1.0,0.9704017769489168,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,13,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,22,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,40,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'HFHH', 'FFFG']"
1,37,0,1.0,0.8275513922024125,"['SFHH', 'HFHH', 'HFFH', 'FFFG']"
1,71,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFHF', 'FHHG']"
1,57,0,1.0,0.9445131481500655,"['SFFF', 'HHHF', 'HHHF', 'FHHG']"
1,39,0,1.0,0.9083329444789534,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
1,52,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,48,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFHH', 'FFFG']"
1,15,0,1.0,0.9530650263643888,"['SHFH', 'FFHF', 'FFFH', 'FFFG']"
1,63,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,46,0,1.0,0.9416796087056153,"['SFHF', 'HFFF', 'HHFF', 'FHHG']"
1,66,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HHFG']"
1,40,0,1.0,0.8152123778407558,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,63,0,1.0,0.9083329444789534,"['SHFH', 'FFHH', 'FFFH', 'HHFG']"
1,58,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,54,0,1.0,0.985089730404757,"['SFFH', 'FHHF', 'FFFF', 'HHFG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,93,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,58,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FFFF', 'HHHG']"
1,39,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,49,0,1.0,0.857932408958235,"['SFHF', 'FFFF', 'HHHF', 'HHFG']"
1,92,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'FFFG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FHHG']"
1,85,0,1.0,0.9248559951318693,"['SHFH', 'FHFF', 'FFFH', 'HHFG']"
1,92,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HHFF', 'HFHG']"
1,15,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,9,0,1.0,0.884100203995605,"['SFFF', 'FFFH', 'HHFH', 'FFFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFF', 'FFHG']"
1,100,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,91,0,1.0,0.7746195551602378,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,16,0,1.0,0.9276389118674717,"['SFHF', 'FFFH', 'FHFH', 'FFFG']"
1,42,0,1.0,0.9110661429076764,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HHFG']"
1,31,0,1.0,0.7699788094052729,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'FHHG']"
1,36,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,30,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HFFF', 'FFFG']"
1,27,0,1.0,0.8974819010978248,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'HFFF', 'FHFG']"
1,70,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'HFFG']"
1,21,0,1.0,0.9165572373164391,"['SFFF', 'HHHF', 'FFFF', 'HFFG']"
1,73,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFFF', 'FHHG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHH', 'FFFG']"
1,41,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'FHHF', 'FHFG']"
1,98,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'HFFH', 'HFFG']"
1,56,0,1.0,0.7607805594527743,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,24,0,1.0,0.9416796087056153,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FFHG']"
1,84,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FFHF', 'FFHG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FFFG']"
1,57,0,1.0,0.8631032605924442,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,95,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,34,0,1.0,0.9138075656044898,"['SFFF', 'FFFH', 'FHHF', 'FFFG']"
1,21,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'HFHG']"
1,27,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,87,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FFFH', 'HFFG']"
1,88,0,1.0,0.9645880999032158,"['SHHF', 'FHHH', 'FHHH', 'FFFG']"
1,83,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFF', 'HFFG']"
1,65,0,1.0,0.9616943356035061,"['SFHF', 'FHHF', 'FFHF', 'HFFG']"
1,81,0,1.0,0.9704017769489168,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFFH', 'FHFH', 'FHHF', 'FFFG']"
1,37,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
1,42,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,77,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFH', 'FFHF', 'FFFG']"
1,44,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FHFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HHHF', 'FHHF', 'FHHG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HFFF', 'HFFG']"
1,34,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFHF', 'FHHG']"
1,82,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,21,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'FHHG']"
1,73,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'HFFF', 'FHFG']"
1,17,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,88,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'HHHF', 'FHFG']"
1,13,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HHHG']"
1,48,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'FFFF', 'HHFG']"
1,54,0,1.0,0.985089730404757,"['SHHH', 'FHFH', 'FFFF', 'FFFG']"
1,46,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'HFHF', 'HFHG']"
1,26,0,1.0,0.9193151828650342,"['SFFF', 'HHFF', 'FHFH', 'FFFG']"
1,82,0,1.0,0.8894287717672626,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,26,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFH', 'HHFG']"
1,58,0,1.0,0.9530650263643888,"['SFHH', 'FFHF', 'HFFH', 'HHFG']"
1,3,0,1.0,0.9248559951318693,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,18,0,1.0,0.7958514863018556,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,82,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HFFH', 'HHFG']"
1,51,0,1.0,0.9165572373164391,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,97,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFH', 'HHFG']"
1,41,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,41,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,53,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'HHFH', 'HFFG']"
1,6,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FFFG']"
1,46,0,1.0,0.8201257512162927,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,3,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HHFG']"
1,80,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HHFG']"
1,96,0,1.0,0.9821344612135428,"['SFHF', 'HFHH', 'FFHH', 'HFFG']"
1,93,0,1.0,0.9473552137914398,"['SFFH', 'FHHF', 'FHHH', 'FFFG']"
1,48,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFH', 'HFFG']"
1,90,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FFHF', 'FFHG']"
1,71,0,1.0,0.8152123778407558,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,69,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHFF', 'FHHG']"
1,76,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,83,0,1.0,0.7958514863018556,"['SFHF', 'HFFF', 'FHFH', 'FHFG']"
1,46,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FFHF', 'HHHG']"
1,56,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFF', 'HFFG']"
1,96,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HFHF', 'FHHG']"
1,49,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FHFG']"
1,65,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHHF', 'HHFG']"
1,35,0,1.0,0.9762504936564125,"['SHFH', 'FHHF', 'FFFF', 'FFFG']"
1,35,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'HFHF', 'HFFG']"
1,14,0,1.0,0.8947894553945313,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,9,0,0.0,0.0,"['SFHH', 'FFHH', 'FFHF', 'HFFG']"
1,89,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFH', 'HFFG']"
1,94,0,1.0,0.9502058312852957,"['SFHF', 'FFHF', 'HFFF', 'HHFG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,61,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HHHG']"
1,72,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FHHF', 'HHFG']"
1,42,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFH', 'FFFG']"
1,91,0,1.0,0.9416796087056153,"['SHHF', 'FHFF', 'FFFF', 'HFHG']"
1,87,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HHHF', 'FFFG']"
1,20,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,54,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FFHG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,11,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,25,0,1.0,0.9083329444789534,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,83,0,1.0,0.9165572373164391,"['SFFF', 'FFHH', 'HFHF', 'FFFG']"
1,91,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FFFF', 'HHHG']"
1,90,0,1.0,0.9616943356035061,"['SHHF', 'FHHF', 'FFFF', 'FFHG']"
1,93,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FHFH', 'FHFF', 'FFFG']"
1,90,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,55,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'HHHG']"
1,83,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,38,0,1.0,0.8426049842298329,"['SHHF', 'FFHH', 'FFFH', 'FHFG']"
1,50,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFF', 'FFHG']"
1,36,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HHFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,31,0,1.0,0.93603800616986,"['SFHF', 'HFFF', 'HHFF', 'HHHG']"
1,94,0,1.0,0.9388545698794984,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,57,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,67,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHFG']"
1,6,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'FFHG']"
1,78,0,1.0,0.9056079456455165,"['SFFH', 'HFHF', 'HFHH', 'FFFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFH', 'HHFG']"
1,19,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFF', 'HHHG']"
1,32,0,0.0,0.0,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HHHG']"
1,49,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,48,0,1.0,0.7958514863018556,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFHF', 'FHHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,35,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HFHG']"
1,10,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,47,0,1.0,0.8275513922024125,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFHH', 'FFHF', 'HFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9674905716180701,"['SHFH', 'FFFH', 'HHFF', 'FFHG']"
1,44,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FFHG']"
1,39,0,1.0,0.9332298921513504,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,85,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,96,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
