Temperature,Simulations,Return,Discounted Return,Map
1,68,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,60,0,1.0,0.93603800616986,"['SFHF', 'FFFF', 'FFFF', 'FFHG']"
1,62,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,82,0,1.0,0.9704017769489168,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,64,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HFFF', 'FHFG']"
1,72,0,1.0,0.9645880999032158,"['SFHH', 'FHFH', 'FFHH', 'FFFG']"
1,24,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'FFHG']"
1,63,0,1.0,0.8225935318117279,"['SFHF', 'HFHF', 'FFFH', 'HHFG']"
1,95,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HHFF', 'FHHG']"
1,42,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'HFFG']"
1,52,0,1.0,0.985089730404757,"['SFFH', 'HHFH', 'HFFF', 'FFFG']"
1,48,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,58,0,1.0,0.9165572373164391,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,66,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,75,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,49,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,12,0,1.0,0.8974819010978248,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,84,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,78,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'HFHF', 'HHFG']"
1,66,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,69,0,1.0,0.9304302024748964,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,43,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,89,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,30,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,52,0,1.0,0.7699788094052729,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,21,0,1.0,0.8275513922024125,"['SFFF', 'FHHF', 'FHHF', 'FHHG']"
1,14,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HHHF', 'FFHG']"
1,55,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFFF', 'HFHG']"
1,89,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'FFFG']"
1,100,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FHHG']"
1,36,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FFHG']"
1,84,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'HHFG']"
1,44,0,1.0,0.9445131481500655,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,48,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,35,0,1.0,0.7494371162085136,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,28,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,43,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'HFFF', 'HHFG']"
1,23,0,1.0,0.8735386475474635,"['SFFH', 'FHFH', 'HFFF', 'FHHG']"
1,92,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,96,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FFHF', 'HHFG']"
1,80,0,1.0,0.9304302024748964,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,24,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'FFHH', 'FFFG']"
1,42,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,91,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,17,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FHFF', 'FFHG']"
1,18,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'FHFF', 'HHFG']"
1,82,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'FHHF', 'FFHG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFF', 'HHFG']"
1,31,0,1.0,0.9165572373164391,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,78,0,1.0,0.9276389118674717,"['SHFH', 'FHHH', 'FHHF', 'FFFG']"
1,73,0,1.0,0.9193151828650342,"['SHFH', 'FHFF', 'FFFF', 'FFHG']"
1,90,0,1.0,0.985089730404757,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,74,0,1.0,0.7607805594527743,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,3,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,86,0,1.0,0.9138075656044898,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,84,0,1.0,0.9704017769489168,"['SFHF', 'FFHH', 'FFFF', 'FFFG']"
1,91,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,86,0,1.0,0.9248559951318693,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,16,0,0.0,0.0,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,73,0,1.0,0.8709180316048211,"['SHFH', 'FFFF', 'HHHF', 'HFHG']"
1,68,0,1.0,0.9645880999032158,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,99,0,1.0,0.9704017769489168,"['SHFH', 'FHHF', 'FFFF', 'HFHG']"
1,90,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFHF', 'HHFG']"
1,77,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'FFHF', 'FFHG']"
1,3,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HHFG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,49,0,1.0,0.9056079456455165,"['SFFH', 'FFFF', 'HFHF', 'HHFG']"
1,85,0,1.0,0.8325391341551359,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,94,0,1.0,0.9056079456455165,"['SHFH', 'FHHF', 'FFHF', 'HFFG']"
1,48,0,1.0,0.9530650263643888,"['SHHF', 'FFFH', 'HFFF', 'HFFG']"
1,65,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
1,95,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,66,0,1.0,0.93603800616986,"['SHFF', 'FFHH', 'FHHF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,50,0,1.0,0.93603800616986,"['SFFF', 'HHFH', 'FHFH', 'FFFG']"
1,56,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,52,0,1.0,0.8683052775100066,"['SFFH', 'HHFH', 'HHFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFF', 'HHHG']"
1,32,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHHF', 'FHHG']"
1,14,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,91,0,1.0,0.9821344612135428,"['SFHH', 'HFHH', 'FFFH', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SHHF', 'FHFF', 'FFFH', 'FFFG']"
1,19,0,1.0,0.9733217421754432,"['SHFF', 'FFHH', 'FFHH', 'FFFG']"
1,47,0,1.0,0.9616943356035061,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,17,0,1.0,0.8325391341551359,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'HFFG']"
1,21,0,1.0,0.7816331707050701,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,43,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'FFFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FFFG']"
1,80,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHH', 'HFFG']"
1,56,0,1.0,0.9473552137914398,"['SFFH', 'HFFF', 'HFHF', 'FFHG']"
1,96,0,1.0,0.8814479033836181,"['SHHF', 'FHFF', 'FFFF', 'FFHG']"
1,60,0,1.0,0.985089730404757,"['SHHH', 'FHFF', 'FFFF', 'HFFG']"
1,51,0,1.0,0.8502341582884777,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,59,0,1.0,0.8735386475474635,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,53,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,57,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,26,0,1.0,0.767668872977057,"['SHFF', 'FFFF', 'FFHF', 'HHHG']"
1,93,0,1.0,0.9445131481500655,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,34,0,1.0,0.8527925358961662,"['SHFF', 'FHHF', 'FFFF', 'FHFG']"
1,77,0,1.0,0.9674905716180701,"['SFHH', 'HFHH', 'HFFF', 'HFFG']"
1,53,0,1.0,0.78398512608332,"['SFHF', 'HFFF', 'FHHF', 'HHFG']"
1,29,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFH', 'HFFG']"
1,100,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,40,0,1.0,0.9674905716180701,"['SFHH', 'FFHF', 'HFHF', 'HFFG']"
1,16,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HHFG']"
1,90,0,1.0,0.985089730404757,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,51,0,1.0,0.8176653739626438,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,79,0,1.0,0.9502058312852957,"['SFFH', 'HHFH', 'HHFF', 'HHHG']"
1,17,0,1.0,0.9674905716180701,"['SHFF', 'FHHH', 'FFHF', 'FFFG']"
1,87,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFFH', 'HHFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'FHHH', 'FFFF', 'HFFG']"
1,41,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHH', 'HFFG']"
1,59,0,1.0,0.9083329444789534,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,32,0,1.0,0.985089730404757,"['SHHF', 'FHHH', 'FFHF', 'FFFG']"
1,42,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFH', 'HHFG']"
1,75,0,1.0,0.9445131481500655,"['SHFF', 'FFHF', 'HFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'HHFG']"
1,7,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'HHFG']"
1,8,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HFHG']"
1,13,0,1.0,0.8867604854519608,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,13,0,1.0,0.7562227231210928,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,8,0,1.0,0.8451404054461714,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'FFHH', 'HFFG']"
1,59,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFF', 'HHFG']"
1,10,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HFFF', 'HFFG']"
1,26,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,74,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,12,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'HFFG']"
1,90,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FFHG']"
1,22,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFF', 'FHFG']"
1,88,0,1.0,0.9704017769489168,"['SFHF', 'HFFH', 'HFFF', 'FHHG']"
1,7,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'FHFG']"
1,18,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'FFFH', 'FFFG']"
1,94,0,1.0,0.985089730404757,"['SFHF', 'FHFH', 'FFFF', 'FFFG']"
1,87,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HHFF', 'HFFG']"
1,40,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,75,0,1.0,0.9530650263643888,"['SFHF', 'HFHH', 'FFFF', 'FFFG']"
1,49,0,1.0,0.8761671489944468,"['SFFF', 'FFHF', 'FHFF', 'FFHG']"
1,100,0,1.0,0.9138075656044898,"['SFHF', 'FHHF', 'FFFF', 'HHHG']"
1,3,0,1.0,0.9193151828650342,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'HHFG']"
1,39,0,1.0,0.8814479033836181,"['SFFH', 'HFHF', 'HFHF', 'HFFG']"
1,36,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'FHHG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
1,19,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,90,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHFF', 'FHFG']"
1,26,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HFFG']"
1,24,0,1.0,0.8657003616774767,"['SFHH', 'FFHF', 'FFFF', 'FHFG']"
1,34,0,1.0,0.93603800616986,"['SHHF', 'FHHF', 'FHFF', 'FFFG']"
1,46,0,1.0,0.9083329444789534,"['SFHH', 'FFFF', 'FFHF', 'HHFG']"
1,70,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'FFFH', 'FFFG']"
1,94,0,1.0,0.79346393184295,"['SHFH', 'FFFF', 'FFHF', 'HFHG']"
1,34,0,1.0,0.9083329444789534,"['SFFH', 'FHFF', 'HFFF', 'HFHG']"
1,91,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'HFFG']"
1,38,0,1.0,0.7653658663581259,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,19,0,1.0,0.9388545698794984,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,17,0,1.0,0.9588092525966956,"['SFFH', 'FHHH', 'FFFH', 'FFFG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'FHFG']"
1,35,0,1.0,0.7653658663581259,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,90,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'HHHG']"
1,51,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,58,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,81,0,1.0,0.9165572373164391,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFH', 'FFFG']"
1,15,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'HHHF', 'HHFG']"
1,28,0,1.0,0.8300415167526705,"['SFHF', 'FFFF', 'HFHF', 'FHHG']"
1,44,0,1.0,0.7792882711929549,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,29,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,56,0,1.0,0.9445131481500655,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,22,0,1.0,0.9304302024748964,"['SFFH', 'FHFF', 'HFHF', 'HHHG']"
1,10,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,36,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FHHF', 'HFFG']"
1,21,0,1.0,0.90289112180858,"['SFHF', 'HFFF', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9762504936564125,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,42,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFF', 'HFHG']"
1,36,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,78,0,1.0,0.9588092525966956,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,55,0,1.0,0.9445131481500655,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,81,0,1.0,0.9791880578299021,"['SFFH', 'FHHH', 'FFHF', 'FFFG']"
1,32,0,1.0,0.9388545698794984,"['SFFF', 'FHFF', 'FFHF', 'HHFG']"
1,100,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFFF', 'HFFG']"
1,30,0,1.0,0.9248559951318693,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,39,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHF', 'HFFG']"
1,31,0,1.0,0.7816331707050701,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,30,0,1.0,0.7584982177744161,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,91,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,69,0,1.0,0.9791880578299021,"['SFHH', 'HFFH', 'FFFF', 'FFFG']"
1,36,0,1.0,0.9165572373164391,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,38,0,1.0,0.7958514863018556,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,32,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HFHG']"
1,14,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,63,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,38,0,1.0,0.9445131481500655,"['SFHH', 'FFHH', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9791880578299021,"['SFFH', 'FHHF', 'FFFF', 'FFFG']"
1,25,0,1.0,0.8947894553945313,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,83,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'HFFF', 'HFFG']"
1,58,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,53,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FFHF', 'HHFG']"
1,49,0,1.0,0.9220814271464737,"['SFFF', 'FHHF', 'HFFF', 'FHHG']"
1,49,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,93,0,1.0,0.9559328248389055,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,100,0,1.0,0.8502341582884777,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,23,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFH', 'HHFG']"
1,30,0,1.0,0.8894287717672626,"['SFHF', 'FFFF', 'FHFF', 'HFFG']"
1,93,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,84,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,19,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'FHHG']"
1,47,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FHFF', 'FHHG']"
1,96,0,1.0,0.8867604854519608,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,18,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHHG']"
1,74,0,1.0,0.8631032605924442,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,70,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,70,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FHHF', 'FHFG']"
1,77,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HHFF', 'HFHG']"
1,31,0,1.0,0.798246224976786,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,33,0,1.0,0.8947894553945313,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,59,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'FFFF', 'HFFG']"
1,20,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'HFFG']"
1,78,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,68,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,48,0,1.0,0.884100203995605,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,64,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FHFH', 'FFFG']"
1,55,0,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'HFFF', 'HFFG']"
1,58,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFHF', 'HFFG']"
1,80,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,36,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'HHFF', 'FFFG']"
1,45,0,1.0,0.8921050870283477,"['SHFF', 'FHFH', 'FFFF', 'HFFG']"
1,86,0,1.0,0.9791880578299021,"['SFHH', 'HFFH', 'HFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,60,0,1.0,0.8325391341551359,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,12,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,41,0,1.0,0.9791880578299021,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,56,0,1.0,0.9165572373164391,"['SFFF', 'FHFH', 'HFFF', 'HHHG']"
1,3,0,1.0,0.9276389118674717,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,44,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFFH', 'FFFG']"
1,52,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FFFG']"
1,50,0,1.0,0.9588092525966956,"['SHHH', 'FHFF', 'FFHH', 'FFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,32,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHFH', 'HFFG']"
1,6,0,1.0,0.8657003616774767,"['SFFF', 'FHFF', 'FHHF', 'FHFG']"
1,63,0,1.0,0.8553586117313603,"['SHHH', 'FHFF', 'FFFH', 'FHFG']"
1,66,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FHFF', 'FHHG']"
1,8,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HHHG']"
1,70,0,1.0,0.9473552137914398,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,91,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FFHF', 'FHHG']"
1,49,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,70,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFH', 'FFFG']"
1,79,0,1.0,0.835044266956004,"['SFFH', 'HFHF', 'HFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHF', 'HFFG']"
1,3,0,1.0,0.7607805594527743,"['SFFF', 'HHHF', 'HFFF', 'HFFG']"
1,69,0,1.0,0.9502058312852957,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,96,0,1.0,0.9502058312852957,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,86,0,1.0,0.9445131481500655,"['SFHF', 'HFHH', 'HFFH', 'FHFG']"
1,95,0,1.0,0.9138075656044898,"['SHFH', 'FFHF', 'FFFH', 'HHFG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,92,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHHF', 'FFHG']"
1,8,0,1.0,0.9138075656044898,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,60,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HHFF', 'FHFG']"
1,52,0,1.0,0.93603800616986,"['SFHH', 'FFHH', 'FFHF', 'HFFG']"
1,74,0,1.0,0.9332298921513504,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,98,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'FHHG']"
1,53,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,43,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFFF', 'HFHG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'HHFH', 'HFFF', 'FFFG']"
1,95,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFHG']"
1,45,0,1.0,0.93603800616986,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,86,0,1.0,0.7539540549517295,"['SHFH', 'FHFH', 'FFFF', 'HFHG']"
1,46,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HFFF', 'FHHG']"
1,62,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,70,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHHG']"
1,32,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,87,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'FHHG']"
1,16,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,73,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFF', 'FFFG']"
1,76,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'FHFF', 'FFFG']"
1,63,0,1.0,0.8400771692771434,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,21,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
