Temperature,Simulations,Return,Discounted Return,Map
1,31,0,1.0,0.9276389118674717,"['SHFF', 'FFFF', 'FFHF', 'FHFG']"
1,8,0,1.0,0.8683052775100066,"['SFFF', 'HFHF', 'HHFF', 'HHHG']"
1,92,0,1.0,0.9502058312852957,"['SFHF', 'FFFF', 'FHFF', 'HFHG']"
1,30,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,53,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,86,0,1.0,0.9193151828650342,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,54,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,45,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'FHFF', 'HHFG']"
1,76,0,1.0,0.9083329444789534,"['SHFH', 'FHHF', 'FFFF', 'HHFG']"
1,31,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FHFF', 'HHFG']"
1,16,0,0.0,0.0,"['SFFH', 'FFHF', 'FFHF', 'HFFG']"
1,43,0,1.0,0.9304302024748964,"['SFFF', 'HFFH', 'FHFH', 'FHFG']"
1,65,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,62,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'HFHF', 'HFHG']"
1,31,0,1.0,0.9445131481500655,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,77,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,63,0,1.0,0.8974819010978248,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,41,0,1.0,0.8894287717672626,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,18,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFFF', 'HFFG']"
1,66,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HFHG']"
1,38,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'HFFH', 'HHFG']"
1,88,0,1.0,0.9276389118674717,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,22,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'FFHG']"
1,38,0,1.0,0.9193151828650342,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,17,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'FFHG']"
1,15,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FFFG']"
1,54,0,1.0,0.9530650263643888,"['SHFH', 'FHHF', 'FHHH', 'FFFG']"
1,40,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FFFF', 'HFFG']"
1,29,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HHHF', 'HFHG']"
1,73,0,1.0,0.9791880578299021,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,84,0,1.0,0.985089730404757,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,55,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HHFF', 'HFFG']"
1,89,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHHG']"
1,32,0,1.0,0.9304302024748964,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFF', 'HHHG']"
1,97,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFHF', 'HHFG']"
1,14,0,1.0,0.9473552137914398,"['SFFF', 'HFFF', 'FFHF', 'HHFG']"
1,19,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHH', 'HFFG']"
1,93,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FFFF', 'HFHG']"
1,37,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'HHFG']"
1,59,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FHHF', 'FHHG']"
1,78,0,1.0,0.9193151828650342,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,58,0,1.0,0.90289112180858,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,27,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FHFF', 'FFFG']"
1,37,0,1.0,0.9416796087056153,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,36,0,1.0,0.8325391341551359,"['SHFH', 'FHFH', 'FFFF', 'HHFG']"
1,45,0,1.0,0.9056079456455165,"['SFFF', 'HHHF', 'HHFF', 'FHFG']"
1,81,0,1.0,0.8947894553945313,"['SFFH', 'FFHF', 'HFHH', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFHF', 'HFHG']"
1,57,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HHHG']"
1,61,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,38,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFH', 'FHFG']"
1,97,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HFHF', 'FFFG']"
1,68,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FHFH', 'HFFG']"
1,83,0,1.0,0.7863441585589971,"['SFHF', 'FHFH', 'FFFF', 'FHHG']"
1,69,0,1.0,0.9791880578299021,"['SHFH', 'FHHF', 'FFFF', 'FFFG']"
1,16,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,97,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HHFF', 'FFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,10,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'FHFG']"
1,17,0,1.0,0.9473552137914398,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,67,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHHF', 'HHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'HFFG']"
1,17,0,1.0,0.884100203995605,"['SFFF', 'HHHF', 'HFHF', 'FHHG']"
1,43,0,1.0,0.9762504936564125,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,35,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,88,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FFFH', 'FFFG']"
1,62,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,76,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,19,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,25,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,93,0,1.0,0.9674905716180701,"['SHFF', 'FFFH', 'FHFF', 'HFFG']"
1,74,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFH', 'FHHF', 'FFFG']"
1,27,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFHF', 'FFHG']"
1,12,0,1.0,0.8974819010978248,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,42,0,1.0,0.9530650263643888,"['SFFF', 'FFHH', 'FFHH', 'FFFG']"
1,97,0,1.0,0.8735386475474635,"['SFHH', 'HFFF', 'HHFH', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFHF', 'HHHG']"
1,67,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FFFF', 'HHFG']"
1,63,0,1.0,0.8225935318117279,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FFFG']"
1,39,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FFHG']"
1,22,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'HHFG']"
1,36,0,1.0,0.8788035596734672,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,15,0,1.0,0.9559328248389055,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,64,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,45,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHFF', 'HFFG']"
1,22,0,1.0,0.9388545698794984,"['SHHH', 'FFFF', 'HFFF', 'HFHG']"
1,12,0,1.0,0.9530650263643888,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HFFG']"
1,87,0,1.0,0.9733217421754432,"['SHFF', 'FFHH', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HHFF', 'FFFG']"
1,4,0,1.0,0.8325391341551359,"['SFFH', 'HFFH', 'FFFF', 'HHFG']"
1,69,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FHHG']"
1,22,0,1.0,0.857932408958235,"['SFFH', 'FFFF', 'HHHF', 'FFHG']"
1,34,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFFH', 'FHFG']"
1,92,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,47,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'FFFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,54,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,18,0,1.0,0.9733217421754432,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,89,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,63,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,74,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,72,0,1.0,0.8921050870283477,"['SHHH', 'FFHF', 'HFFH', 'HFFG']"
1,14,0,1.0,0.9502058312852957,"['SHFH', 'FFHH', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'HFHG']"
1,44,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHFG']"
1,3,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.884100203995605,"['SFFH', 'HHFF', 'HHHF', 'FFHG']"
1,90,0,1.0,0.9616943356035061,"['SFHF', 'FFHH', 'FFFH', 'FHFG']"
1,88,0,0.0,0.0,"['SHFH', 'FFHF', 'FHHH', 'FFFG']"
1,90,0,1.0,0.8894287717672626,"['SFFH', 'FHHH', 'FFFF', 'HHFG']"
1,3,0,1.0,0.9138075656044898,"['SFFF', 'FHFF', 'HHFH', 'FHFG']"
1,88,0,1.0,0.9821344612135428,"['SHHF', 'FHHF', 'FFFF', 'FFFG']"
1,51,0,1.0,0.9559328248389055,"['SFFF', 'FHHH', 'FFFH', 'HFFG']"
1,68,0,1.0,0.9193151828650342,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,31,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,34,0,1.0,0.9388545698794984,"['SFFF', 'FHHF', 'FFHF', 'HFFG']"
1,100,0,1.0,0.8814479033836181,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,27,0,1.0,0.767668872977057,"['SFFF', 'HHFH', 'HFFF', 'FFHG']"
1,96,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHHF', 'HHFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,24,0,1.0,0.9304302024748964,"['SFFF', 'HHFH', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'HFHF', 'HHFG']"
1,22,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FHHF', 'FHFG']"
1,68,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,88,0,1.0,0.8921050870283477,"['SFHH', 'HFHH', 'HFFF', 'HHFG']"
1,60,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,49,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HHHF', 'HFHG']"
1,40,0,1.0,0.8553586117313603,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,41,0,1.0,0.9559328248389055,"['SFHH', 'FFHF', 'FFHF', 'HFFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,46,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'FFFG']"
1,20,0,1.0,0.7887102894272789,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,50,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HFFF', 'FFFG']"
1,87,0,1.0,0.9791880578299021,"['SHHH', 'FHHF', 'FFFH', 'FFFG']"
1,54,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'FFFF', 'HHFG']"
1,27,0,1.0,0.9416796087056153,"['SFFF', 'FFFH', 'HFFF', 'FHFG']"
1,19,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,72,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,98,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,6,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFH', 'HHFG']"
1,54,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HFFH', 'HHFG']"
1,75,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'FHFF', 'HHHG']"
1,41,0,1.0,0.8788035596734672,"['SFFF', 'FFFH', 'HFFH', 'FHFG']"
1,30,0,1.0,0.9616943356035061,"['SHHF', 'FFFF', 'HFFH', 'HFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFF', 'HFHG']"
1,24,0,1.0,0.8683052775100066,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9220814271464737,"['SHHH', 'FFFF', 'HFFH', 'FFFG']"
1,65,0,1.0,0.9056079456455165,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,87,0,1.0,0.9220814271464737,"['SHFF', 'FHFF', 'FFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,50,0,1.0,0.8502341582884777,"['SHFF', 'FFHF', 'FFFF', 'FHHG']"
1,49,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHHG']"
1,6,0,0.0,0.0,"['SFFF', 'HHFF', 'HFFH', 'FFFG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,20,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HHHG']"
1,53,0,1.0,0.8761671489944468,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,14,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,69,0,1.0,0.9388545698794984,"['SFHF', 'FFFH', 'FFHH', 'HFFG']"
1,74,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,97,0,1.0,0.9616943356035061,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,14,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,84,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'HHFG']"
1,67,0,1.0,0.8947894553945313,"['SFFH', 'FFFH', 'HHFF', 'FFHG']"
1,27,0,1.0,0.9473552137914398,"['SFHF', 'HFHF', 'HFFF', 'HFFG']"
1,11,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHHF', 'FFFG']"
1,31,0,1.0,0.8553586117313603,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,55,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,14,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FFHG']"
1,88,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,70,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHHG']"
1,33,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,36,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FHFF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HFFG']"
1,16,0,1.0,0.8502341582884777,"['SFFF', 'HHFF', 'HHFH', 'FHFG']"
1,16,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,51,0,1.0,0.884100203995605,"['SFHF', 'HFHF', 'HFHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,8,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,53,0,1.0,0.93603800616986,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,91,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHHG']"
1,90,0,1.0,0.93603800616986,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,60,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFFF', 'HFFG']"
1,96,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FFHG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'FFFG']"
1,64,0,1.0,0.90289112180858,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,90,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,94,0,1.0,0.9416796087056153,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,34,0,1.0,0.860513950810667,"['SHHH', 'FHFH', 'FFFH', 'HFFG']"
1,79,0,1.0,0.9645880999032158,"['SFHF', 'HFHF', 'HFFF', 'FHFG']"
1,53,0,1.0,0.860513950810667,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,44,0,1.0,0.9056079456455165,"['SHFF', 'FFHF', 'FHFF', 'FFFG']"
1,73,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,29,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'FFHG']"
1,60,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'HHHG']"
1,96,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'FFFF', 'FHFG']"
1,24,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HFHG']"
1,25,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'FHHG']"
1,52,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,60,0,1.0,0.9220814271464737,"['SFFF', 'FHFH', 'FHFH', 'HHFG']"
1,60,0,1.0,0.9138075656044898,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,66,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FFFF', 'HHFG']"
1,37,0,1.0,0.8814479033836181,"['SHHH', 'FFFH', 'HFFF', 'HFFG']"
1,41,0,1.0,0.8426049842298329,"['SFHF', 'HFFF', 'HFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,53,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HFHF', 'FFFG']"
1,34,0,1.0,0.8325391341551359,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,47,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFHH', 'HFFG']"
1,62,0,1.0,0.9616943356035061,"['SFHH', 'FHFF', 'FFFF', 'FHHG']"
1,67,0,1.0,0.8814479033836181,"['SFHH', 'FFFH', 'HHFF', 'HHFG']"
1,43,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFH', 'HFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FFHG']"
1,97,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HFFF', 'FFHG']"
1,34,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FFFH', 'FFFG']"
1,99,0,1.0,0.9704017769489168,"['SHHF', 'FFHH', 'FFFF', 'HHHG']"
1,39,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HFFF', 'HHHG']"
1,19,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FFFF', 'FFFG']"
1,66,0,1.0,0.9704017769489168,"['SFFF', 'HFHH', 'FFFH', 'FFFG']"
1,29,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'FHHG']"
1,62,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFH', 'FFFG']"
1,55,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,76,0,1.0,0.985089730404757,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,51,0,1.0,0.857932408958235,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,46,0,1.0,0.9502058312852957,"['SHHF', 'FFHF', 'FFFF', 'HHFG']"
1,52,0,1.0,0.9704017769489168,"['SHHF', 'FFHH', 'FFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,22,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HFFH', 'HFFG']"
1,89,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,37,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'FHFG']"
1,76,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FFFF', 'HFHG']"
1,71,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,51,0,1.0,0.9733217421754432,"['SHHF', 'FFHH', 'FHHF', 'FFFG']"
1,68,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HHHG']"
1,44,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'HFFG']"
1,8,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,40,0,1.0,0.8502341582884777,"['SFFF', 'HFHH', 'FFHF', 'HFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,43,0,1.0,0.9388545698794984,"['SFHH', 'FHFF', 'FFFF', 'HFHG']"
1,10,0,1.0,0.8400771692771434,"['SFHH', 'FFFF', 'FFHF', 'FFFG']"
1,72,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFHF', 'HHFG']"
1,64,0,1.0,0.8451404054461714,"['SFHH', 'FFHH', 'HFFF', 'FHHG']"
1,29,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,23,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,53,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFH', 'HFFG']"
1,42,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHFH', 'HFFG']"
1,11,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,35,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,98,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,43,0,1.0,0.8683052775100066,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,51,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9559328248389055,"['SFFF', 'FFFH', 'HHFF', 'FFHG']"
1,67,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HFHF', 'FHHG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FHFG']"
1,55,0,1.0,0.860513950810667,"['SFHH', 'FFFH', 'HFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'HFFG']"
1,78,0,1.0,0.9416796087056153,"['SFFF', 'HHFH', 'FFFF', 'FFHG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FHFG']"
1,40,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'FHFH', 'HHFG']"
1,84,0,1.0,0.8201257512162927,"['SHFH', 'FHHH', 'FFFF', 'FFHG']"
1,49,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HFFF', 'HHHG']"
1,31,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,85,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFFH', 'HFFG']"
1,85,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFFF', 'HHFG']"
1,80,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,98,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFHG']"
1,17,0,0.0,0.0,"['SFFH', 'HHFF', 'HHHF', 'FHHG']"
1,100,0,1.0,0.9388545698794984,"['SFFF', 'FHHF', 'HFFF', 'FFFG']"
1,87,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,62,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FHHF', 'FFFG']"
1,6,0,1.0,0.8275513922024125,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,22,0,1.0,0.835044266956004,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
