Temperature,Simulations,Return,Discounted Return,Map
1,17,0,1.0,0.8867604854519608,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,22,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,43,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'HHFG']"
1,48,0,1.0,0.9704017769489168,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,54,0,1.0,0.8275513922024125,"['SFHF', 'HFFF', 'FFHF', 'FFHG']"
1,18,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'FHFF', 'HHHG']"
1,29,0,1.0,0.9276389118674717,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,62,0,1.0,0.8921050870283477,"['SHFH', 'FHFF', 'FFFF', 'HFHG']"
1,47,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFF', 'FFFG']"
1,50,0,1.0,0.9304302024748964,"['SHHF', 'FFFH', 'FFHH', 'HFFG']"
1,23,0,1.0,0.9083329444789534,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,74,0,1.0,0.985089730404757,"['SHHH', 'FHHF', 'FFFH', 'FFFG']"
1,70,0,1.0,0.798246224976786,"['SHHF', 'FHHH', 'FFFF', 'FFHG']"
1,84,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFHH', 'FFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HFFG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFF', 'HFHG']"
1,58,0,1.0,0.9248559951318693,"['SFHF', 'FFFF', 'HFHF', 'HHFG']"
1,72,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HHHG']"
1,40,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFHG']"
1,44,0,1.0,0.8300415167526705,"['SFHH', 'HFFF', 'FFHH', 'FFFG']"
1,8,0,1.0,0.8527925358961662,"['SFFH', 'HFFF', 'HHHF', 'FFFG']"
1,90,0,1.0,0.9502058312852957,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'FFFG']"
1,77,0,1.0,0.9645880999032158,"['SFHH', 'HFHH', 'HFFH', 'FFFG']"
1,77,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'FHFF', 'FHHG']"
1,7,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9733217421754432,"['SHHH', 'FFHH', 'FFFF', 'FHHG']"
1,60,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,65,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FFHF', 'FHHG']"
1,33,0,1.0,0.9165572373164391,"['SFFF', 'FFHF', 'FHFF', 'FHHG']"
1,29,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HHFG']"
1,43,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,49,0,1.0,0.9616943356035061,"['SFFF', 'FHHH', 'FFFF', 'HFFG']"
1,49,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'FHFF', 'FHHG']"
1,68,0,1.0,0.8250687380258053,"['SFHH', 'FHFH', 'FHHH', 'FFFG']"
1,100,0,1.0,0.9332298921513504,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,99,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,31,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFH', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'HFHH', 'FFFG']"
1,66,0,1.0,0.8683052775100066,"['SHHF', 'FFFF', 'FHHF', 'HFHG']"
1,83,0,1.0,0.747188804859888,"['SFHF', 'HFHH', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'FHFF', 'HHHG']"
1,64,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFHH', 'HFFG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHHF', 'HHFG']"
1,4,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'FHHG']"
1,29,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HHFG']"
1,45,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,45,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'FHFG']"
1,44,0,1.0,0.9332298921513504,"['SHFF', 'FHFH', 'FHFF', 'FFFG']"
1,13,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'FFFG']"
1,57,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FHFH', 'HFFG']"
1,11,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9791880578299021,"['SFHH', 'HFHF', 'HFFH', 'HFFG']"
1,30,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'HHFG']"
1,43,0,1.0,0.93603800616986,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,8,0,1.0,0.9248559951318693,"['SFFF', 'HFHF', 'HHHF', 'HFFG']"
1,90,0,1.0,0.9704017769489168,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,35,0,1.0,0.8250687380258053,"['SFFF', 'FFFH', 'HHFF', 'HHHG']"
1,36,0,1.0,0.776950406379376,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,92,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'HFHF', 'HFHG']"
1,96,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FFHG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,96,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHHF', 'HHHG']"
1,11,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'HHFF', 'HFHG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHHF', 'FHHG']"
1,34,0,1.0,0.8275513922024125,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,6,0,0.0,0.0,"['SHFH', 'FFFH', 'FHHF', 'FFFG']"
1,69,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HHFF', 'HHFG']"
1,44,0,1.0,0.9276389118674717,"['SFFH', 'FHHH', 'FHFF', 'FFFG']"
1,31,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,91,0,1.0,0.9791880578299021,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,79,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HFFG']"
1,76,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'HHFH', 'FHFG']"
1,79,0,1.0,0.9530650263643888,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,92,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,100,0,1.0,0.9616943356035061,"['SHFF', 'FFHF', 'HFFF', 'HHFG']"
1,9,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFHF', 'FHHH', 'FHFH', 'FFFG']"
1,82,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FHHF', 'FFFG']"
1,44,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'HFHH', 'FFFG']"
1,87,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFFF', 'FFHF', 'FFHH', 'HFFG']"
1,34,0,1.0,0.9165572373164391,"['SFFH', 'FHFH', 'FHFH', 'FFFG']"
1,77,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,70,0,1.0,0.9616943356035061,"['SFHF', 'FHFH', 'FFHH', 'FFFG']"
1,46,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFFF', 'FHFG']"
1,67,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,54,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,44,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHHG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,77,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,48,0,1.0,0.93603800616986,"['SHHF', 'FHHH', 'FFFF', 'HFFG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FFFH', 'HFFG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FHHF', 'HHFG']"
1,37,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HHFG']"
1,43,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFFF', 'HHFG']"
1,48,0,1.0,0.9416796087056153,"['SFHH', 'HFFH', 'FHFF', 'FFFG']"
1,49,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,31,0,1.0,0.8894287717672626,"['SHHF', 'FFHF', 'FHFF', 'FFFG']"
1,12,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFH', 'HHFG']"
1,62,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,79,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FHFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFH', 'HHFG']"
1,15,0,1.0,0.93603800616986,"['SHHF', 'FHFH', 'FFFH', 'FFFG']"
1,21,0,1.0,0.9388545698794984,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHFG']"
1,74,0,1.0,0.9502058312852957,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,37,0,1.0,0.9674905716180701,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'HFFG']"
1,47,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHH', 'HFFG']"
1,46,0,1.0,0.8735386475474635,"['SFFH', 'FHFF', 'HHHF', 'HFHG']"
1,50,0,1.0,0.884100203995605,"['SHHF', 'FHFF', 'FHHF', 'FFFG']"
1,42,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,27,0,1.0,0.7562227231210928,"['SFFH', 'FHFF', 'FFHF', 'FFHG']"
1,76,0,1.0,0.8476834558136123,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,14,0,1.0,0.9559328248389055,"['SHFH', 'FFFH', 'FFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,16,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'HHFG']"
1,97,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,56,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFFH', 'HHFG']"
1,94,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,33,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,38,0,1.0,0.8553586117313603,"['SFFH', 'HHFF', 'FFHF', 'FFFG']"
1,63,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FHFG']"
1,79,0,1.0,0.9791880578299021,"['SHFF', 'FHFH', 'FFFF', 'FFFG']"
1,70,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHFF', 'FFFG']"
1,32,0,1.0,0.8103284404851119,"['SFFH', 'HFFF', 'HHHF', 'HFHG']"
1,71,0,1.0,0.9791880578299021,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,17,0,0.0,0.0,"['SFHH', 'FFFH', 'HFHH', 'FFFG']"
1,42,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9416796087056153,"['SHFH', 'FFFF', 'HFFF', 'FFHG']"
1,44,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,58,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,95,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,76,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HHFG']"
1,17,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FFFG']"
1,30,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'FFFG']"
1,57,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'FFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9559328248389055,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,38,0,1.0,0.9416796087056153,"['SFFH', 'FHFF', 'HHFF', 'FFHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFFF', 'FFHG']"
1,49,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'HHHG']"
1,96,0,1.0,0.9616943356035061,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,15,0,0.0,0.0,"['SFFF', 'HFFH', 'FFHH', 'HFFG']"
1,46,0,1.0,0.8683052775100066,"['SFFH', 'FHFH', 'FHFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,30,0,1.0,0.8300415167526705,"['SFFH', 'FHHF', 'FFHF', 'FFFG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FFHF', 'HHHG']"
1,9,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HFHG']"
1,33,0,1.0,0.7910835400474212,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,47,0,1.0,0.9276389118674717,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'HHFG']"
1,93,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,79,0,1.0,0.78398512608332,"['SHHF', 'FFFF', 'FFHF', 'FHFG']"
1,77,0,1.0,0.8974819010978248,"['SHHF', 'FFHF', 'HFHF', 'FFFG']"
1,81,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FHFF', 'HHFG']"
1,32,0,1.0,0.8201257512162927,"['SFFH', 'FFHH', 'HFHF', 'FFFG']"
1,41,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,63,0,1.0,0.93603800616986,"['SFHF', 'HFFH', 'FFFF', 'HHFG']"
1,3,0,1.0,0.9110661429076764,"['SFFF', 'HFFF', 'FHHF', 'HFFG']"
1,64,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HFHF', 'HFFG']"
1,42,0,1.0,0.9001824484431542,"['SFHF', 'HFHH', 'FFFH', 'FHFG']"
1,29,0,1.0,0.9165572373164391,"['SHFF', 'FHHF', 'FFHH', 'FFFG']"
1,29,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'HFFG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,47,0,1.0,0.9530650263643888,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,90,0,1.0,0.9559328248389055,"['SFHH', 'FFFH', 'HHFH', 'HHFG']"
1,98,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'HFFG']"
1,15,0,1.0,0.8006481694852418,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,26,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HHFF', 'FFFG']"
1,51,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,50,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HHHF', 'HHFG']"
1,40,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHFF', 'HFHG']"
1,14,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,27,0,1.0,0.9110661429076764,"['SHHH', 'FHFH', 'FFFF', 'HHFG']"
1,19,0,1.0,0.8974819010978248,"['SHHH', 'FHHH', 'FFHF', 'FFFG']"
1,72,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,84,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,26,0,0.0,0.0,"['SHFH', 'FFFH', 'FFHF', 'HFFG']"
1,55,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,95,0,1.0,0.9388545698794984,"['SFFH', 'FHFF', 'FFHF', 'FFHG']"
1,14,0,0.0,0.0,"['SHFF', 'FFHF', 'FHHH', 'FFFG']"
1,18,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'FFHH', 'FFFG']"
1,36,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HFHG']"
1,75,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHHF', 'FFFG']"
1,71,0,1.0,0.8631032605924442,"['SHFF', 'FHHH', 'FFFF', 'HHFG']"
1,21,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HFFF', 'HHHG']"
1,16,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFF', 'HFHG']"
1,58,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'HFFF', 'FFFG']"
1,58,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,30,0,1.0,0.9138075656044898,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,11,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHFF', 'HFHG']"
1,61,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFH', 'HHFG']"
1,44,0,1.0,0.93603800616986,"['SFFF', 'FHFH', 'HHFH', 'HFFG']"
1,44,0,1.0,0.9821344612135428,"['SHFH', 'FHFH', 'FFFF', 'FFFG']"
1,38,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'HFFH', 'FFFG']"
1,83,0,1.0,0.9588092525966956,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,69,0,1.0,0.860513950810667,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,10,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,85,0,1.0,0.9821344612135428,"['SHFH', 'FHHH', 'FFHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FHHG']"
1,72,0,1.0,0.8657003616774767,"['SFHF', 'HFFF', 'HHFF', 'FHHG']"
1,16,0,1.0,0.7653658663581259,"['SFHF', 'FHHF', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'FHFH', 'HFFG']"
1,63,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,79,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'FHFF', 'FFFG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHHF', 'FHHG']"
1,59,0,1.0,0.8225935318117279,"['SFHF', 'HFHF', 'HFFH', 'FHFG']"
1,19,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HHHG']"
1,53,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FFFF', 'HFFG']"
1,83,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHH', 'FHFF', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,13,0,1.0,0.9332298921513504,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,9,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FFFG']"
1,68,0,1.0,0.9559328248389055,"['SFHH', 'FFFF', 'HFHF', 'FFFG']"
1,18,0,1.0,0.8709180316048211,"['SFFF', 'HHFH', 'FFFH', 'HFFG']"
1,73,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,35,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHFG']"
1,20,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFF', 'FFFG']"
1,69,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,48,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FHHH', 'FHFF', 'FFFG']"
1,80,0,1.0,0.9674905716180701,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,97,0,1.0,0.79346393184295,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,59,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'HFFH', 'FFFG']"
1,97,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'FFHG']"
1,98,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,57,0,1.0,0.8400771692771434,"['SFFF', 'FFFH', 'HFHF', 'FFFG']"
1,83,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,67,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HFFF', 'HHHG']"
1,36,0,1.0,0.9248559951318693,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,75,0,1.0,0.9762504936564125,"['SFFH', 'HFHH', 'FFHF', 'FFFG']"
1,25,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'HFFG']"
1,91,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HHFF', 'HFFG']"
1,57,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,95,0,1.0,0.9645880999032158,"['SFFF', 'FHHH', 'FHFH', 'FFFG']"
1,77,0,1.0,0.9559328248389055,"['SFFF', 'FFFH', 'FHFF', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,16,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,36,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,36,0,1.0,0.9821344612135428,"['SHFH', 'FHHH', 'FFFH', 'FFFG']"
1,98,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHH', 'FFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFF', 'FHHG']"
1,90,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'FFFF', 'FHFG']"
1,16,0,1.0,0.8476834558136123,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,90,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,19,0,1.0,0.8947894553945313,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,97,0,1.0,0.9193151828650342,"['SFFH', 'HHFF', 'FHFH', 'FHFG']"
1,100,0,1.0,0.9674905716180701,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,95,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,80,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'HHFF', 'HHFG']"
1,99,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,20,0,1.0,0.8867604854519608,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,84,0,1.0,0.7863441585589971,"['SHHF', 'FHHH', 'FFFF', 'HHHG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,49,0,1.0,0.9388545698794984,"['SFFH', 'FFFH', 'FFFF', 'FFHG']"
1,97,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,56,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFFG']"
1,54,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,45,0,1.0,0.9416796087056153,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,28,0,1.0,0.857932408958235,"['SFFH', 'HFFH', 'FFFF', 'FHHG']"
1,78,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,57,0,1.0,0.9220814271464737,"['SFHF', 'FFHH', 'FHFF', 'FFFG']"
1,11,0,1.0,0.8300415167526705,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,65,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FFHH', 'HFFG']"
1,37,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,49,0,1.0,0.776950406379376,"['SFHF', 'HFHH', 'FFFF', 'HHHG']"
1,23,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HFHG']"
1,86,0,1.0,0.9559328248389055,"['SFHH', 'FFFF', 'HFHF', 'FFFG']"
1,78,0,1.0,0.9388545698794984,"['SFFH', 'HFHH', 'FFHH', 'FFFG']"
1,41,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFHF', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FHFF', 'FFFG']"
1,29,0,1.0,0.857932408958235,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,93,0,1.0,0.9674905716180701,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,83,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHHG']"
1,18,0,1.0,0.9001824484431542,"['SFFH', 'FFFH', 'HHFF', 'FHFG']"
1,79,0,1.0,0.9674905716180701,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,90,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'FFHF', 'HHHG']"
