Temperature,Simulations,Return,Discounted Return,Map
1,16,0,1.0,0.9416796087056153,"['SFFF', 'FFFF', 'HHHF', 'HHFG']"
1,73,0,1.0,0.9445131481500655,"['SFHF', 'HFHF', 'HFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HHFG']"
1,34,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,87,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,63,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFHH', 'FFFG']"
1,70,0,1.0,0.857932408958235,"['SHFH', 'FFHH', 'HFFF', 'FHFG']"
1,36,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'HFHF', 'FHFG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFH', 'HHFG']"
1,98,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,91,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFH', 'HHFG']"
1,70,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'FHFF', 'FHFG']"
1,31,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,40,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'FHFF', 'FFFG']"
1,82,0,1.0,0.9645880999032158,"['SHHF', 'FFHF', 'FFFF', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,63,0,1.0,0.8400771692771434,"['SFFH', 'FHFF', 'FHFH', 'FHFG']"
1,56,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFHG']"
1,27,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,54,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,48,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'FHHG']"
1,100,0,1.0,0.9165572373164391,"['SFFF', 'HFFH', 'FFHF', 'HFFG']"
1,78,0,1.0,0.8974819010978248,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,41,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHHF', 'FFFG']"
1,16,0,1.0,0.8814479033836181,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,51,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,65,0,1.0,0.8631032605924442,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,45,0,1.0,0.9473552137914398,"['SFFF', 'FFHH', 'FFHH', 'HFFG']"
1,26,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'HFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,63,0,1.0,0.93603800616986,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,12,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,14,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,24,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'HFFG']"
1,93,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FHHF', 'FHFG']"
1,25,0,1.0,0.9248559951318693,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,28,0,1.0,0.9276389118674717,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,39,0,1.0,0.9445131481500655,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,44,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'FHFG']"
1,98,0,1.0,0.9276389118674717,"['SFFH', 'HFHF', 'FFFF', 'FHFG']"
1,60,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHHF', 'HHFG']"
1,82,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,5,0,1.0,0.90289112180858,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,12,0,1.0,0.9416796087056153,"['SFFH', 'HFFH', 'FFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,54,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,81,0,1.0,0.9138075656044898,"['SHHH', 'FFFF', 'FFHF', 'FHFG']"
1,73,0,1.0,0.9276389118674717,"['SFFH', 'FFFF', 'HFHF', 'HFHG']"
1,26,0,1.0,0.9220814271464737,"['SHFF', 'FFFH', 'HFFF', 'HHFG']"
1,71,0,1.0,0.9083329444789534,"['SHFH', 'FFFF', 'FHHF', 'FHHG']"
1,58,0,1.0,0.9083329444789534,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,66,0,1.0,0.9821344612135428,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,37,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,11,0,0.0,0.0,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,48,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHH', 'HFFG']"
1,76,0,1.0,0.9502058312852957,"['SFHH', 'HFHF', 'FFHF', 'HFFG']"
1,69,0,1.0,0.9276389118674717,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,86,0,1.0,0.9502058312852957,"['SHFH', 'FHFH', 'FFFF', 'HHFG']"
1,87,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'FHHG']"
1,60,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHFG']"
1,95,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHH', 'HFFG']"
1,46,0,1.0,0.803057341509771,"['SHHF', 'FFHF', 'HFHH', 'FFFG']"
1,37,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HFFF', 'FHFG']"
1,39,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,9,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,58,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,88,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'FHFG']"
1,89,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HHHF', 'HHHG']"
1,9,0,1.0,0.8103284404851119,"['SFFF', 'FFFH', 'HFFH', 'HFFG']"
1,16,0,0.0,0.0,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,61,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,21,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,39,0,1.0,0.8127667407072335,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,71,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9332298921513504,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,58,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,60,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,54,0,1.0,0.9473552137914398,"['SFHF', 'FHFF', 'FHHH', 'FFFG']"
1,91,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FHFF', 'FFFG']"
1,51,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'HFFF', 'FFFG']"
1,94,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,76,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFF', 'FHHG']"
1,53,0,1.0,0.9502058312852957,"['SFFF', 'HFFH', 'FFFF', 'FHHG']"
1,72,0,1.0,0.9704017769489168,"['SHHF', 'FHHF', 'FFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,39,0,1.0,0.9056079456455165,"['SFFF', 'FHFH', 'FHFF', 'FFHG']"
1,77,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,64,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FFFF', 'HFFG']"
1,52,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,11,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,51,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'FFHF', 'FFHG']"
1,83,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'HFHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,35,0,1.0,0.8947894553945313,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,58,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'HHFG']"
1,64,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'HFFF', 'HFFG']"
1,16,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,10,0,1.0,0.93603800616986,"['SFFH', 'FHHH', 'FFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFHG']"
1,55,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,79,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,18,0,1.0,0.9445131481500655,"['SFFH', 'HFHH', 'HFFF', 'HFFG']"
1,98,0,1.0,0.9821344612135428,"['SHFF', 'FFHF', 'FFFF', 'HFFG']"
1,37,0,1.0,0.9056079456455165,"['SFFH', 'HHFH', 'FFFH', 'HHFG']"
1,78,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FHFF', 'HHHG']"
1,58,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,32,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HFHG']"
1,46,0,1.0,0.837556937769312,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,60,0,1.0,0.8657003616774767,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,36,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HHFG']"
1,65,0,1.0,0.9762504936564125,"['SHHF', 'FHHF', 'FHHH', 'FFFG']"
1,51,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFHG']"
1,41,0,1.0,0.9762504936564125,"['SHHF', 'FHHF', 'FFFF', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHFF', 'FFFG']"
1,32,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,89,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'HFFF', 'FFFG']"
1,38,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHHF', 'HHHG']"
1,4,0,1.0,0.8152123778407558,"['SFFF', 'FHFF', 'HHFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,89,0,1.0,0.9220814271464737,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,86,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FFFG']"
1,74,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHHF', 'HHHG']"
1,54,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,91,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,80,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHHG']"
1,77,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,37,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'FFFF', 'HFFG']"
1,52,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HFFF', 'FHHG']"
1,26,0,1.0,0.8275513922024125,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,12,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,47,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FFFG']"
1,8,0,1.0,0.9559328248389055,"['SFHH', 'FHHH', 'FFFH', 'FFFG']"
1,31,0,1.0,0.9645880999032158,"['SHHH', 'FHHF', 'FFHF', 'FFFG']"
1,64,0,1.0,0.9674905716180701,"['SFFH', 'FHHF', 'FHFF', 'FFFG']"
1,39,0,1.0,0.9445131481500655,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,77,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,95,0,1.0,0.9502058312852957,"['SFHF', 'FHHH', 'FFFF', 'FHFG']"
1,72,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'HFHF', 'FHHG']"
1,27,0,0.0,0.0,"['SFFH', 'FFHH', 'FHHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'HFFG']"
1,99,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'FFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFH', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,4,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,81,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HFFH', 'FFFG']"
1,34,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHF', 'FFFG']"
1,62,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,24,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHHG']"
1,47,0,1.0,0.8527925358961662,"['SFFH', 'HFFF', 'HHHF', 'FHFG']"
1,12,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,87,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HHFF', 'HFFG']"
1,54,0,1.0,0.9193151828650342,"['SFHH', 'HFFF', 'HHHF', 'FFFG']"
1,63,0,1.0,0.9332298921513504,"['SFFH', 'HFFF', 'FHHF', 'FFHG']"
1,48,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HHHF', 'HHHG']"
1,11,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'HFFG']"
1,37,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FHHG']"
1,36,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFHF', 'HHHG']"
1,35,0,1.0,0.9821344612135428,"['SFHH', 'FFHF', 'FFFF', 'HFFG']"
1,94,0,1.0,0.9559328248389055,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,45,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HFFG']"
1,25,0,1.0,0.9276389118674717,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FHFG']"
1,8,0,1.0,0.8502341582884777,"['SFFF', 'FFHH', 'FFHH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SHHF', 'FHFF', 'FFFF', 'FHHG']"
1,95,0,1.0,0.9445131481500655,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'HFFG']"
1,5,0,1.0,0.8709180316048211,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,6,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,32,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,50,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HFHF', 'HHFG']"
1,61,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FHHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHH', 'HFFG']"
1,22,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFF', 'FFHG']"
1,62,0,1.0,0.9388545698794984,"['SFFH', 'FFHF', 'FFFF', 'HFHG']"
1,60,0,1.0,0.9332298921513504,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,29,0,1.0,0.8814479033836181,"['SHFH', 'FFFF', 'HFFF', 'FFHG']"
1,44,0,1.0,0.9530650263643888,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFFG']"
1,37,0,1.0,0.8300415167526705,"['SFHF', 'FFFF', 'HHHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,89,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFH', 'FHFG']"
1,19,0,1.0,0.9165572373164391,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,72,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'HFFF', 'HHFG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'HFFF', 'HFHG']"
1,100,0,1.0,0.9276389118674717,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,55,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HHFF', 'FHFG']"
1,77,0,1.0,0.9530650263643888,"['SFFH', 'HFHH', 'FFFF', 'FHFG']"
1,22,0,1.0,0.8006481694852418,"['SHHF', 'FHFH', 'FHFF', 'FFFG']"
1,97,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,70,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,36,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHFG']"
1,95,0,1.0,0.9388545698794984,"['SFHH', 'FFHH', 'FFFF', 'FHHG']"
1,54,0,1.0,0.9559328248389055,"['SFHF', 'FFHF', 'FFFF', 'HFFG']"
1,39,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHHF', 'FHHG']"
1,55,0,1.0,0.9165572373164391,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,84,0,1.0,0.9473552137914398,"['SHFF', 'FHHF', 'FFFF', 'FHHG']"
1,99,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,74,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,58,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,16,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'HFHG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'HHFG']"
1,55,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SHFF', 'FHHF', 'FHFF', 'FFFG']"
1,90,0,1.0,0.8974819010978248,"['SHHF', 'FHFH', 'FFFH', 'HHFG']"
1,33,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FFHF', 'FHFG']"
1,55,0,1.0,0.8894287717672626,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,71,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'HFFF', 'FHFG']"
1,19,0,1.0,0.884100203995605,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
1,4,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FFHG']"
1,62,0,1.0,0.860513950810667,"['SFHF', 'FHHF', 'FFFH', 'HHFG']"
1,90,0,1.0,0.9388545698794984,"['SHFF', 'FFHH', 'FHFH', 'FFFG']"
1,82,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFF', 'HFHG']"
1,38,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'HFFF', 'HHFG']"
1,49,0,1.0,0.9821344612135428,"['SHHH', 'FHFF', 'FFFH', 'FFFG']"
1,28,0,1.0,0.9110661429076764,"['SFHF', 'HFFH', 'FFFF', 'HFFG']"
1,52,0,1.0,0.9791880578299021,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HHFF', 'FHFG']"
1,24,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,77,0,1.0,0.9473552137914398,"['SHHF', 'FHHH', 'FFFF', 'HFHG']"
1,99,0,1.0,0.9248559951318693,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,88,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,66,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFH', 'HFFG']"
1,77,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFF', 'HHFG']"
1,93,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFF', 'FHHG']"
1,62,0,1.0,0.9445131481500655,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,81,0,1.0,0.9559328248389055,"['SHFF', 'FFFF', 'FHFF', 'HHHG']"
1,55,0,1.0,0.9220814271464737,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,92,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FHHH', 'FFFG']"
1,39,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,38,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,96,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,70,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,72,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'FFHH', 'HFFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FFHG']"
1,30,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'FFHG']"
1,36,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,97,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,74,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'FHFG']"
1,96,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'HHFG']"
1,30,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,54,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHF', 'HFFG']"
1,17,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,29,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,27,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'HHFF', 'HFFG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,30,0,1.0,0.9083329444789534,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,57,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHHG']"
1,48,0,1.0,0.9502058312852957,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,68,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,90,0,1.0,0.9762504936564125,"['SHFH', 'FHHH', 'FHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'HHHG']"
1,7,0,1.0,0.8921050870283477,"['SFFF', 'FHFH', 'FFFF', 'FHFG']"
1,27,0,1.0,0.8201257512162927,"['SFHF', 'FFFF', 'HHFH', 'FHFG']"
1,59,0,1.0,0.9674905716180701,"['SFHF', 'HFHH', 'FFFH', 'FFFG']"
1,67,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'FFFG']"
1,22,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,29,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9559328248389055,"['SFFF', 'FFFH', 'HFFF', 'FHFG']"
1,51,0,1.0,0.9083329444789534,"['SHHH', 'FHHH', 'FHFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,79,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HHFG']"
1,67,0,1.0,0.9588092525966956,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,66,0,1.0,0.9559328248389055,"['SFHF', 'FHHF', 'FHHH', 'FFFG']"
1,78,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,82,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,80,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFFF', 'HHFG']"
1,7,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,31,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,39,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFH', 'HHFG']"
1,14,0,1.0,0.8451404054461714,"['SFHH', 'FFFF', 'HFFH', 'HFFG']"
1,45,0,1.0,0.8974819010978248,"['SFFH', 'FFFH', 'FHFF', 'HHFG']"
