Temperature,Simulations,Return,Discounted Return,Map
1,15,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,17,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFFF', 'HHFG']"
1,31,0,1.0,0.9083329444789534,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,95,0,1.0,0.9762504936564125,"['SFHF', 'HFHF', 'HFFF', 'HFFG']"
1,61,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFF', 'HHFG']"
1,76,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHFH', 'HHFG']"
1,87,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,48,0,1.0,0.857932408958235,"['SHHF', 'FHHH', 'FHFF', 'FFFG']"
1,31,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,95,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HFFF', 'HHHG']"
1,10,0,0.0,0.0,"['SHFH', 'FHFH', 'FHFH', 'FFFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,68,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFHH', 'HFFG']"
1,48,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HFHG']"
1,38,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFH', 'FFFG']"
1,76,0,1.0,0.9674905716180701,"['SFHH', 'HFHH', 'HFFF', 'HFFG']"
1,62,0,1.0,0.9304302024748964,"['SFFF', 'FHFH', 'FFFF', 'FFHG']"
1,43,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,99,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HHFG']"
1,96,0,1.0,0.9674905716180701,"['SHHH', 'FFHF', 'FHHH', 'FFFG']"
1,53,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HHFF', 'HHHG']"
1,89,0,1.0,0.9704017769489168,"['SFHH', 'HFHH', 'HFFF', 'HHFG']"
1,96,0,1.0,0.9248559951318693,"['SFHH', 'HFFF', 'HHHF', 'HHFG']"
1,45,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,16,0,1.0,0.8553586117313603,"['SFHH', 'FHHH', 'FHFH', 'FFFG']"
1,25,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHF', 'FFFG']"
1,29,0,1.0,0.9588092525966956,"['SFFF', 'FFFH', 'HHFF', 'FFHG']"
1,65,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFFH', 'FFFG']"
1,61,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHF', 'HFFG']"
1,40,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,33,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHFG']"
1,32,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'FFFF', 'FFFG']"
1,39,0,1.0,0.9445131481500655,"['SHHF', 'FFHH', 'HFHH', 'HFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HFHG']"
1,7,0,0.0,0.0,"['SFFF', 'FFFF', 'HHFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFF', 'HHHF', 'FFHG']"
1,39,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,64,0,1.0,0.9416796087056153,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,64,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,86,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'HHFF', 'HFHG']"
1,20,0,1.0,0.8631032605924442,"['SFHF', 'HFFF', 'FHFF', 'FHFG']"
1,64,0,1.0,0.9248559951318693,"['SFFH', 'HFHF', 'FFHH', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SHHF', 'FHFF', 'FFFH', 'FFFG']"
1,94,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'FFFG']"
1,23,0,1.0,0.884100203995605,"['SFFF', 'HHFF', 'HHFH', 'FFFG']"
1,20,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,21,0,1.0,0.9220814271464737,"['SFFF', 'FHHF', 'HFFF', 'FHHG']"
1,28,0,1.0,0.8735386475474635,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,51,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,46,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,94,0,1.0,0.8527925358961662,"['SFHH', 'FFFF', 'FHHF', 'FHHG']"
1,34,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FHHF', 'FFHG']"
1,81,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'HFFH', 'FFFG']"
1,62,0,1.0,0.8426049842298329,"['SHHH', 'FFFF', 'HHHF', 'FFHG']"
1,26,0,1.0,0.7958514863018556,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,20,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'HFFF', 'FFFG']"
1,36,0,1.0,0.8502341582884777,"['SFFH', 'HFHH', 'HFFF', 'HFFG']"
1,87,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,72,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FFHG']"
1,80,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,38,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,2,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'FFFG']"
1,26,0,1.0,0.8974819010978248,"['SFFF', 'FHHF', 'FFFF', 'FHHG']"
1,44,0,1.0,0.8709180316048211,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,83,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,73,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'FFHF', 'FHHG']"
1,28,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,92,0,1.0,0.9473552137914398,"['SFHH', 'HFFH', 'FFFF', 'FHHG']"
1,62,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,91,0,1.0,0.9502058312852957,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,86,0,1.0,0.8947894553945313,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFH', 'HFFG']"
1,66,0,1.0,0.9674905716180701,"['SHFH', 'FFHH', 'FFFF', 'HHHG']"
1,17,0,1.0,0.93603800616986,"['SFFH', 'FFFF', 'FHFH', 'FHFG']"
1,61,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,33,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,25,0,1.0,0.857932408958235,"['SFFH', 'HHFH', 'FHFH', 'HHFG']"
1,92,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,7,0,1.0,0.8974819010978248,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,9,0,1.0,0.835044266956004,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,74,0,1.0,0.9416796087056153,"['SHFH', 'FFFH', 'HFFF', 'HHFG']"
1,79,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFHF', 'HFFG']"
1,35,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,77,0,1.0,0.8201257512162927,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,71,0,1.0,0.985089730404757,"['SFFH', 'FHFH', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'HHHF', 'HFHG']"
1,3,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,34,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFFF', 'HHFG']"
1,62,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'HHFG']"
1,100,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FHFF', 'HHHG']"
1,77,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,16,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'FHFF', 'HHHG']"
1,80,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'FFFF', 'FHFG']"
1,20,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,25,0,0.0,0.0,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,8,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FFFG']"
1,26,0,1.0,0.9138075656044898,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,98,0,1.0,0.9791880578299021,"['SFHH', 'HFHF', 'HFFH', 'FFFG']"
1,53,0,1.0,0.8947894553945313,"['SHHH', 'FFHF', 'FHHH', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SHHH', 'FHHH', 'FHFF', 'FFFG']"
1,64,0,1.0,0.93603800616986,"['SHFF', 'FFHF', 'HFFF', 'HFFG']"
1,85,0,1.0,0.9616943356035061,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,62,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FHFF', 'HFHG']"
1,42,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,98,0,1.0,0.9165572373164391,"['SFHH', 'HFHF', 'FFFF', 'HHHG']"
1,3,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHFG']"
1,42,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,61,0,1.0,0.9616943356035061,"['SFFH', 'FFHF', 'FFFF', 'HFHG']"
1,46,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,86,0,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,87,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,63,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FHFH', 'FFFG']"
1,62,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,93,0,1.0,0.9220814271464737,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,39,0,1.0,0.9056079456455165,"['SFHH', 'HFFH', 'HFHF', 'FFFG']"
1,44,0,1.0,0.9445131481500655,"['SHHH', 'FFHF', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHF', 'FFFG']"
1,80,0,1.0,0.9821344612135428,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,91,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFHF', 'HHHG']"
1,54,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FHFG']"
1,94,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'HFFH', 'FHFG']"
1,30,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFH', 'HHFG']"
1,14,0,1.0,0.9588092525966956,"['SHFF', 'FFFH', 'FHFF', 'FHFG']"
1,81,0,1.0,0.9001824484431542,"['SFHH', 'HFHF', 'FFFF', 'FHHG']"
1,28,0,1.0,0.9138075656044898,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,48,0,1.0,0.9193151828650342,"['SHHH', 'FFFH', 'HFFF', 'HFFG']"
1,12,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,69,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,57,0,1.0,0.9502058312852957,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,52,0,1.0,0.9502058312852957,"['SFHH', 'FFHF', 'FFFH', 'HFFG']"
1,51,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'FFFH', 'FHFG']"
1,81,0,1.0,0.9762504936564125,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,88,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFHH', 'FFFG']"
1,24,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'FFFG']"
1,66,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,54,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,74,0,1.0,0.9165572373164391,"['SFHF', 'FFHH', 'FFHF', 'HFFG']"
1,20,0,1.0,0.7887102894272789,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,57,0,1.0,0.9276389118674717,"['SFFF', 'HHHF', 'FHHF', 'HHFG']"
1,49,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'HFFG']"
1,88,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'HFHH', 'FFFG']"
1,61,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'HFFG']"
1,22,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FHHG']"
1,30,0,1.0,0.857932408958235,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HFHG']"
1,93,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FHFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFH', 'HFFG']"
1,52,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,21,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,15,0,1.0,0.8176653739626438,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,90,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFFH', 'FHFG']"
1,47,0,1.0,0.9502058312852957,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FHFG']"
1,85,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,69,0,1.0,0.985089730404757,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,69,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,67,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHHF', 'FHFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHFG']"
1,76,0,1.0,0.9056079456455165,"['SHHF', 'FHFF', 'FFFF', 'HFHG']"
1,24,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'FFFF', 'FFFG']"
1,22,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFH', 'FFFG']"
1,95,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHFF', 'HFFG']"
1,11,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'FHHG']"
1,55,0,1.0,0.9416796087056153,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,56,0,1.0,0.8176653739626438,"['SFFF', 'HFFH', 'HFHH', 'HFFG']"
1,18,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHF', 'HFFG']"
1,31,0,1.0,0.9193151828650342,"['SFFF', 'FFFF', 'FFHF', 'FHFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,64,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HFFF', 'FHHG']"
1,38,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,80,0,1.0,0.9559328248389055,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,98,0,1.0,0.8476834558136123,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,19,0,1.0,0.884100203995605,"['SHFH', 'FHHF', 'FHFF', 'FFFG']"
1,70,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,83,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'HFHF', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFFH', 'HFFG']"
1,36,0,1.0,0.7516921927868743,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,50,0,1.0,0.9674905716180701,"['SFHF', 'HFHH', 'HFFF', 'FFFG']"
1,21,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'HFFG']"
1,43,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'HFFF', 'FFHG']"
1,11,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,91,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,87,0,1.0,0.93603800616986,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,78,0,1.0,0.9056079456455165,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,88,0,1.0,0.8657003616774767,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,18,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'FFFG']"
1,47,0,1.0,0.9248559951318693,"['SFHF', 'HFFF', 'HFHF', 'HFHG']"
1,71,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHHF', 'FHFG']"
1,76,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,10,0,1.0,0.9138075656044898,"['SFFF', 'HHFF', 'FHFF', 'FHFG']"
1,71,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HFHH', 'FFFG']"
1,21,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,25,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,24,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'HFFF', 'FFHG']"
1,77,0,1.0,0.9416796087056153,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HHHG']"
1,44,0,1.0,0.8631032605924442,"['SHFH', 'FFHF', 'FFHF', 'HFFG']"
1,76,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FHFG']"
1,14,0,1.0,0.8527925358961662,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,50,0,1.0,0.9530650263643888,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'HFFF', 'HHFG']"
1,36,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HFFF', 'FFFG']"
1,30,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HHFF', 'HHHG']"
1,8,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFFF', 'HHFH', 'FHFG']"
1,7,0,1.0,0.8078974551636565,"['SFFF', 'FFFH', 'HFFF', 'HHFG']"
1,75,0,1.0,0.9502058312852957,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHHF', 'FHFG']"
1,29,0,1.0,0.93603800616986,"['SFFH', 'FFHF', 'FFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,89,0,1.0,0.9645880999032158,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,30,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FFHG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,33,0,1.0,0.7958514863018556,"['SFFH', 'HHFF', 'FHFH', 'HHFG']"
1,36,0,1.0,0.9165572373164391,"['SFHF', 'HFHH', 'FFFH', 'HFFG']"
1,45,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,77,0,1.0,0.9559328248389055,"['SFHH', 'FHHH', 'FFHH', 'FFFG']"
1,52,0,1.0,0.776950406379376,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,2,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HHFG']"
1,31,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'HFFF', 'HFFG']"
1,61,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFHF', 'HFHG']"
1,22,0,1.0,0.9388545698794984,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,58,0,1.0,0.9821344612135428,"['SFHF', 'FHHF', 'FFFF', 'FFFG']"
1,74,0,1.0,0.985089730404757,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,39,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'FFFH', 'HHFG']"
1,56,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'HFFG']"
1,84,0,1.0,0.9588092525966956,"['SHFF', 'FFFH', 'FFFF', 'HHHG']"
1,73,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'FHFG']"
1,25,0,1.0,0.7699788094052729,"['SFFF', 'HHFH', 'FHFF', 'FFFG']"
1,32,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,92,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,83,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,42,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,12,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,58,0,1.0,0.9674905716180701,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,31,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,58,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'HHFF', 'FFHG']"
1,85,0,1.0,0.884100203995605,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,67,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,52,0,1.0,0.985089730404757,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,39,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,54,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFH', 'HFFG']"
1,56,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,81,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HFFF', 'FHHG']"
1,33,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFFF', 'FFFG']"
1,81,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFFF', 'HFFF', 'HFHH', 'HFFG']"
1,44,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HHHF', 'HFHG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'HHFG']"
1,36,0,1.0,0.9645880999032158,"['SHHF', 'FHHF', 'FFFH', 'FFFG']"
1,91,0,1.0,0.9791880578299021,"['SHHF', 'FHFH', 'FFFF', 'HFFG']"
1,23,0,1.0,0.9304302024748964,"['SFFH', 'FHHF', 'FFFH', 'FFFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,20,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFFG']"
1,65,0,1.0,0.8275513922024125,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,48,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,27,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,95,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FHFF', 'HHFG']"
1,29,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFHF', 'HFFG']"
1,88,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,74,0,1.0,0.884100203995605,"['SFHF', 'HFFH', 'HHFH', 'HFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HFHF', 'FFFG']"
1,22,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFF', 'FHHG']"
1,51,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,50,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FFHF', 'FHFG']"
1,78,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,41,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFHH', 'HFFG']"
1,16,0,1.0,0.8974819010978248,"['SHHH', 'FFFF', 'FHFH', 'FFFG']"
1,40,0,1.0,0.9110661429076764,"['SFFF', 'FHHF', 'HHHF', 'HHHG']"
1,93,0,1.0,0.9138075656044898,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,48,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,81,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFFH', 'FHFG']"
1,77,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,72,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'FFHG']"
1,50,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HFHG']"
