Temperature,Simulations,Return,Discounted Return
1,1,0.0,0.0
1,81,1.0,0.9674905716180701
1,86,1.0,0.985089730404757
1,71,1.0,0.9704017769489168
1,71,1.0,0.9530650263643888
1,44,1.0,0.9473552137914398
1,15,1.0,0.8894287717672626
1,3,0.0,0.0
1,76,1.0,0.9762504936564125
1,52,1.0,0.9502058312852957
1,16,1.0,0.9559328248389055
1,79,1.0,0.9502058312852957
1,93,1.0,0.9821344612135428
1,78,1.0,0.9821344612135428
1,49,1.0,0.9416796087056153
1,22,1.0,0.8426049842298329
1,44,1.0,0.9138075656044898
1,84,1.0,0.985089730404757
1,60,1.0,0.9791880578299021
1,7,0.0,0.0
1,60,1.0,0.9388545698794984
1,9,1.0,0.8127667407072335
1,66,1.0,0.93603800616986
1,55,1.0,0.9588092525966956
1,13,0.0,0.0
1,77,1.0,0.9733217421754432
1,53,1.0,0.9762504936564125
1,39,1.0,0.9388545698794984
1,51,1.0,0.9733217421754432
1,3,0.0,0.0
1,29,1.0,0.9193151828650342
1,57,1.0,0.9276389118674717
1,59,1.0,0.9248559951318693
1,33,1.0,0.8947894553945313
1,84,1.0,0.9821344612135428
1,94,1.0,0.9445131481500655
1,34,1.0,0.8476834558136123
1,46,1.0,0.9821344612135428
1,46,1.0,0.9762504936564125
1,45,1.0,0.8657003616774767
1,77,1.0,0.9616943356035061
1,79,1.0,0.9248559951318693
1,65,1.0,0.9645880999032158
1,14,1.0,0.767668872977057
1,65,1.0,0.9110661429076764
1,75,1.0,0.9704017769489168
1,85,1.0,0.9821344612135428
1,3,0.0,0.0
1,55,1.0,0.9645880999032158
1,41,1.0,0.8788035596734672
1,31,1.0,0.9304302024748964
1,12,0.0,0.0
1,63,1.0,0.9645880999032158
1,43,1.0,0.9388545698794984
1,32,1.0,0.8709180316048211
1,59,1.0,0.9791880578299021
1,74,1.0,0.9733217421754432
1,75,1.0,0.9616943356035061
1,7,0.0,0.0
1,4,0.0,0.0
1,57,1.0,0.9138075656044898
1,51,1.0,0.9616943356035061
1,25,1.0,0.9733217421754432
1,25,1.0,0.9220814271464737
1,35,1.0,0.8451404054461714
1,77,1.0,0.9762504936564125
1,60,1.0,0.9645880999032158
1,45,1.0,0.9473552137914398
1,62,1.0,0.9762504936564125
1,88,1.0,0.985089730404757
1,28,1.0,0.9056079456455165
1,71,1.0,0.9276389118674717
1,54,1.0,0.9704017769489168
1,87,1.0,0.9304302024748964
1,89,1.0,0.9762504936564125
1,23,1.0,0.8451404054461714
1,39,1.0,0.8127667407072335
1,72,1.0,0.985089730404757
1,64,1.0,0.9645880999032158
1,53,1.0,0.9616943356035061
1,15,0.0,0.0
1,73,1.0,0.9416796087056153
1,65,1.0,0.9674905716180701
1,99,1.0,0.9733217421754432
1,95,1.0,0.985089730404757
1,83,1.0,0.9791880578299021
1,72,1.0,0.9704017769489168
1,85,1.0,0.9416796087056153
1,58,1.0,0.9473552137914398
1,11,0.0,0.0
1,97,1.0,0.9645880999032158
1,73,1.0,0.9791880578299021
1,51,1.0,0.9445131481500655
1,46,1.0,0.9645880999032158
1,77,1.0,0.9056079456455165
1,45,1.0,0.9821344612135428
1,99,1.0,0.9821344612135428
1,76,1.0,0.9821344612135428
1,19,1.0,0.9193151828650342
1,64,1.0,0.9276389118674717
