Temperature,Simulations,Return,Discounted Return
1,52,0.0,0.0
1,14,1.0,0.9193151828650342
1,43,1.0,0.9733217421754432
1,11,1.0,0.8006481694852418
1,75,1.0,0.9616943356035061
1,22,1.0,0.8761671489944468
1,91,1.0,0.9588092525966956
1,51,1.0,0.9248559951318693
1,39,1.0,0.985089730404757
1,62,1.0,0.9388545698794984
1,18,1.0,0.9388545698794984
1,24,1.0,0.9388545698794984
1,14,1.0,0.884100203995605
1,96,1.0,0.9588092525966956
1,78,1.0,0.985089730404757
1,55,1.0,0.8078974551636565
1,93,1.0,0.9530650263643888
1,73,1.0,0.9674905716180701
1,53,1.0,0.8814479033836181
1,10,0.0,0.0
1,42,1.0,0.9276389118674717
1,22,1.0,0.9001824484431542
1,79,1.0,0.9791880578299021
1,96,1.0,0.9733217421754432
1,31,1.0,0.8788035596734672
1,100,1.0,0.9588092525966956
1,10,0.0,0.0
1,40,1.0,0.9645880999032158
1,29,1.0,0.9616943356035061
1,51,1.0,0.9704017769489168
1,78,1.0,0.9645880999032158
1,11,1.0,0.7539540549517295
1,69,1.0,0.9791880578299021
1,87,1.0,0.9704017769489168
1,37,1.0,0.9001824484431542
1,51,1.0,0.8683052775100066
1,26,1.0,0.9304302024748964
1,8,1.0,0.798246224976786
1,34,1.0,0.9704017769489168
1,68,1.0,0.9616943356035061
1,23,0.0,0.0
1,48,1.0,0.9473552137914398
1,14,1.0,0.8921050870283477
1,77,1.0,0.9416796087056153
1,18,1.0,0.8683052775100066
1,82,1.0,0.9588092525966956
1,21,0.0,0.0
1,55,1.0,0.9674905716180701
1,78,1.0,0.9473552137914398
1,82,1.0,0.9502058312852957
1,94,1.0,0.9733217421754432
1,70,1.0,0.9791880578299021
1,21,1.0,0.9588092525966956
1,30,1.0,0.8631032605924442
1,39,1.0,0.9332298921513504
1,23,1.0,0.7910835400474212
1,74,1.0,0.9704017769489168
1,49,1.0,0.9001824484431542
1,17,1.0,0.8631032605924442
1,65,1.0,0.8735386475474635
1,12,0.0,0.0
1,2,0.0,0.0
1,52,1.0,0.9821344612135428
1,97,1.0,0.9674905716180701
1,29,1.0,0.860513950810667
1,40,1.0,0.8476834558136123
1,10,0.0,0.0
1,41,1.0,0.8078974551636565
1,4,0.0,0.0
1,73,1.0,0.9165572373164391
1,53,1.0,0.8527925358961662
1,10,1.0,0.9001824484431542
1,70,1.0,0.9165572373164391
1,42,1.0,0.8152123778407558
1,75,1.0,0.9674905716180701
1,64,1.0,0.93603800616986
1,75,1.0,0.8894287717672626
1,93,1.0,0.985089730404757
1,33,1.0,0.9674905716180701
1,81,1.0,0.93603800616986
1,85,1.0,0.9502058312852957
1,61,1.0,0.9165572373164391
1,48,1.0,0.9588092525966956
1,4,0.0,0.0
1,42,1.0,0.9588092525966956
1,16,1.0,0.7516921927868743
1,91,1.0,0.9276389118674717
1,39,1.0,0.9165572373164391
1,11,0.0,0.0
1,3,0.0,0.0
1,63,1.0,0.9559328248389055
1,69,1.0,0.93603800616986
1,20,1.0,0.9332298921513504
1,37,1.0,0.860513950810667
1,34,1.0,0.9138075656044898
1,76,1.0,0.9645880999032158
1,10,1.0,0.9416796087056153
1,53,1.0,0.9502058312852957
1,95,1.0,0.9645880999032158
1,25,0.0,0.0
1,20,0.0,0.0
1,9,0.0,0.0
1,16,1.0,0.9616943356035061
1,69,1.0,0.9083329444789534
1,76,1.0,0.9762504936564125
1,72,1.0,0.9445131481500655
1,93,1.0,0.8921050870283477
1,8,1.0,0.8275513922024125
1,13,1.0,0.7699788094052729
1,20,1.0,0.7958514863018556
1,46,1.0,0.8788035596734672
1,8,0.0,0.0
1,60,1.0,0.8867604854519608
1,76,1.0,0.985089730404757
1,14,0.0,0.0
1,37,1.0,0.9138075656044898
1,52,1.0,0.9276389118674717
1,40,1.0,0.9645880999032158
1,13,1.0,0.9083329444789534
1,10,0.0,0.0
1,23,1.0,0.9616943356035061
1,68,1.0,0.985089730404757
1,79,1.0,0.9332298921513504
1,10,0.0,0.0
1,44,1.0,0.9645880999032158
1,25,1.0,0.90289112180858
1,46,1.0,0.9821344612135428
1,40,1.0,0.9445131481500655
1,11,0.0,0.0
1,24,1.0,0.8275513922024125
1,88,1.0,0.9791880578299021
1,88,1.0,0.9473552137914398
1,23,1.0,0.8451404054461714
1,15,1.0,0.7792882711929549
1,92,1.0,0.9674905716180701
1,90,1.0,0.9704017769489168
1,46,1.0,0.860513950810667
1,39,1.0,0.7958514863018556
1,2,0.0,0.0
1,1,0.0,0.0
1,46,1.0,0.9821344612135428
1,51,1.0,0.9001824484431542
1,28,1.0,0.837556937769312
1,46,1.0,0.9083329444789534
1,39,1.0,0.837556937769312
1,14,0.0,0.0
1,15,0.0,0.0
1,72,1.0,0.9674905716180701
1,2,0.0,0.0
1,17,1.0,0.90289112180858
1,92,1.0,0.9704017769489168
1,28,0.0,0.0
1,60,1.0,0.9473552137914398
1,34,1.0,0.8152123778407558
1,37,1.0,0.9083329444789534
1,85,1.0,0.9645880999032158
1,54,1.0,0.9821344612135428
1,46,1.0,0.9645880999032158
1,96,1.0,0.9762504936564125
1,74,1.0,0.9733217421754432
1,85,1.0,0.9791880578299021
1,35,1.0,0.9473552137914398
1,34,1.0,0.9530650263643888
1,74,1.0,0.9791880578299021
1,5,0.0,0.0
1,34,1.0,0.8947894553945313
1,87,1.0,0.9733217421754432
1,57,1.0,0.9645880999032158
1,46,1.0,0.9821344612135428
1,16,1.0,0.7887102894272789
1,81,1.0,0.9616943356035061
1,82,1.0,0.985089730404757
1,8,0.0,0.0
1,52,1.0,0.9704017769489168
1,41,1.0,0.9559328248389055
