Temperature,Simulations,Return,Discounted Return
1,1,0.0,0.0
1,61,1.0,0.9791880578299021
1,17,1.0,0.7910835400474212
1,61,1.0,0.9704017769489168
1,69,1.0,0.8867604854519608
1,27,0.0,0.0
1,53,1.0,0.9762504936564125
1,81,1.0,0.9559328248389055
1,89,1.0,0.9762504936564125
1,85,1.0,0.9530650263643888
1,27,1.0,0.9530650263643888
1,9,0.0,0.0
1,74,1.0,0.9110661429076764
1,18,1.0,0.9138075656044898
1,55,1.0,0.9138075656044898
1,15,1.0,0.8275513922024125
1,69,1.0,0.9704017769489168
1,100,1.0,0.9502058312852957
1,16,0.0,0.0
1,25,1.0,0.8683052775100066
1,62,1.0,0.9332298921513504
1,41,1.0,0.8631032605924442
1,83,1.0,0.9674905716180701
1,14,1.0,0.8426049842298329
1,22,1.0,0.8814479033836181
1,33,1.0,0.8127667407072335
1,77,1.0,0.9733217421754432
1,64,1.0,0.9332298921513504
1,63,1.0,0.9791880578299021
1,34,1.0,0.9248559951318693
1,52,1.0,0.9473552137914398
1,21,1.0,0.9616943356035061
1,69,1.0,0.9704017769489168
1,99,1.0,0.9445131481500655
1,37,1.0,0.798246224976786
1,27,1.0,0.9674905716180701
1,6,0.0,0.0
1,56,1.0,0.9791880578299021
1,3,0.0,0.0
1,19,1.0,0.8451404054461714
1,67,1.0,0.9559328248389055
1,47,1.0,0.9733217421754432
1,52,1.0,0.9616943356035061
1,74,1.0,0.9791880578299021
1,2,0.0,0.0
1,6,0.0,0.0
1,63,1.0,0.9674905716180701
1,6,0.0,0.0
1,40,1.0,0.9588092525966956
1,61,1.0,0.9559328248389055
1,95,1.0,0.9304302024748964
1,67,1.0,0.9821344612135428
1,64,1.0,0.9762504936564125
1,37,1.0,0.8103284404851119
1,40,1.0,0.9704017769489168
1,4,0.0,0.0
1,35,1.0,0.9304302024748964
1,43,1.0,0.9616943356035061
1,75,1.0,0.9821344612135428
1,13,0.0,0.0
1,99,1.0,0.985089730404757
1,18,0.0,0.0
1,57,1.0,0.93603800616986
1,30,1.0,0.9083329444789534
1,3,0.0,0.0
1,69,1.0,0.9791880578299021
1,14,0.0,0.0
1,90,1.0,0.9645880999032158
1,95,1.0,0.9674905716180701
1,82,1.0,0.985089730404757
1,69,1.0,0.93603800616986
