train_sizes,train_mean,train_std,test_mean,test_std
158,0.1928293971149565,0.35844396380089066,-2.8290904664704035,4.440390397733999
1726,0.6260167664279459,0.06637457113096738,-1.7430319972365826,1.473596073465756
3294,0.6350672739534152,0.05202422592294795,-1.972950243458707,0.8288785582338131
4862,0.6528736528185506,0.06111099256144969,-1.8317567020222583,0.9015986980487737
6431,0.6224442230390934,0.11203761139635418,-2.0317929513866337,0.9731714784550313
7999,0.7447761248135422,0.0786529504748068,-1.7662993836149194,0.7807017702739024
9567,0.7340303555394295,0.03308481658327112,-1.7423094254066527,0.7685914064219783
11135,0.7202405999356981,0.031749331695552406,0.5124576739330953,0.11433753687387149
12703,0.7507254338854134,0.08133817718828948,0.5888522505080995,0.09908243388576127
14271,0.813755166826072,0.08850297391003614,0.6012828811730946,0.10212750669703034
15840,0.8750431512689414,0.08557551396004594,0.6024144370628174,0.10493537661955861
31680,0.9179993408133271,0.010440373794271294,0.6449766695319519,0.011581321185315562
47520,0.8951868390583048,0.02085389604367973,0.6643476828088104,0.011362301974282315
63360,0.87348227961092,0.012786690288947945,0.6756465674051679,0.009845144838718605
79200,0.8518696417012308,0.010980475254671208,0.6967220172020945,0.013229359187277535
95040,0.8381264724281076,0.008508666449756227,0.7009476036419662,0.008756132341957
110880,0.8127538142896663,0.01834501619837606,0.7134555625592781,0.00749711130924957
126720,0.8064929273072945,0.01394167069564329,0.7200544146633443,0.012001225596895019
142560,0.7888195362597601,0.014654612356803215,0.7292737716151818,0.01175941228441401
158400,0.7744562048506006,0.010774419807912678,0.7388377511634032,0.0063066608235468466
