Temperature,Simulations,Return,Discounted Return
1,46,1.0,0.985089730404757
1,17,1.0,0.9276389118674717
1,21,1.0,0.835044266956004
1,21,0.0,0.0
1,26,1.0,0.9530650263643888
1,56,1.0,0.9704017769489168
1,80,1.0,0.9704017769489168
1,26,1.0,0.8127667407072335
1,48,1.0,0.9304302024748964
1,60,1.0,0.9762504936564125
1,100,1.0,0.9821344612135428
1,26,1.0,0.8814479033836181
1,50,1.0,0.9674905716180701
1,98,1.0,0.9791880578299021
1,56,1.0,0.9704017769489168
1,43,1.0,0.8683052775100066
1,78,1.0,0.9674905716180701
1,53,1.0,0.9445131481500655
1,32,1.0,0.9332298921513504
1,11,1.0,0.9704017769489168
1,45,1.0,0.8974819010978248
1,97,1.0,0.9530650263643888
1,17,0.0,0.0
1,53,1.0,0.9559328248389055
1,57,1.0,0.9821344612135428
1,23,1.0,0.9110661429076764
1,99,1.0,0.9733217421754432
1,90,1.0,0.985089730404757
1,39,1.0,0.8867604854519608
1,46,1.0,0.9502058312852957
1,31,1.0,0.9704017769489168
1,4,0.0,0.0
1,44,1.0,0.9762504936564125
1,34,1.0,0.9110661429076764
1,69,1.0,0.985089730404757
1,47,1.0,0.9733217421754432
1,61,1.0,0.9674905716180701
1,69,1.0,0.9674905716180701
1,44,1.0,0.9445131481500655
1,84,1.0,0.9762504936564125
1,14,1.0,0.79346393184295
1,29,1.0,0.9248559951318693
1,51,1.0,0.9791880578299021
1,67,1.0,0.9502058312852957
1,64,1.0,0.9762504936564125
1,23,1.0,0.8553586117313603
1,24,1.0,0.803057341509771
1,64,1.0,0.9559328248389055
1,81,1.0,0.9733217421754432
1,83,1.0,0.9588092525966956
1,73,1.0,0.9056079456455165
1,42,1.0,0.9110661429076764
1,54,1.0,0.9733217421754432
1,99,1.0,0.9791880578299021
1,40,1.0,0.985089730404757
1,62,1.0,0.9165572373164391
1,53,1.0,0.9733217421754432
1,7,0.0,0.0
1,69,1.0,0.9674905716180701
1,35,1.0,0.9588092525966956
1,72,1.0,0.9704017769489168
1,12,0.0,0.0
1,39,1.0,0.837556937769312
1,82,1.0,0.985089730404757
1,66,1.0,0.9559328248389055
1,89,1.0,0.9530650263643888
1,59,1.0,0.9674905716180701
1,62,1.0,0.9762504936564125
1,39,1.0,0.8735386475474635
1,95,1.0,0.9674905716180701
1,45,1.0,0.93603800616986
1,84,1.0,0.985089730404757
1,12,0.0,0.0
1,62,1.0,0.985089730404757
1,51,1.0,0.9791880578299021
1,70,1.0,0.9791880578299021
1,29,1.0,0.8657003616774767
1,34,1.0,0.9791880578299021
1,6,0.0,0.0
1,74,1.0,0.9791880578299021
1,65,1.0,0.9674905716180701
1,98,1.0,0.9733217421754432
1,95,1.0,0.9704017769489168
1,71,1.0,0.9502058312852957
1,33,1.0,0.93603800616986
1,84,1.0,0.9445131481500655
1,53,1.0,0.9674905716180701
1,24,1.0,0.8761671489944468
1,86,1.0,0.9645880999032158
1,95,1.0,0.9791880578299021
1,45,1.0,0.7863441585589971
1,19,1.0,0.8127667407072335
1,39,1.0,0.8947894553945313
1,9,0.0,0.0
1,4,0.0,0.0
1,91,1.0,0.9791880578299021
1,26,1.0,0.8127667407072335
1,98,1.0,0.9588092525966956
1,100,1.0,0.9416796087056153
1,77,1.0,0.9445131481500655
