Temperature,Simulations,Return,Discounted Return
1,97,1.0,0.9733217421754432
1,67,1.0,0.9821344612135428
1,69,1.0,0.9733217421754432
1,41,1.0,0.8400771692771434
1,5,0.0,0.0
1,43,1.0,0.9445131481500655
1,18,1.0,0.9674905716180701
1,93,1.0,0.9674905716180701
1,9,0.0,0.0
1,81,1.0,0.9791880578299021
1,54,1.0,0.9762504936564125
1,30,1.0,0.8814479033836181
1,12,1.0,0.8553586117313603
1,98,1.0,0.9821344612135428
1,41,1.0,0.9001824484431542
1,18,1.0,0.93603800616986
1,64,1.0,0.9733217421754432
1,30,1.0,0.9138075656044898
1,22,1.0,0.884100203995605
1,39,1.0,0.9276389118674717
1,83,1.0,0.985089730404757
1,69,1.0,0.9821344612135428
1,75,1.0,0.884100203995605
1,17,1.0,0.9674905716180701
1,31,1.0,0.9559328248389055
1,33,1.0,0.9220814271464737
1,5,0.0,0.0
1,63,1.0,0.9193151828650342
1,6,0.0,0.0
1,17,1.0,0.8325391341551359
1,4,0.0,0.0
1,27,1.0,0.79346393184295
1,57,1.0,0.9559328248389055
1,46,1.0,0.9138075656044898
1,70,1.0,0.9762504936564125
1,13,1.0,0.9001824484431542
1,73,1.0,0.9733217421754432
1,72,1.0,0.9502058312852957
1,40,1.0,0.8451404054461714
1,80,1.0,0.9821344612135428
1,81,1.0,0.9445131481500655
1,96,1.0,0.9674905716180701
1,48,1.0,0.9473552137914398
1,48,1.0,0.7746195551602378
1,39,1.0,0.9388545698794984
1,76,1.0,0.9733217421754432
1,50,1.0,0.9193151828650342
1,2,0.0,0.0
1,49,1.0,0.9165572373164391
1,73,1.0,0.9616943356035061
1,72,1.0,0.9473552137914398
1,40,1.0,0.9416796087056153
1,20,1.0,0.835044266956004
1,49,1.0,0.9276389118674717
1,81,1.0,0.9733217421754432
1,78,1.0,0.985089730404757
1,59,1.0,0.884100203995605
1,26,1.0,0.8709180316048211
1,47,1.0,0.90289112180858
1,49,1.0,0.9056079456455165
1,26,1.0,0.9276389118674717
1,24,1.0,0.8201257512162927
1,97,1.0,0.9416796087056153
1,28,1.0,0.8894287717672626
1,69,1.0,0.9445131481500655
1,20,1.0,0.8683052775100066
1,55,1.0,0.9332298921513504
1,50,1.0,0.9502058312852957
1,72,1.0,0.9791880578299021
1,52,1.0,0.9502058312852957
1,58,1.0,0.9762504936564125
1,22,0.0,0.0
1,47,1.0,0.985089730404757
1,49,1.0,0.8761671489944468
1,96,1.0,0.985089730404757
1,47,1.0,0.9248559951318693
1,39,1.0,0.9445131481500655
1,9,0.0,0.0
1,55,1.0,0.985089730404757
1,7,1.0,0.7887102894272789
1,2,0.0,0.0
1,40,1.0,0.9645880999032158
1,26,1.0,0.798246224976786
1,38,1.0,0.9821344612135428
1,75,1.0,0.9416796087056153
1,58,1.0,0.9083329444789534
1,73,1.0,0.9674905716180701
1,71,1.0,0.9530650263643888
1,17,0.0,0.0
1,64,1.0,0.9473552137914398
1,65,1.0,0.985089730404757
1,65,1.0,0.9791880578299021
1,9,0.0,0.0
1,23,1.0,0.7746195551602378
1,72,1.0,0.9762504936564125
1,35,1.0,0.9110661429076764
1,78,1.0,0.9791880578299021
1,80,1.0,0.9445131481500655
1,94,1.0,0.985089730404757
1,55,1.0,0.9791880578299021
1,94,1.0,0.9821344612135428
1,58,1.0,0.9762504936564125
1,72,1.0,0.9762504936564125
1,57,1.0,0.9473552137914398
1,68,1.0,0.9791880578299021
1,75,1.0,0.9762504936564125
1,90,1.0,0.985089730404757
1,58,1.0,0.9473552137914398
1,1,0.0,0.0
1,56,1.0,0.8921050870283477
1,59,1.0,0.9056079456455165
1,35,0.0,0.0
1,18,1.0,0.9056079456455165
1,62,1.0,0.9473552137914398
1,92,1.0,0.9821344612135428
1,37,1.0,0.9083329444789534
1,35,1.0,0.8225935318117279
1,71,1.0,0.9416796087056153
1,40,1.0,0.9674905716180701
1,8,0.0,0.0
1,88,1.0,0.9733217421754432
1,7,0.0,0.0
1,22,1.0,0.9138075656044898
1,95,1.0,0.985089730404757
1,50,1.0,0.9445131481500655
1,64,1.0,0.9791880578299021
1,18,0.0,0.0
1,97,1.0,0.9674905716180701
1,51,1.0,0.9645880999032158
1,5,0.0,0.0
1,46,1.0,0.9416796087056153
1,70,1.0,0.9791880578299021
1,58,1.0,0.9559328248389055
1,79,1.0,0.9388545698794984
1,17,1.0,0.8300415167526705
1,59,1.0,0.9588092525966956
1,68,1.0,0.9791880578299021
1,49,1.0,0.9733217421754432
1,84,1.0,0.9645880999032158
1,18,1.0,0.8814479033836181
1,10,0.0,0.0
1,28,1.0,0.8947894553945313
1,67,1.0,0.8974819010978248
1,99,1.0,0.9588092525966956
1,38,1.0,0.9704017769489168
1,22,0.0,0.0
1,55,1.0,0.9138075656044898
1,61,1.0,0.9588092525966956
1,82,1.0,0.9704017769489168
1,16,0.0,0.0
1,37,1.0,0.9821344612135428
1,13,0.0,0.0
1,96,1.0,0.9733217421754432
1,11,1.0,0.8325391341551359
1,16,1.0,0.8683052775100066
1,22,0.0,0.0
1,80,1.0,0.9276389118674717
1,23,1.0,0.8250687380258053
1,20,0.0,0.0
1,77,1.0,0.9473552137914398
1,18,1.0,0.798246224976786
1,78,1.0,0.9645880999032158
1,38,1.0,0.8761671489944468
1,1,0.0,0.0
1,70,1.0,0.9110661429076764
1,99,1.0,0.9704017769489168
1,64,1.0,0.9791880578299021
1,17,1.0,0.8325391341551359
1,10,0.0,0.0
1,79,1.0,0.9791880578299021
1,80,1.0,0.9616943356035061
1,6,0.0,0.0
1,78,1.0,0.9733217421754432
1,87,1.0,0.9733217421754432
1,95,1.0,0.9473552137914398
1,17,0.0,0.0
1,49,1.0,0.9645880999032158
1,98,1.0,0.9332298921513504
1,13,0.0,0.0
1,9,0.0,0.0
1,62,1.0,0.9791880578299021
1,45,1.0,0.9674905716180701
1,61,1.0,0.9304302024748964
1,33,1.0,0.9588092525966956
1,46,1.0,0.93603800616986
1,95,1.0,0.9791880578299021
1,83,1.0,0.9762504936564125
1,36,1.0,0.9616943356035061
1,79,1.0,0.9704017769489168
1,44,1.0,0.9416796087056153
1,29,0.0,0.0
1,38,1.0,0.9762504936564125
1,9,0.0,0.0
1,82,1.0,0.9821344612135428
1,74,1.0,0.9559328248389055
1,21,1.0,0.8657003616774767
1,30,1.0,0.9138075656044898
1,42,1.0,0.8921050870283477
1,74,1.0,0.9791880578299021
1,39,1.0,0.9332298921513504
1,14,1.0,0.9056079456455165
1,87,1.0,0.9056079456455165
1,8,0.0,0.0
1,47,1.0,0.9473552137914398
1,9,1.0,0.8527925358961662
1,66,1.0,0.9645880999032158
1,74,1.0,0.9704017769489168
1,64,1.0,0.9388545698794984
1,7,0.0,0.0
1,32,1.0,0.9588092525966956
1,44,1.0,0.9165572373164391
1,41,1.0,0.9473552137914398
1,43,1.0,0.9473552137914398
1,5,0.0,0.0
1,43,1.0,0.9616943356035061
1,71,1.0,0.9193151828650342
1,98,1.0,0.9559328248389055
1,86,1.0,0.9674905716180701
1,78,1.0,0.9791880578299021
1,53,1.0,0.9645880999032158
1,32,1.0,0.9276389118674717
1,78,1.0,0.985089730404757
1,64,1.0,0.9674905716180701
1,47,1.0,0.9220814271464737
1,47,1.0,0.9733217421754432
1,3,0.0,0.0
1,69,1.0,0.9791880578299021
1,70,1.0,0.9791880578299021
1,45,1.0,0.9445131481500655
1,70,1.0,0.9588092525966956
1,94,1.0,0.9616943356035061
1,55,1.0,0.9821344612135428
1,49,1.0,0.9588092525966956
1,44,1.0,0.9056079456455165
1,62,1.0,0.9502058312852957
1,61,1.0,0.9704017769489168
1,72,1.0,0.9416796087056153
1,14,0.0,0.0
1,87,1.0,0.9791880578299021
1,95,1.0,0.9645880999032158
1,77,1.0,0.9616943356035061
1,44,1.0,0.8814479033836181
1,35,1.0,0.9138075656044898
1,29,1.0,0.9559328248389055
1,74,1.0,0.9733217421754432
1,23,1.0,0.9588092525966956
1,91,1.0,0.9674905716180701
1,24,1.0,0.9001824484431542
1,76,1.0,0.9762504936564125
1,21,1.0,0.78398512608332
1,78,1.0,0.9645880999032158
1,27,1.0,0.798246224976786
1,11,0.0,0.0
1,20,1.0,0.8709180316048211
1,67,1.0,0.9645880999032158
1,83,1.0,0.9821344612135428
1,26,1.0,0.9083329444789534
1,21,1.0,0.8553586117313603
1,63,1.0,0.985089730404757
1,26,1.0,0.9332298921513504
1,72,1.0,0.9559328248389055
1,56,1.0,0.9110661429076764
1,73,1.0,0.9821344612135428
1,20,0.0,0.0
1,52,1.0,0.9220814271464737
1,97,1.0,0.9616943356035061
1,57,1.0,0.9704017769489168
1,7,0.0,0.0
1,43,1.0,0.9388545698794984
1,43,1.0,0.9502058312852957
1,27,1.0,0.9473552137914398
1,85,1.0,0.9588092525966956
1,77,1.0,0.9821344612135428
1,84,1.0,0.9733217421754432
1,40,1.0,0.9791880578299021
1,87,1.0,0.9821344612135428
1,17,0.0,0.0
1,99,1.0,0.90289112180858
1,75,1.0,0.9762504936564125
1,32,1.0,0.9445131481500655
1,98,1.0,0.9821344612135428
1,65,1.0,0.9502058312852957
1,54,1.0,0.9193151828650342
1,88,1.0,0.9704017769489168
1,52,1.0,0.9762504936564125
1,78,1.0,0.9762504936564125
1,85,1.0,0.9733217421754432
1,41,1.0,0.90289112180858
1,14,0.0,0.0
1,42,1.0,0.93603800616986
1,97,1.0,0.985089730404757
1,6,0.0,0.0
1,90,1.0,0.9559328248389055
1,13,1.0,0.8683052775100066
1,94,1.0,0.9304302024748964
1,46,1.0,0.9056079456455165
1,58,1.0,0.9502058312852957
1,71,1.0,0.9821344612135428
1,6,0.0,0.0
1,95,1.0,0.9762504936564125
1,79,1.0,0.9821344612135428
1,63,1.0,0.9733217421754432
1,20,0.0,0.0
1,60,1.0,0.9791880578299021
1,89,1.0,0.9674905716180701
1,63,1.0,0.9733217421754432
1,21,1.0,0.9616943356035061
1,66,1.0,0.93603800616986
1,2,0.0,0.0
1,88,1.0,0.9791880578299021
1,88,1.0,0.9645880999032158
1,20,1.0,0.803057341509771
1,71,1.0,0.9588092525966956
1,46,1.0,0.9616943356035061
1,4,0.0,0.0
1,72,1.0,0.9733217421754432
1,38,1.0,0.9588092525966956
1,36,1.0,0.9056079456455165
1,35,1.0,0.884100203995605
1,41,1.0,0.9304302024748964
1,25,1.0,0.8476834558136123
1,10,0.0,0.0
1,79,1.0,0.9645880999032158
1,46,1.0,0.9616943356035061
1,32,1.0,0.9445131481500655
1,90,1.0,0.9674905716180701
1,29,1.0,0.8127667407072335
1,85,1.0,0.9733217421754432
1,55,1.0,0.9674905716180701
1,92,1.0,0.9821344612135428
1,80,1.0,0.9674905716180701
1,85,1.0,0.9791880578299021
1,27,1.0,0.857932408958235
1,77,1.0,0.884100203995605
1,64,1.0,0.9473552137914398
1,2,0.0,0.0
1,94,1.0,0.9733217421754432
1,15,0.0,0.0
1,84,1.0,0.9791880578299021
1,72,1.0,0.985089730404757
1,39,1.0,0.9001824484431542
1,47,1.0,0.9530650263643888
1,84,1.0,0.9821344612135428
1,95,1.0,0.9821344612135428
1,73,1.0,0.9733217421754432
1,83,1.0,0.8709180316048211
1,42,1.0,0.8527925358961662
1,86,1.0,0.9645880999032158
1,90,1.0,0.9704017769489168
1,40,1.0,0.9193151828650342
1,31,1.0,0.9248559951318693
1,67,1.0,0.9616943356035061
1,52,1.0,0.8631032605924442
1,66,1.0,0.9821344612135428
1,15,1.0,0.7584982177744161
1,78,1.0,0.9821344612135428
1,13,0.0,0.0
1,52,1.0,0.9588092525966956
1,32,1.0,0.9791880578299021
1,26,1.0,0.857932408958235
1,16,1.0,0.9416796087056153
1,60,1.0,0.9821344612135428
1,12,1.0,0.8921050870283477
1,29,1.0,0.8761671489944468
1,21,1.0,0.9110661429076764
1,9,0.0,0.0
1,61,1.0,0.9791880578299021
1,82,1.0,0.9559328248389055
1,40,1.0,0.8657003616774767
1,22,1.0,0.9559328248389055
1,80,1.0,0.9645880999032158
1,29,1.0,0.8947894553945313
1,53,0.0,0.0
1,82,1.0,0.9791880578299021
1,99,1.0,0.9704017769489168
1,59,1.0,0.90289112180858
1,80,1.0,0.9791880578299021
1,39,1.0,0.9473552137914398
1,91,1.0,0.9645880999032158
1,88,1.0,0.9530650263643888
1,49,1.0,0.8947894553945313
1,71,1.0,0.93603800616986
1,30,1.0,0.8921050870283477
1,92,1.0,0.9821344612135428
1,61,1.0,0.9733217421754432
1,2,0.0,0.0
1,83,1.0,0.9821344612135428
1,43,1.0,0.9138075656044898
1,81,1.0,0.9791880578299021
1,6,0.0,0.0
1,85,1.0,0.9588092525966956
1,62,1.0,0.9645880999032158
1,32,1.0,0.9674905716180701
1,59,1.0,0.9733217421754432
1,59,1.0,0.9674905716180701
1,24,0.0,0.0
1,7,0.0,0.0
1,58,1.0,0.8103284404851119
1,86,1.0,0.9616943356035061
1,22,1.0,0.8476834558136123
1,7,0.0,0.0
1,65,1.0,0.9645880999032158
1,82,1.0,0.9502058312852957
