Temperature,Simulations,Return,Discounted Return
1,85,1.0,0.9588092525966956
1,95,1.0,0.985089730404757
1,94,1.0,0.9674905716180701
1,26,1.0,0.8476834558136123
1,68,1.0,0.9821344612135428
1,21,0.0,0.0
1,42,1.0,0.9248559951318693
1,87,1.0,0.9821344612135428
1,45,0.0,0.0
1,88,1.0,0.9445131481500655
1,41,1.0,0.9220814271464737
1,51,1.0,0.9674905716180701
1,66,1.0,0.9674905716180701
1,22,1.0,0.8657003616774767
1,61,1.0,0.9674905716180701
1,35,1.0,0.9530650263643888
1,62,1.0,0.9559328248389055
1,63,1.0,0.9733217421754432
1,61,1.0,0.9704017769489168
1,31,1.0,0.9138075656044898
1,17,1.0,0.7958514863018556
1,12,1.0,0.7863441585589971
1,46,1.0,0.985089730404757
1,79,1.0,0.9445131481500655
1,80,1.0,0.9733217421754432
1,2,0.0,0.0
1,7,0.0,0.0
1,62,1.0,0.9762504936564125
1,83,1.0,0.9645880999032158
1,2,0.0,0.0
1,83,1.0,0.9248559951318693
1,45,1.0,0.8761671489944468
1,24,1.0,0.8867604854519608
1,97,1.0,0.9674905716180701
1,40,1.0,0.9616943356035061
1,55,1.0,0.9502058312852957
1,71,1.0,0.93603800616986
1,74,1.0,0.9674905716180701
1,61,1.0,0.9388545698794984
1,84,1.0,0.9530650263643888
1,81,1.0,0.9821344612135428
1,64,1.0,0.985089730404757
1,44,1.0,0.9733217421754432
1,68,1.0,0.9733217421754432
1,39,1.0,0.8631032605924442
1,94,1.0,0.9416796087056153
1,56,1.0,0.9332298921513504
1,97,1.0,0.9674905716180701
1,37,1.0,0.9445131481500655
1,88,1.0,0.985089730404757
1,66,1.0,0.9821344612135428
1,8,0.0,0.0
1,53,1.0,0.9791880578299021
1,100,1.0,0.9704017769489168
1,43,1.0,0.9530650263643888
1,34,1.0,0.8788035596734672
1,34,1.0,0.8974819010978248
1,75,1.0,0.9704017769489168
1,81,1.0,0.884100203995605
1,71,1.0,0.9674905716180701
1,17,1.0,0.8176653739626438
1,46,1.0,0.9645880999032158
1,10,1.0,0.9083329444789534
1,43,1.0,0.9248559951318693
1,17,1.0,0.8788035596734672
1,20,1.0,0.8275513922024125
1,6,0.0,0.0
1,82,1.0,0.9762504936564125
1,70,1.0,0.9248559951318693
1,24,1.0,0.9001824484431542
1,85,1.0,0.9821344612135428
1,6,0.0,0.0
1,17,1.0,0.9220814271464737
1,23,1.0,0.8300415167526705
1,48,1.0,0.9559328248389055
1,8,0.0,0.0
1,10,0.0,0.0
1,10,0.0,0.0
1,4,0.0,0.0
1,45,1.0,0.9762504936564125
1,20,1.0,0.9332298921513504
1,62,1.0,0.9791880578299021
1,47,1.0,0.9001824484431542
1,29,1.0,0.798246224976786
1,76,1.0,0.9733217421754432
1,74,1.0,0.985089730404757
1,27,1.0,0.9220814271464737
1,83,1.0,0.9416796087056153
1,75,1.0,0.9645880999032158
1,17,0.0,0.0
1,100,1.0,0.9502058312852957
1,5,0.0,0.0
1,69,1.0,0.9733217421754432
1,20,1.0,0.9220814271464737
1,42,1.0,0.9248559951318693
1,42,1.0,0.9304302024748964
1,6,0.0,0.0
1,67,1.0,0.9762504936564125
1,75,1.0,0.9821344612135428
1,50,1.0,0.8502341582884777
