Temperature,Map,Simulations,Return,Discounted Return
1,"['SFFF', 'HFFF', 'FHFH', 'HHFG']",13,0.0,0.0
1,"['SFFF', 'HFHF', 'HHHF', 'HHHG']",97,1.0,0.985089730404757
1,"['SHFH', 'FFHH', 'FHHH', 'FFFG']",16,1.0,0.9616943356035061
1,"['SFFF', 'FFFF', 'FFFF', 'FFFG']",68,1.0,0.9138075656044898
1,"['SFHF', 'FHHH', 'FFHH', 'FFFG']",43,1.0,0.9762504936564125
1,"['SFHH', 'FFHF', 'HFHH', 'HFFG']",84,1.0,0.884100203995605
1,"['SFFF', 'FFFH', 'FFFF', 'FFHG']",78,1.0,0.9791880578299021
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",43,1.0,0.7494371162085136
1,"['SHHH', 'FFFH', 'HHFF', 'HHHG']",2,0.0,0.0
1,"['SFFH', 'FFFF', 'FHFF', 'FFHG']",68,1.0,0.9791880578299021
1,"['SHHH', 'FHHH', 'FFHF', 'HFFG']",1,0.0,0.0
1,"['SFFF', 'FFFF', 'FHFF', 'FFFG']",33,1.0,0.9791880578299021
1,"['SFHH', 'FHHH', 'FFFH', 'FHFG']",95,0.0,0.0
1,"['SFFH', 'FFFF', 'FHFF', 'HFFG']",24,1.0,0.9530650263643888
1,"['SHHH', 'FFFH', 'HFFH', 'HHFG']",17,0.0,0.0
1,"['SFHH', 'HFHH', 'HFHH', 'FFFG']",86,1.0,0.9332298921513504
1,"['SFHH', 'FHHH', 'FHFF', 'FFFG']",59,1.0,0.9332298921513504
1,"['SHHF', 'FFHH', 'HFFH', 'FHFG']",50,0.0,0.0
1,"['SFHF', 'FFFF', 'HFHF', 'FHHG']",73,1.0,0.9056079456455165
1,"['SFHF', 'HFFH', 'FHFF', 'HFFG']",17,0.0,0.0
1,"['SFFH', 'HHFF', 'FHFF', 'HHHG']",19,1.0,0.8451404054461714
1,"['SHFF', 'FFFF', 'HHFF', 'HFHG']",17,0.0,0.0
1,"['SHHH', 'FFHF', 'FFFH', 'HFFG']",60,1.0,0.9733217421754432
1,"['SHFF', 'FFFF', 'FHHF', 'HFHG']",15,0.0,0.0
1,"['SFHH', 'HFFH', 'HHFF', 'HHHG']",68,0.0,0.0
1,"['SFFF', 'HFFF', 'HFFH', 'HFFG']",86,1.0,0.9791880578299021
1,"['SFFF', 'HFHH', 'FFFF', 'HFHG']",67,0.0,0.0
1,"['SHFF', 'FFFF', 'FFFF', 'FFFG']",2,0.0,0.0
1,"['SFHH', 'FFHH', 'FHHH', 'FFFG']",32,1.0,0.8921050870283477
1,"['SFFH', 'FHHH', 'FFHF', 'FFFG']",81,1.0,0.9762504936564125
1,"['SFFF', 'FFFF', 'FHHF', 'FFFG']",21,1.0,0.9762504936564125
1,"['SFFF', 'FFFF', 'FFFF', 'FFFG']",38,1.0,0.9733217421754432
1,"['SFHF', 'FFFF', 'FFFF', 'HFFG']",66,1.0,0.9791880578299021
1,"['SFFF', 'FFFF', 'FFFH', 'FFFG']",68,1.0,0.9762504936564125
1,"['SFHF', 'FFFF', 'FFFF', 'FFFG']",31,1.0,0.9762504936564125
1,"['SFFH', 'FFHH', 'HFFH', 'HHFG']",59,1.0,0.837556937769312
1,"['SHHH', 'FHHH', 'FFFF', 'HHHG']",13,0.0,0.0
1,"['SFFH', 'FFFF', 'FHFF', 'HFFG']",57,1.0,0.9559328248389055
1,"['SFFH', 'HFHH', 'HFFF', 'HHFG']",67,1.0,0.9791880578299021
1,"['SFHF', 'FFHH', 'HFFH', 'FFFG']",30,1.0,0.7562227231210928
1,"['SHHH', 'FFHF', 'HFFF', 'HHHG']",54,1.0,0.8921050870283477
1,"['SHHH', 'FHFH', 'FFFF', 'FFHG']",79,1.0,0.9530650263643888
1,"['SFHF', 'FFHF', 'HFFF', 'FFFG']",66,1.0,0.985089730404757
1,"['SHHF', 'FFFH', 'HHFF', 'HFHG']",20,0.0,0.0
1,"['SHHF', 'FHFF', 'FHHF', 'FFFG']",11,0.0,0.0
1,"['SFFH', 'HHFH', 'HFFH', 'HHFG']",80,1.0,0.9588092525966956
1,"['SHHH', 'FHHH', 'FFFH', 'FHFG']",81,1.0,0.7630697687590515
1,"['SFFF', 'HHFF', 'FHFF', 'HFFG']",34,1.0,0.985089730404757
1,"['SFFF', 'FHFF', 'FFFF', 'FHFG']",60,1.0,0.9821344612135428
1,"['SHFF', 'FFFH', 'HHFF', 'HFFG']",61,1.0,0.9704017769489168
1,"['SHFH', 'FFFF', 'FHHF', 'HFFG']",77,1.0,0.8974819010978248
1,"['SFHH', 'FHFH', 'FFFH', 'FFFG']",48,1.0,0.985089730404757
1,"['SFFH', 'FFHF', 'FHFH', 'FFFG']",9,0.0,0.0
1,"['SFFH', 'HHFH', 'HHFF', 'HFFG']",17,1.0,0.8502341582884777
1,"['SFHF', 'FFFH', 'HFFF', 'FHFG']",70,1.0,0.9762504936564125
1,"['SHHF', 'FFFF', 'FFHF', 'FFFG']",18,1.0,0.9530650263643888
1,"['SHHH', 'FFFH', 'FHFH', 'HHFG']",76,0.0,0.0
1,"['SHFF', 'FFFF', 'HHFF', 'FFFG']",89,1.0,0.9733217421754432
1,"['SHHF', 'FFFF', 'FFFF', 'FFFG']",73,1.0,0.9674905716180701
1,"['SFFF', 'FHFF', 'FFFF', 'FFFG']",66,1.0,0.9791880578299021
1,"['SHHF', 'FFFH', 'HHFF', 'HHHG']",36,0.0,0.0
1,"['SFHF', 'HFFH', 'FHFF', 'FHHG']",97,1.0,0.93603800616986
1,"['SFFH', 'FHHF', 'FFFF', 'HFHG']",98,1.0,0.860513950810667
1,"['SHFF', 'FFFH', 'FFFF', 'FFHG']",11,1.0,0.9704017769489168
1,"['SHHF', 'FHHH', 'FFFH', 'FFFG']",66,1.0,0.985089730404757
1,"['SHFH', 'FFFF', 'FFHF', 'FHFG']",33,0.0,0.0
1,"['SHFF', 'FFFF', 'FFFF', 'FFFG']",55,1.0,0.985089730404757
1,"['SHHF', 'FHFF', 'FHHF', 'FFFG']",71,1.0,0.985089730404757
1,"['SFHH', 'FFFF', 'FFHF', 'FFFG']",86,1.0,0.9762504936564125
1,"['SFFH', 'HFHH', 'FFHF', 'FFFG']",80,1.0,0.93603800616986
1,"['SFFF', 'FFFF', 'FFFF', 'FFFG']",64,1.0,0.9588092525966956
1,"['SHFH', 'FFFF', 'HHHF', 'HHFG']",76,1.0,0.9083329444789534
1,"['SHFF', 'FFFF', 'FFFF', 'FFFG']",79,1.0,0.9791880578299021
1,"['SFFF', 'HFHF', 'HFHH', 'FFFG']",4,0.0,0.0
1,"['SHFF', 'FFHF', 'FFHF', 'FFFG']",85,1.0,0.985089730404757
1,"['SHHF', 'FHHH', 'FFFF', 'HFHG']",28,1.0,0.837556937769312
1,"['SHHF', 'FFFH', 'FFFH', 'HHFG']",57,0.0,0.0
1,"['SFHF', 'FFFF', 'HFFF', 'FFFG']",62,1.0,0.985089730404757
1,"['SHFF', 'FHFH', 'FFFF', 'HHHG']",66,1.0,0.8127667407072335
1,"['SFHF', 'HFFF', 'HFFH', 'FFFG']",50,1.0,0.9791880578299021
1,"['SHFF', 'FFHH', 'HFHH', 'HFFG']",44,0.0,0.0
1,"['SFFF', 'HHFF', 'HHFH', 'FHFG']",89,1.0,0.9530650263643888
1,"['SHFF', 'FFFH', 'FHFF', 'HFFG']",3,0.0,0.0
1,"['SFHF', 'FFHF', 'FHFF', 'FFFG']",8,0.0,0.0
1,"['SFHF', 'HFFH', 'HFHH', 'FFFG']",84,1.0,0.9733217421754432
1,"['SFHH', 'HFHH', 'HFHH', 'HFFG']",94,1.0,0.78398512608332
1,"['SHHH', 'FHHH', 'FHFH', 'FFFG']",86,1.0,0.9791880578299021
1,"['SFFF', 'HHFF', 'FFHF', 'FFFG']",64,1.0,0.9733217421754432
1,"['SFFF', 'HFFH', 'FFFH', 'FFFG']",77,1.0,0.9588092525966956
1,"['SFHH', 'FFFF', 'FFFH', 'FHFG']",49,1.0,0.9733217421754432
1,"['SFHF', 'HFHH', 'HFFF', 'HFFG']",36,1.0,0.9645880999032158
1,"['SFFH', 'HFFF', 'HHHF', 'HHHG']",47,1.0,0.9248559951318693
1,"['SFFH', 'FFHF', 'FFFF', 'FHFG']",68,1.0,0.9502058312852957
1,"['SHFF', 'FFFF', 'FHHH', 'FFFG']",51,1.0,0.9502058312852957
1,"['SFFH', 'FFFH', 'FFFF', 'FFFG']",25,1.0,0.9791880578299021
1,"['SFHF', 'FFFH', 'HFFF', 'HHFG']",12,0.0,0.0
1,"['SFFF', 'FFFF', 'FFFF', 'FHFG']",71,1.0,0.9821344612135428
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",44,1.0,0.9616943356035061
1,"['SFFH', 'HHFF', 'HFHF', 'HHHG']",80,1.0,0.9704017769489168
1,"['SFFF', 'FFHF', 'HHFF', 'HHFG']",35,1.0,0.9762504936564125
