Temperature,Simulations,Initial State,Return,Discounted Return
1,13,2,1.0,0.9056079456455165
1,90,0,1.0,0.9791880578299021
1,3,0,0.0,0.0
1,35,14,1.0,1.0
1,75,14,1.0,1.0
1,92,3,1.0,0.9791880578299021
1,35,14,1.0,1.0
1,70,10,1.0,0.997
1,86,8,1.0,0.991026973
1,19,14,1.0,1.0
1,64,2,1.0,0.988053892081
1,14,3,1.0,0.8006481694852418
1,77,10,1.0,0.997
1,19,0,1.0,0.8426049842298329
1,85,4,1.0,0.9762504936564125
1,54,4,1.0,0.985089730404757
1,75,10,1.0,0.997
1,97,8,1.0,0.9416796087056153
1,90,8,1.0,0.991026973
1,77,8,1.0,0.991026973
1,31,14,1.0,1.0
1,79,13,1.0,0.997
1,59,3,1.0,0.9733217421754432
1,15,4,0.0,0.0
1,24,13,1.0,0.994009
1,36,13,1.0,0.997
1,52,6,1.0,0.994009
1,58,8,1.0,0.9388545698794984
1,49,8,1.0,0.9110661429076764
1,32,14,1.0,1.0
1,1,3,0.0,0.0
1,22,6,1.0,0.994009
1,28,6,1.0,0.9821344612135428
1,30,8,1.0,0.991026973
1,62,8,1.0,0.991026973
1,28,13,1.0,0.997
1,58,8,1.0,0.991026973
1,73,0,1.0,0.9733217421754432
1,17,8,1.0,0.90289112180858
1,12,14,1.0,1.0
1,87,13,1.0,0.997
1,14,0,1.0,0.798246224976786
1,47,0,1.0,0.9791880578299021
1,8,8,0.0,0.0
1,79,14,1.0,1.0
1,30,13,1.0,0.997
1,84,13,1.0,0.997
1,72,10,1.0,0.997
1,64,13,1.0,0.997
1,15,14,1.0,1.0
1,25,8,1.0,0.835044266956004
1,22,6,1.0,0.9733217421754432
1,69,4,1.0,0.9733217421754432
1,45,2,1.0,0.991026973
1,24,4,1.0,0.8814479033836181
1,73,10,1.0,0.997
1,44,6,1.0,0.994009
1,75,14,1.0,1.0
1,64,14,1.0,1.0
1,47,10,1.0,0.997
1,22,8,1.0,0.9276389118674717
1,45,0,1.0,0.8894287717672626
1,29,3,1.0,0.8176653739626438
1,48,2,1.0,0.9791880578299021
1,42,9,1.0,0.994009
1,39,3,1.0,0.9704017769489168
1,83,0,1.0,0.9304302024748964
1,8,0,0.0,0.0
1,27,3,1.0,0.9001824484431542
1,66,8,1.0,0.991026973
1,4,10,1.0,0.997
1,60,8,1.0,0.90289112180858
1,96,14,1.0,1.0
1,57,8,1.0,0.991026973
1,25,6,1.0,0.994009
1,38,13,1.0,0.997
1,61,0,1.0,0.9559328248389055
1,30,9,1.0,0.994009
1,29,8,1.0,0.9821344612135428
1,47,9,1.0,0.994009
1,53,10,1.0,0.997
1,13,8,1.0,0.7887102894272789
1,16,9,1.0,0.994009
1,94,1,1.0,0.988053892081
1,42,9,1.0,0.994009
1,39,1,1.0,0.9733217421754432
1,62,2,1.0,0.9588092525966956
1,21,14,1.0,1.0
1,84,6,1.0,0.994009
1,89,8,1.0,0.991026973
1,67,4,1.0,0.988053892081
1,52,14,1.0,1.0
1,79,10,1.0,0.997
1,66,0,1.0,0.9559328248389055
1,21,8,0.0,0.0
1,43,9,1.0,0.994009
1,7,10,1.0,0.997
1,69,6,1.0,0.994009
1,35,14,1.0,1.0
1,35,8,1.0,0.857932408958235
1,7,1,1.0,0.8761671489944468
1,68,1,1.0,0.9821344612135428
1,90,0,1.0,0.9616943356035061
1,13,8,1.0,0.7746195551602378
1,21,9,1.0,0.9416796087056153
1,54,6,1.0,0.994009
1,76,3,1.0,0.9762504936564125
1,89,0,1.0,0.9791880578299021
1,84,13,1.0,0.997
1,100,9,1.0,0.994009
1,65,9,1.0,0.994009
1,12,1,0.0,0.0
1,1,13,0.0,0.0
1,44,3,1.0,0.9762504936564125
1,62,2,1.0,0.988053892081
1,34,9,1.0,0.994009
1,33,9,1.0,0.994009
1,66,1,1.0,0.9791880578299021
1,53,8,1.0,0.991026973
1,60,13,1.0,0.997
1,29,4,1.0,0.9588092525966956
1,55,3,1.0,0.9559328248389055
1,92,2,1.0,0.9733217421754432
1,11,10,1.0,0.997
1,40,8,1.0,0.991026973
1,14,2,0.0,0.0
1,30,1,1.0,0.9588092525966956
1,7,13,1.0,0.997
1,20,8,1.0,0.991026973
1,27,14,1.0,1.0
1,63,4,1.0,0.988053892081
1,58,3,1.0,0.9588092525966956
1,11,4,1.0,0.8788035596734672
1,36,9,1.0,0.994009
1,6,3,0.0,0.0
1,70,14,1.0,1.0
1,68,14,1.0,1.0
1,3,10,0.0,0.0
1,63,3,1.0,0.9588092525966956
1,80,6,1.0,0.994009
1,48,4,1.0,0.985089730404757
1,54,8,1.0,0.991026973
1,26,1,1.0,0.7653658663581259
1,62,13,1.0,0.997
1,91,4,1.0,0.988053892081
1,81,13,1.0,0.997
1,30,2,1.0,0.9704017769489168
1,87,4,1.0,0.9193151828650342
1,34,6,1.0,0.994009
1,60,14,1.0,1.0
1,31,2,1.0,0.988053892081
1,100,6,1.0,0.994009
1,56,2,1.0,0.9502058312852957
1,56,2,1.0,0.9304302024748964
1,92,1,1.0,0.988053892081
1,38,4,1.0,0.9138075656044898
1,72,10,1.0,0.997
1,61,6,1.0,0.994009
1,13,0,1.0,0.884100203995605
1,24,14,1.0,1.0
1,30,8,1.0,0.991026973
1,85,1,1.0,0.9791880578299021
