Temperature,Simulations,Initial State,Return,Discounted Return
1,77,10,1.0,0.997
1,26,2,1.0,0.9332298921513504
1,33,1,1.0,0.9110661429076764
1,1,9,0.0,0.0
1,10,14,1.0,1.0
1,27,2,1.0,0.9733217421754432
1,88,10,1.0,0.997
1,89,9,1.0,0.994009
1,72,3,1.0,0.985089730404757
1,20,14,1.0,1.0
1,63,9,1.0,0.994009
1,34,3,1.0,0.9704017769489168
1,92,9,1.0,0.994009
1,94,14,1.0,1.0
1,10,13,1.0,0.997
1,10,4,1.0,0.8683052775100066
1,52,6,1.0,0.994009
1,85,2,1.0,0.988053892081
1,77,0,1.0,0.9674905716180701
1,76,13,1.0,0.997
1,46,3,1.0,0.9791880578299021
1,11,13,1.0,0.997
1,75,6,1.0,0.994009
1,33,2,1.0,0.9762504936564125
1,98,6,1.0,0.994009
1,57,0,1.0,0.9704017769489168
1,6,1,0.0,0.0
1,89,4,1.0,0.9821344612135428
1,23,0,0.0,0.0
1,81,9,1.0,0.994009
1,87,8,1.0,0.93603800616986
1,69,10,1.0,0.997
1,10,4,1.0,0.8400771692771434
1,8,10,1.0,0.997
1,78,13,1.0,0.997
1,56,9,1.0,0.994009
1,13,10,1.0,0.997
1,26,14,1.0,1.0
1,20,6,0.0,0.0
1,37,0,1.0,0.93603800616986
1,74,1,1.0,0.93603800616986
1,9,1,0.0,0.0
1,7,3,0.0,0.0
1,72,10,1.0,0.997
1,1,9,0.0,0.0
1,84,2,1.0,0.988053892081
1,68,3,1.0,0.9445131481500655
1,4,3,0.0,0.0
1,13,0,0.0,0.0
1,1,3,0.0,0.0
1,7,1,1.0,0.7816331707050701
1,95,8,1.0,0.991026973
1,22,6,1.0,0.9110661429076764
1,26,4,1.0,0.8152123778407558
1,28,0,1.0,0.9220814271464737
1,30,9,1.0,0.994009
1,35,13,1.0,0.997
1,11,2,0.0,0.0
1,12,2,1.0,0.9704017769489168
1,76,10,1.0,0.997
1,61,14,1.0,1.0
1,76,0,1.0,0.9193151828650342
1,92,13,1.0,0.997
1,4,6,0.0,0.0
1,55,14,1.0,1.0
1,78,9,1.0,0.994009
1,10,8,0.0,0.0
1,77,8,1.0,0.991026973
1,17,13,1.0,0.997
1,70,3,1.0,0.93603800616986
1,61,4,1.0,0.985089730404757
1,63,14,1.0,1.0
1,29,13,1.0,0.997
1,83,6,1.0,0.994009
1,39,6,1.0,0.994009
1,83,0,1.0,0.9674905716180701
1,77,13,1.0,0.997
1,51,10,1.0,0.997
1,83,9,1.0,0.994009
1,41,13,1.0,0.997
1,43,2,1.0,0.988053892081
1,90,8,1.0,0.991026973
1,28,9,1.0,0.994009
1,17,9,1.0,0.994009
1,11,2,1.0,0.988053892081
1,71,2,1.0,0.991026973
1,29,13,1.0,0.997
1,64,14,1.0,1.0
1,2,0,0.0,0.0
1,10,14,1.0,1.0
1,15,3,0.0,0.0
1,54,14,1.0,1.0
1,2,8,0.0,0.0
1,70,9,1.0,0.994009
1,88,4,1.0,0.9733217421754432
1,28,10,1.0,0.997
1,56,0,1.0,0.9559328248389055
1,98,10,1.0,0.997
1,85,1,1.0,0.9645880999032158
1,60,10,1.0,0.997
1,78,0,1.0,0.9791880578299021
1,67,0,1.0,0.9001824484431542
1,55,2,1.0,0.9530650263643888
1,98,13,1.0,0.997
1,95,14,1.0,1.0
1,61,2,1.0,0.9388545698794984
