Temperature,Simulations,Initial State,Return,Discounted Return
1,94,13,1.0,0.997
1,7,1,0.0,0.0
1,26,0,1.0,0.9332298921513504
1,31,3,1.0,0.8683052775100066
1,34,9,1.0,0.994009
1,69,8,1.0,0.991026973
1,32,6,1.0,0.9332298921513504
1,44,2,1.0,0.991026973
1,33,0,1.0,0.9733217421754432
1,52,3,1.0,0.9388545698794984
1,17,13,1.0,0.994009
1,45,8,1.0,0.8683052775100066
1,85,13,1.0,0.997
1,89,3,1.0,0.9762504936564125
1,19,4,1.0,0.8201257512162927
1,15,8,1.0,0.7746195551602378
1,28,3,1.0,0.9645880999032158
1,17,1,0.0,0.0
1,10,1,1.0,0.9248559951318693
1,44,4,1.0,0.988053892081
1,21,13,1.0,0.997
1,57,10,1.0,0.997
1,30,0,1.0,0.8426049842298329
1,7,1,0.0,0.0
1,1,0,0.0,0.0
1,29,3,1.0,0.8657003616774767
1,80,6,1.0,0.994009
1,91,0,1.0,0.9645880999032158
1,7,8,1.0,0.776950406379376
1,27,3,1.0,0.9588092525966956
1,83,2,1.0,0.991026973
1,25,6,1.0,0.988053892081
1,53,0,1.0,0.9332298921513504
1,56,13,1.0,0.997
1,52,1,1.0,0.9559328248389055
1,100,8,1.0,0.991026973
1,67,14,1.0,1.0
1,63,1,1.0,0.9559328248389055
1,75,8,1.0,0.9791880578299021
1,34,9,1.0,0.994009
1,69,0,1.0,0.985089730404757
1,52,10,1.0,0.997
1,52,1,1.0,0.988053892081
1,43,0,1.0,0.9416796087056153
1,20,4,1.0,0.8400771692771434
1,55,8,1.0,0.991026973
1,26,1,1.0,0.8947894553945313
1,48,1,1.0,0.985089730404757
1,90,14,1.0,1.0
1,52,9,1.0,0.994009
1,59,9,1.0,0.994009
1,1,9,1.0,0.985089730404757
1,8,8,0.0,0.0
1,66,14,1.0,1.0
1,62,0,1.0,0.9559328248389055
1,80,2,1.0,0.991026973
1,77,13,1.0,0.997
1,97,10,1.0,0.997
1,31,8,1.0,0.9220814271464737
1,75,8,1.0,0.9733217421754432
1,42,10,1.0,0.997
1,78,10,1.0,0.997
1,63,14,1.0,1.0
1,96,14,1.0,1.0
1,74,0,1.0,0.9704017769489168
1,27,9,1.0,0.994009
1,86,1,1.0,0.988053892081
1,27,14,1.0,1.0
1,45,6,1.0,0.994009
1,90,8,1.0,0.991026973
1,20,9,1.0,0.7562227231210928
1,8,4,0.0,0.0
1,47,3,1.0,0.9821344612135428
1,57,8,1.0,0.991026973
1,66,6,1.0,0.994009
1,81,3,1.0,0.9821344612135428
1,40,1,1.0,0.9332298921513504
1,59,2,1.0,0.9559328248389055
1,22,0,1.0,0.857932408958235
1,96,2,1.0,0.991026973
1,5,6,0.0,0.0
1,75,6,1.0,0.994009
1,81,9,1.0,0.994009
1,75,2,1.0,0.988053892081
1,80,6,1.0,0.9559328248389055
1,77,6,1.0,0.994009
1,85,2,1.0,0.985089730404757
1,85,1,1.0,0.9704017769489168
1,72,9,1.0,0.994009
1,54,0,1.0,0.9733217421754432
1,11,9,0.0,0.0
1,65,9,1.0,0.994009
1,55,1,1.0,0.9083329444789534
1,97,3,1.0,0.985089730404757
1,27,10,1.0,0.997
1,26,6,1.0,0.9530650263643888
1,91,3,1.0,0.9762504936564125
1,92,14,1.0,1.0
1,53,13,1.0,0.997
1,68,6,1.0,0.994009
1,11,1,1.0,0.9445131481500655
1,44,8,1.0,0.991026973
1,95,9,1.0,0.994009
1,39,0,1.0,0.9733217421754432
1,85,2,1.0,0.991026973
1,5,0,0.0,0.0
1,1,14,0.0,0.0
1,55,10,1.0,0.997
1,18,6,0.0,0.0
1,3,6,0.0,0.0
1,96,8,1.0,0.9821344612135428
1,53,8,1.0,0.985089730404757
1,38,2,1.0,0.991026973
1,93,4,1.0,0.8947894553945313
1,20,13,1.0,0.994009
1,75,14,1.0,1.0
1,23,4,0.0,0.0
1,81,6,1.0,0.994009
1,95,8,1.0,0.991026973
1,86,0,1.0,0.9762504936564125
1,7,8,0.0,0.0
1,21,8,0.0,0.0
1,71,3,1.0,0.9821344612135428
1,67,2,1.0,0.991026973
1,46,9,1.0,0.994009
1,98,3,1.0,0.9733217421754432
1,89,2,1.0,0.988053892081
1,61,1,1.0,0.9220814271464737
1,59,2,1.0,0.9791880578299021
1,32,6,1.0,0.994009
1,48,0,1.0,0.9473552137914398
1,2,6,0.0,0.0
1,45,13,1.0,0.997
1,56,3,1.0,0.988053892081
1,32,10,1.0,0.997
1,82,0,1.0,0.9616943356035061
1,85,0,1.0,0.9674905716180701
1,93,14,1.0,1.0
1,79,4,1.0,0.988053892081
1,15,6,1.0,0.994009
1,43,1,1.0,0.9416796087056153
1,23,0,1.0,0.9110661429076764
1,89,2,1.0,0.9762504936564125
1,67,14,1.0,1.0
1,32,0,1.0,0.9416796087056153
1,5,10,0.0,0.0
1,35,8,1.0,0.991026973
1,56,6,1.0,0.994009
1,46,3,1.0,0.9762504936564125
1,90,2,1.0,0.988053892081
1,98,9,1.0,0.994009
1,86,2,1.0,0.991026973
1,87,1,1.0,0.985089730404757
1,14,3,0.0,0.0
1,77,9,1.0,0.994009
1,62,8,1.0,0.985089730404757
1,40,13,1.0,0.997
1,36,9,1.0,0.994009
1,70,4,1.0,0.93603800616986
1,39,8,1.0,0.991026973
1,10,3,0.0,0.0
1,58,10,1.0,0.997
1,61,6,1.0,0.9791880578299021
1,34,8,1.0,0.8426049842298329
1,97,1,1.0,0.9704017769489168
1,37,14,1.0,1.0
1,84,6,1.0,0.994009
1,22,0,1.0,0.9821344612135428
1,4,1,0.0,0.0
1,73,10,1.0,0.997
1,46,1,1.0,0.9791880578299021
1,71,2,1.0,0.991026973
1,66,1,1.0,0.9616943356035061
1,36,2,1.0,0.9674905716180701
1,18,4,1.0,0.8814479033836181
1,71,9,1.0,0.994009
1,72,1,1.0,0.988053892081
1,75,4,1.0,0.985089730404757
1,50,2,1.0,0.9791880578299021
1,92,13,1.0,0.997
1,9,10,1.0,0.997
1,47,9,1.0,0.994009
1,91,13,1.0,0.997
1,28,0,1.0,0.9276389118674717
1,42,1,1.0,0.9791880578299021
1,88,0,1.0,0.9821344612135428
1,49,0,1.0,0.8502341582884777
