Temperature,Simulations,Initial State,Return,Discounted Return
1,63,4,1.0,0.9530650263643888
1,31,10,1.0,0.997
1,87,9,1.0,0.994009
1,6,8,0.0,0.0
1,6,3,0.0,0.0
1,43,14,1.0,1.0
1,46,1,1.0,0.9416796087056153
1,10,6,0.0,0.0
1,42,0,1.0,0.9502058312852957
1,46,3,1.0,0.9762504936564125
1,22,9,1.0,0.988053892081
1,35,0,1.0,0.8974819010978248
1,67,3,1.0,0.9762504936564125
1,34,13,1.0,0.997
1,86,1,1.0,0.9559328248389055
1,62,6,1.0,0.994009
1,2,0,0.0,0.0
1,70,8,1.0,0.991026973
1,13,8,0.0,0.0
1,41,8,1.0,0.9248559951318693
1,98,14,1.0,1.0
1,72,14,1.0,1.0
1,18,2,1.0,0.9821344612135428
1,85,4,1.0,0.9733217421754432
1,79,8,1.0,0.991026973
1,53,9,1.0,0.994009
1,40,8,1.0,0.991026973
1,57,13,1.0,0.997
1,84,8,1.0,0.991026973
1,39,13,1.0,0.997
1,52,10,1.0,0.997
1,60,14,1.0,1.0
1,31,13,1.0,0.997
1,95,1,1.0,0.9791880578299021
1,44,10,1.0,0.997
1,29,0,1.0,0.9220814271464737
1,94,2,1.0,0.991026973
1,54,3,1.0,0.8631032605924442
1,42,10,1.0,0.997
1,32,3,1.0,0.9645880999032158
1,19,10,1.0,0.997
1,69,9,1.0,0.994009
1,47,0,1.0,0.93603800616986
1,69,13,1.0,0.997
1,81,0,1.0,0.9733217421754432
1,95,10,1.0,0.997
1,5,10,1.0,0.997
1,86,6,1.0,0.994009
1,51,10,1.0,0.997
1,7,2,0.0,0.0
1,56,4,1.0,0.9616943356035061
1,54,13,1.0,0.997
1,61,13,1.0,0.997
1,9,9,0.0,0.0
1,73,14,1.0,1.0
1,61,13,1.0,0.997
1,51,9,1.0,0.994009
1,10,2,1.0,0.857932408958235
1,78,10,1.0,0.997
1,61,3,1.0,0.9791880578299021
1,12,3,1.0,0.8894287717672626
1,79,14,1.0,1.0
1,57,0,1.0,0.90289112180858
1,80,8,1.0,0.988053892081
