Temperature,Simulations,Initial State,Return,Discounted Return
1,99,2,1.0,0.988053892081
1,38,4,1.0,0.9733217421754432
1,13,2,1.0,0.9616943356035061
1,72,8,1.0,0.991026973
1,83,8,1.0,0.991026973
1,23,8,1.0,0.8325391341551359
1,34,4,1.0,0.9304302024748964
1,17,6,1.0,0.9332298921513504
1,47,14,1.0,1.0
1,48,13,1.0,0.997
1,5,1,0.0,0.0
1,13,8,0.0,0.0
1,92,2,1.0,0.991026973
1,30,13,1.0,0.997
1,10,6,0.0,0.0
1,87,10,1.0,0.997
1,23,13,1.0,0.997
1,65,9,1.0,0.994009
1,29,9,1.0,0.994009
1,94,1,1.0,0.9733217421754432
1,29,4,1.0,0.8867604854519608
1,100,10,1.0,0.997
1,5,3,0.0,0.0
1,43,0,1.0,0.9733217421754432
1,55,4,1.0,0.9762504936564125
1,1,1,0.0,0.0
1,43,10,1.0,0.997
1,31,13,1.0,0.997
1,99,2,1.0,0.991026973
1,71,9,1.0,0.994009
1,33,2,1.0,0.988053892081
1,28,2,1.0,0.991026973
1,53,10,1.0,0.997
1,41,6,1.0,0.9821344612135428
1,57,1,1.0,0.9704017769489168
1,62,13,1.0,0.997
1,36,0,1.0,0.8527925358961662
1,99,14,1.0,1.0
1,73,0,1.0,0.985089730404757
1,33,1,1.0,0.9304302024748964
1,78,1,1.0,0.985089730404757
1,56,13,1.0,0.997
1,89,6,1.0,0.994009
1,91,4,1.0,0.9674905716180701
1,93,10,1.0,0.997
1,65,1,1.0,0.9445131481500655
1,97,2,1.0,0.991026973
1,40,13,1.0,0.997
1,30,1,1.0,0.9559328248389055
1,87,14,1.0,1.0
1,74,6,1.0,0.994009
1,95,14,1.0,1.0
1,15,2,1.0,0.9388545698794984
1,73,8,1.0,0.991026973
1,43,14,1.0,1.0
1,93,1,1.0,0.9821344612135428
1,52,0,1.0,0.9588092525966956
1,92,4,1.0,0.988053892081
1,53,8,1.0,0.991026973
1,2,14,1.0,1.0
1,47,9,1.0,0.994009
1,30,2,1.0,0.9530650263643888
1,31,6,1.0,0.988053892081
1,74,9,1.0,0.994009
1,97,0,1.0,0.9704017769489168
1,72,2,1.0,0.988053892081
1,59,14,1.0,1.0
1,16,13,1.0,0.997
1,100,13,1.0,0.997
1,40,6,1.0,0.994009
1,48,13,1.0,0.997
1,68,1,1.0,0.988053892081
1,97,8,1.0,0.991026973
1,92,8,1.0,0.991026973
1,21,14,1.0,1.0
1,97,9,1.0,0.994009
1,19,13,1.0,0.997
1,40,4,1.0,0.9762504936564125
1,54,10,1.0,0.997
1,16,0,1.0,0.7887102894272789
1,25,4,1.0,0.9473552137914398
1,27,4,1.0,0.988053892081
1,3,13,0.0,0.0
1,20,3,1.0,0.9388545698794984
1,4,0,0.0,0.0
1,41,3,1.0,0.9445131481500655
1,96,0,1.0,0.9733217421754432
1,33,8,1.0,0.991026973
1,64,9,1.0,0.994009
1,98,3,1.0,0.988053892081
1,11,13,1.0,0.997
1,21,6,1.0,0.8894287717672626
1,69,6,1.0,0.994009
1,42,2,1.0,0.991026973
1,76,14,1.0,1.0
1,69,10,1.0,0.997
1,29,3,1.0,0.8201257512162927
1,17,14,1.0,1.0
1,76,13,1.0,0.997
1,77,1,1.0,0.9821344612135428
1,53,4,1.0,0.9645880999032158
1,69,13,1.0,0.997
1,56,2,1.0,0.988053892081
1,84,4,1.0,0.9791880578299021
1,72,14,1.0,1.0
1,54,13,1.0,0.997
1,81,6,1.0,0.994009
1,24,8,0.0,0.0
1,39,4,1.0,0.9193151828650342
1,49,0,1.0,0.9791880578299021
1,68,9,1.0,0.994009
1,63,4,1.0,0.9530650263643888
1,33,2,1.0,0.988053892081
1,56,6,1.0,0.994009
1,43,10,1.0,0.997
1,83,3,1.0,0.9791880578299021
1,11,3,1.0,0.9138075656044898
1,12,10,1.0,0.997
1,37,10,1.0,0.997
1,93,1,1.0,0.9821344612135428
1,46,13,1.0,0.997
1,32,13,1.0,0.997
1,68,14,1.0,1.0
1,91,10,1.0,0.997
1,10,13,1.0,0.997
1,51,6,1.0,0.994009
1,53,4,1.0,0.988053892081
1,9,4,0.0,0.0
1,13,10,1.0,0.997
1,8,6,0.0,0.0
1,94,1,1.0,0.9821344612135428
1,87,6,1.0,0.994009
1,88,14,1.0,1.0
1,87,2,1.0,0.9821344612135428
1,33,1,1.0,0.8894287717672626
1,61,1,1.0,0.8947894553945313
1,57,14,1.0,1.0
1,97,2,1.0,0.991026973
1,47,9,1.0,0.994009
1,3,3,0.0,0.0
1,81,4,1.0,0.988053892081
1,7,8,0.0,0.0
1,92,8,1.0,0.991026973
1,52,4,1.0,0.988053892081
1,22,2,1.0,0.9821344612135428
1,34,14,1.0,1.0
1,41,13,1.0,0.997
1,28,2,1.0,0.8201257512162927
1,58,4,1.0,0.9332298921513504
1,10,9,1.0,0.994009
1,39,9,1.0,0.994009
1,93,0,1.0,0.9821344612135428
1,9,8,1.0,0.8553586117313603
1,96,6,1.0,0.994009
1,72,2,1.0,0.991026973
1,16,2,1.0,0.7516921927868743
1,6,1,0.0,0.0
1,35,13,1.0,0.997
1,71,2,1.0,0.8974819010978248
1,21,1,1.0,0.8947894553945313
1,85,6,1.0,0.994009
1,34,0,1.0,0.9473552137914398
1,98,8,1.0,0.991026973
1,9,8,0.0,0.0
1,15,6,1.0,0.9276389118674717
1,13,2,1.0,0.9704017769489168
1,73,4,1.0,0.985089730404757
1,99,6,1.0,0.994009
1,100,1,1.0,0.9821344612135428
1,19,1,1.0,0.8788035596734672
1,76,14,1.0,1.0
1,43,10,1.0,0.997
1,89,1,1.0,0.9762504936564125
1,39,2,1.0,0.988053892081
1,44,8,1.0,0.988053892081
1,88,1,1.0,0.988053892081
1,63,10,1.0,0.997
1,63,1,1.0,0.9559328248389055
1,15,10,1.0,0.997
1,62,8,1.0,0.9791880578299021
1,23,0,1.0,0.8127667407072335
1,37,14,1.0,1.0
1,51,4,1.0,0.9559328248389055
1,29,3,1.0,0.7792882711929549
1,16,4,0.0,0.0
1,97,6,1.0,0.994009
1,2,13,0.0,0.0
1,7,9,1.0,0.994009
1,82,1,1.0,0.9733217421754432
1,5,2,0.0,0.0
1,50,6,1.0,0.994009
1,43,10,1.0,0.997
1,6,10,1.0,0.997
1,58,2,1.0,0.991026973
1,3,4,0.0,0.0
1,46,8,1.0,0.991026973
1,19,10,1.0,0.997
1,63,13,1.0,0.997
