Temperature,Simulations,Initial State,Return,Discounted Return
1,34,0,1.0,0.9762504936564125
1,46,3,1.0,0.985089730404757
1,77,9,1.0,0.994009
1,5,9,0.0,0.0
1,2,3,0.0,0.0
1,46,3,1.0,0.8553586117313603
1,52,2,1.0,0.9530650263643888
1,52,8,1.0,0.991026973
1,11,13,1.0,0.994009
1,4,10,0.0,0.0
1,32,14,1.0,1.0
1,25,6,1.0,0.988053892081
1,13,3,1.0,0.9791880578299021
1,1,8,0.0,0.0
1,93,2,1.0,0.988053892081
1,23,3,1.0,0.9473552137914398
1,56,14,1.0,1.0
1,74,4,1.0,0.9821344612135428
1,88,9,1.0,0.994009
1,13,9,1.0,0.994009
1,4,1,0.0,0.0
1,3,2,0.0,0.0
1,100,13,1.0,0.997
1,65,0,1.0,0.8683052775100066
1,19,1,1.0,0.8709180316048211
1,38,10,1.0,0.997
1,44,13,1.0,0.997
1,93,0,1.0,0.9762504936564125
1,43,14,1.0,1.0
1,39,14,1.0,1.0
1,5,8,0.0,0.0
1,44,0,1.0,0.9559328248389055
1,80,9,1.0,0.994009
1,33,13,1.0,0.997
1,16,0,1.0,0.8709180316048211
1,100,14,1.0,1.0
1,8,1,0.0,0.0
1,24,4,1.0,0.9332298921513504
1,45,13,1.0,0.997
1,33,13,1.0,0.997
1,100,9,1.0,0.994009
1,76,13,1.0,0.997
1,23,1,1.0,0.9083329444789534
1,4,2,0.0,0.0
1,36,1,1.0,0.9645880999032158
1,97,3,1.0,0.9791880578299021
1,54,1,1.0,0.9791880578299021
1,37,9,1.0,0.994009
1,65,4,1.0,0.9530650263643888
1,31,4,1.0,0.9110661429076764
1,96,0,1.0,0.9674905716180701
1,44,10,1.0,0.997
1,78,8,1.0,0.991026973
1,96,8,1.0,0.991026973
1,74,3,1.0,0.988053892081
1,87,10,1.0,0.997
1,69,1,1.0,0.9616943356035061
1,85,3,1.0,0.9762504936564125
1,94,13,1.0,0.997
1,21,6,1.0,0.994009
1,59,9,1.0,0.994009
1,29,2,1.0,0.9220814271464737
1,58,3,1.0,0.9559328248389055
1,59,14,1.0,1.0
1,85,6,1.0,0.994009
1,40,13,1.0,0.997
1,89,0,1.0,0.9791880578299021
1,27,3,1.0,0.9083329444789534
1,9,3,0.0,0.0
1,15,2,1.0,0.991026973
1,98,2,1.0,0.991026973
1,24,8,1.0,0.9559328248389055
1,68,10,1.0,0.997
1,43,2,1.0,0.9791880578299021
1,62,8,1.0,0.985089730404757
1,48,13,1.0,0.997
1,65,2,1.0,0.985089730404757
1,79,3,1.0,0.9762504936564125
1,68,6,1.0,0.994009
1,34,0,1.0,0.9588092525966956
1,38,0,1.0,0.9588092525966956
1,53,1,1.0,0.9762504936564125
1,73,9,1.0,0.994009
1,85,0,1.0,0.985089730404757
1,66,8,1.0,0.991026973
1,62,3,1.0,0.9762504936564125
1,40,6,1.0,0.994009
1,56,6,1.0,0.9110661429076764
1,5,8,0.0,0.0
1,38,9,1.0,0.994009
1,96,6,1.0,0.994009
1,73,13,1.0,0.997
1,56,4,1.0,0.9733217421754432
1,28,9,1.0,0.994009
1,3,3,0.0,0.0
1,71,3,1.0,0.985089730404757
1,30,4,1.0,0.7653658663581259
1,10,13,1.0,0.997
1,86,9,1.0,0.994009
1,90,3,1.0,0.9791880578299021
1,90,10,1.0,0.997
1,65,1,1.0,0.9791880578299021
1,99,13,1.0,0.997
1,14,2,1.0,0.9674905716180701
1,86,10,1.0,0.997
1,5,2,0.0,0.0
1,25,4,0.0,0.0
1,71,6,1.0,0.994009
1,29,4,1.0,0.7792882711929549
1,47,4,1.0,0.9616943356035061
1,23,10,1.0,0.997
1,48,4,1.0,0.9530650263643888
1,70,3,1.0,0.9588092525966956
1,96,9,1.0,0.994009
1,20,0,1.0,0.9276389118674717
1,80,8,1.0,0.988053892081
1,27,4,1.0,0.8788035596734672
1,80,8,1.0,0.991026973
1,11,1,1.0,0.9559328248389055
1,89,8,1.0,0.991026973
1,89,10,1.0,0.997
1,24,8,1.0,0.9248559951318693
1,35,0,1.0,0.9220814271464737
1,85,0,1.0,0.9674905716180701
1,63,8,1.0,0.991026973
1,57,1,1.0,0.860513950810667
1,11,8,0.0,0.0
