Temperature,Simulations,Return
1,75,151.0
1,52,444.0
1,30,262.0
1,65,165.0
1,78,349.0
1,28,281.0
1,76,246.0
1,94,170.0
1,42,500.0
1,54,500.0
1,62,290.0
1,97,209.0
1,96,226.0
1,65,401.0
1,36,294.0
1,14,500.0
1,19,500.0
1,40,301.0
1,81,329.0
1,16,233.0
1,31,500.0
1,16,240.0
1,3,280.0
1,46,256.0
1,54,433.0
1,61,317.0
1,26,269.0
1,44,500.0
1,83,366.0
1,28,244.0
1,31,298.0
1,58,460.0
1,44,500.0
1,81,500.0
1,27,205.0
1,88,352.0
1,38,440.0
1,98,244.0
1,57,500.0
1,60,353.0
1,95,277.0
1,37,352.0
1,41,259.0
1,54,278.0
1,6,152.0
1,25,360.0
1,93,280.0
1,64,295.0
1,66,354.0
1,65,500.0
1,95,225.0
1,17,304.0
1,46,277.0
1,72,500.0
1,51,301.0
1,31,224.0
1,38,317.0
1,51,340.0
1,44,500.0
1,80,183.0
1,74,141.0
1,75,223.0
1,95,182.0
1,34,264.0
1,11,263.0
1,38,376.0
1,89,272.0
1,36,500.0
1,83,500.0
1,13,236.0
1,29,282.0
1,64,500.0
1,65,391.0
1,79,398.0
1,27,388.0
1,97,500.0
1,88,236.0
1,80,201.0
1,68,196.0
1,85,335.0
1,76,263.0
1,41,278.0
1,84,294.0
1,12,500.0
1,27,323.0
1,74,313.0
1,41,307.0
1,98,232.0
1,76,208.0
1,15,217.0
1,14,500.0
1,44,277.0
1,77,484.0
1,52,450.0
1,32,281.0
1,99,401.0
1,19,500.0
1,97,132.0
1,24,286.0
1,58,420.0
1,71,332.0
1,52,225.0
1,31,242.0
1,19,500.0
1,43,451.0
1,100,183.0
1,80,236.0
1,42,270.0
1,83,253.0
1,43,481.0
1,61,365.0
1,52,326.0
1,43,419.0
1,98,366.0
1,35,296.0
1,88,368.0
1,14,480.0
1,91,237.0
1,8,500.0
1,47,344.0
1,69,436.0
1,24,262.0
1,91,500.0
1,74,297.0
