Temperature,Simulations,Initial State,Return,Discounted Return
1,23,0,1.0,0.857932408958235
1,24,0,1.0,0.884100203995605
1,57,1,1.0,0.9616943356035061
1,64,1,1.0,0.9645880999032158
1,31,14,1.0,1.0
1,26,4,0.0,0.0
1,54,14,1.0,1.0
1,68,10,1.0,0.997
1,18,0,1.0,0.90289112180858
1,68,8,1.0,0.991026973
1,92,4,1.0,0.988053892081
1,93,1,1.0,0.9704017769489168
1,42,4,1.0,0.9704017769489168
1,24,14,1.0,1.0
1,6,8,0.0,0.0
1,86,3,1.0,0.985089730404757
1,55,3,1.0,0.9388545698794984
1,95,13,1.0,0.997
1,40,4,1.0,0.9530650263643888
1,88,14,1.0,1.0
1,23,14,1.0,1.0
1,49,10,1.0,0.997
1,21,3,0.0,0.0
1,22,8,1.0,0.991026973
1,99,6,1.0,0.994009
1,57,8,1.0,0.991026973
1,4,6,0.0,0.0
1,46,9,1.0,0.994009
1,70,3,1.0,0.9821344612135428
1,57,10,1.0,0.997
1,31,6,1.0,0.994009
1,37,9,1.0,0.994009
1,18,14,1.0,1.0
1,16,10,1.0,0.997
1,17,3,1.0,0.9138075656044898
1,24,0,1.0,0.8451404054461714
1,70,6,1.0,0.994009
1,35,14,1.0,1.0
1,15,3,1.0,0.9791880578299021
1,45,1,1.0,0.9473552137914398
1,24,10,1.0,0.997
1,30,4,1.0,0.988053892081
1,52,10,1.0,0.997
1,24,2,1.0,0.9616943356035061
1,66,14,1.0,1.0
1,63,10,1.0,0.997
1,73,1,1.0,0.9645880999032158
1,63,3,1.0,0.9588092525966956
1,29,1,1.0,0.9791880578299021
1,74,4,1.0,0.9704017769489168
1,58,14,1.0,1.0
1,49,9,1.0,0.994009
1,77,14,1.0,1.0
1,10,14,1.0,1.0
1,23,1,1.0,0.988053892081
1,37,2,1.0,0.9821344612135428
1,89,9,1.0,0.994009
1,80,2,1.0,0.9791880578299021
1,49,9,1.0,0.994009
1,40,2,1.0,0.985089730404757
1,33,6,1.0,0.994009
1,98,14,1.0,1.0
1,80,0,1.0,0.9674905716180701
1,70,3,1.0,0.9645880999032158
1,20,9,0.0,0.0
1,89,10,1.0,0.997
1,58,14,1.0,1.0
1,37,4,0.0,0.0
1,50,8,1.0,0.93603800616986
1,30,4,1.0,0.9388545698794984
1,88,1,1.0,0.9791880578299021
1,65,2,1.0,0.9733217421754432
1,100,13,1.0,0.997
1,31,0,1.0,0.860513950810667
1,26,4,1.0,0.988053892081
1,16,4,1.0,0.90289112180858
1,18,10,1.0,0.997
1,45,10,1.0,0.997
1,48,3,1.0,0.8709180316048211
1,77,14,1.0,1.0
1,33,13,1.0,0.997
1,22,9,1.0,0.991026973
1,81,3,1.0,0.988053892081
1,21,14,1.0,1.0
1,86,3,1.0,0.988053892081
1,66,0,1.0,0.9733217421754432
1,57,3,1.0,0.988053892081
