Temperature,Simulations,Return,Discounted Return,Map
1,53,1.0,0.985089730404757,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,54,1.0,0.9416796087056153,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,43,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,46,1.0,0.9616943356035061,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,55,1.0,0.9791880578299021,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,58,1.0,0.9645880999032158,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,64,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,65,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,67,1.0,0.9559328248389055,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,75,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,76,1.0,0.9791880578299021,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,82,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,85,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,91,1.0,0.9416796087056153,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,94,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,95,1.0,0.9502058312852957,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,96,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,9,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FFFG']"
1,48,1.0,0.9791880578299021,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,50,1.0,0.9645880999032158,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,56,1.0,0.985089730404757,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
