Temperature,Simulations,Return,Discounted Return,Map
1,34,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.90289112180858,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.93603800616986,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.8657003616774767,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.7539540549517295,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9083329444789534,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9388545698794984,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9276389118674717,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.8814479033836181,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.8325391341551359,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9388545698794984,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9276389118674717,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9248559951318693,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9276389118674717,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9220814271464737,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.8974819010978248,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.8974819010978248,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9276389118674717,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9138075656044898,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.8451404054461714,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.8921050870283477,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,34,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,38,1.0,0.8761671489944468,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,38,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,38,1.0,0.8947894553945313,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,38,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,38,1.0,0.9445131481500655,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,38,1.0,0.9193151828650342,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
