Temperature,Simulations,Return,Discounted Return,Map
1,79,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9416796087056153,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.985089730404757,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.93603800616986,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9416796087056153,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9616943356035061,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9332298921513504,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9530650263643888,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9416796087056153,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.93603800616986,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,79,1.0,0.9762504936564125,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.985089730404757,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9530650263643888,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9332298921513504,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9445131481500655,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9276389118674717,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,80,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9616943356035061,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9332298921513504,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9220814271464737,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.985089730404757,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9220814271464737,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9616943356035061,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.985089730404757,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9616943356035061,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9332298921513504,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9056079456455165,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9304302024748964,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.985089730404757,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9332298921513504,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9762504936564125,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9445131481500655,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.985089730404757,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9762504936564125,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.8894287717672626,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,1.0,0.9502058312852957,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9762504936564125,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.8502341582884777,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9304302024748964,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9473552137914398,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.985089730404757,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,86,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
