Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
500,-0.02723553031682968,0.021717242896556854,-0.03171934187412262,-0.0027567946817725897,29,500.0,259.12410747446273
500,-0.019551245495676994,0.043231889605522156,-0.021136058494448662,0.042653415352106094,88,500.0,259.12410747446273
500,0.04688963666558266,-0.027792712673544884,0.043946415185928345,0.014744788408279419,26,336.0,211.868114203521
500,0.04840949922800064,0.04334241524338722,0.03726894408464432,-0.02479206770658493,72,450.0,247.09507329238923
500,0.03280675783753395,0.04445068538188934,-0.03490681201219559,-0.0361846499145031,35,393.0,230.98613428398454
500,0.01612047292292118,-0.03316596895456314,0.04780576378107071,0.005069610197097063,35,459.0,249.39575982810274
500,0.00322180287912488,-0.03227248415350914,-0.024584991857409477,0.010309729725122452,69,440.0,244.46472026041667
500,0.003829731373116374,0.0263842586427927,0.025943920016288757,-0.014741052873432636,28,500.0,259.12410747446273
500,-0.04193020984530449,0.03856522962450981,-0.03421374782919884,-0.04586930200457573,71,444.0,245.52635430279756
500,-0.0026433849707245827,-0.028577208518981934,0.026211649179458618,0.011041942052543163,7,317.0,204.73245639719377
500,0.03486604988574982,0.04711088538169861,0.03453570604324341,0.03387343883514404,86,500.0,259.12410747446273
500,-0.02920873835682869,0.01788381114602089,0.0495416522026062,-0.04520062729716301,20,500.0,259.12410747446273
500,-0.02832716330885887,-0.04607763886451721,-0.024092985317111015,0.001957932021468878,34,500.0,259.12410747446273
500,-0.025143329054117203,0.04810691252350807,0.034875232726335526,0.02270108461380005,3,266.0,183.437052934862
500,0.0498732328414917,0.006645176559686661,0.012675398029386997,0.04628276452422142,33,441.0,244.73132609963542
500,-0.016954349353909492,0.04503489285707474,-0.02881873957812786,0.008248711004853249,23,461.0,249.89862983097257
500,-0.04937008395791054,0.03391806036233902,0.014760233461856842,-0.04732184112071991,45,380.0,226.9094985863798
500,0.022648556157946587,-0.02451043389737606,0.002369407331570983,0.033136893063783646,30,500.0,259.12410747446273
500,-0.039312247186899185,-0.04756839945912361,0.03487234562635422,0.04603518545627594,3,238.0,170.2812232492581
500,0.0022472343407571316,-0.01073814369738102,0.027084365487098694,0.03874878212809563,88,500.0,259.12410747446273
500,-0.03507589176297188,0.015942400321364403,-0.01902555115520954,0.02329998090863228,67,500.0,259.12410747446273
500,0.005391979590058327,-0.006971161812543869,-0.017954129725694656,-0.018200015649199486,65,500.0,259.12410747446273
500,-0.02903120405972004,-0.03601992875337601,-0.04348715394735336,0.04800717905163765,57,500.0,259.12410747446273
500,0.023265976458787918,0.02604488842189312,-0.00609130784869194,0.0033736892510205507,30,447.0,246.314248696427
500,-0.004590880591422319,-0.00278712366707623,0.009865275584161282,0.02476912923157215,77,500.0,259.12410747446273
500,-0.03734099864959717,-0.02363184094429016,0.03596749156713486,0.016722187399864197,60,425.0,240.36800066166487
500,0.008001420646905899,-0.03583770617842674,0.02250616066157818,0.012111336924135685,1,52.0,48.21379608954661
500,0.023084985092282295,0.003759067738428712,-0.016938088461756706,-0.008134530857205391,82,476.0,253.57536152472503
500,-0.008888645097613335,0.03651297464966774,-0.00921514630317688,0.0489216111600399,73,500.0,259.12410747446273
500,0.02891014888882637,0.0488005056977272,0.030307279899716377,-0.0008278069435618818,93,500.0,259.12410747446273
500,0.042718518525362015,0.005401175934821367,0.02304496243596077,-0.024606695398688316,82,500.0,259.12410747446273
500,0.030998658388853073,0.04617171734571457,0.0024877942632883787,0.04354613274335861,49,500.0,259.12410747446273
500,0.0006326899165287614,-0.023801492527127266,0.014781616628170013,0.021125541999936104,31,488.0,256.3997428543335
500,-0.045172106474637985,-0.004075830336660147,0.0423775352537632,0.040166135877370834,23,500.0,259.12410747446273
500,-0.011912868358194828,0.047302667051553726,-0.03823221102356911,-0.014864269644021988,46,397.0,232.20878496903543
500,-0.008245713077485561,0.02454174868762493,-0.035941727459430695,0.02966001257300377,52,458.0,249.1431893962916
500,0.010350113734602928,0.012348795309662819,0.014427734538912773,-0.04587799310684204,43,500.0,259.12410747446273
500,-0.04818810522556305,0.010699848644435406,0.01388081070035696,-0.009632648900151253,67,500.0,259.12410747446273
500,-0.013461063615977764,-0.043924372643232346,0.010922645218670368,0.03187093511223793,22,207.0,154.36486726379758
500,0.023518085479736328,0.032645534723997116,-0.01669304445385933,0.008888423442840576,77,500.0,259.12410747446273
500,-0.0040365844033658504,0.013955547474324703,-0.029598044231534004,0.011548587121069431,13,282.0,190.47243090344045
500,0.04733714461326599,-0.011044313199818134,0.03003481589257717,-0.03919004648923874,12,330.0,209.65859843020434
500,0.045816611498594284,-0.027897734194993973,-0.04668179899454117,-0.013600191101431847,90,500.0,259.12410747446273
500,-0.026323994621634483,0.0025961140636354685,0.04872965067625046,0.013605215586721897,11,317.0,204.73245639719377
500,0.010902021080255508,0.003889662679284811,-0.048370104283094406,0.04099264740943909,60,500.0,259.12410747446273
500,-0.004244947340339422,0.013238292187452316,0.043857429176568985,-0.016396041959524155,66,500.0,259.12410747446273
500,0.017151860520243645,-0.04707148298621178,0.02679137885570526,0.04310775175690651,33,500.0,259.12410747446273
500,-0.0058942860923707485,-0.00933570321649313,-0.003138769418001175,-0.039357271045446396,10,249.0,175.58195414455886
500,0.004665539599955082,0.01250320952385664,-0.018845614045858383,-0.02901923656463623,42,500.0,259.12410747446273
500,-0.04168489947915077,0.04733814299106598,0.03742241486907005,0.00599380349740386,13,500.0,259.12410747446273
500,0.012729855254292488,0.04793142154812813,-0.016878176480531693,0.00953930988907814,15,271.0,185.67204688692738
